sport,slate_date,game_id,player_id,player,team,opponent,market,projection,projection_lower_80,projection_upper_80,residual_standard_deviation,model_name,validation_mae,batting_order,position,expected_plate_appearances,days_rest,source_file
MLB,2026-07-21,823760,666182,Bo Bichette,New York Mets,Milwaukee Brewers,hitter_rbis,0.498,0.0,1.896,0.847,xgboost,0.6272,3.0,3B,3.932,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,669003,Garrett Mitchell,Milwaukee Brewers,New York Mets,hitter_rbis,0.497,0.0,1.895,0.847,xgboost,0.6272,5.0,CF,4.0867,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,666176,Jo Adell,Los Angeles Angels,St. Louis Cardinals,hitter_rbis,0.497,0.0,1.896,0.847,xgboost,0.6272,6.0,RF,4.0,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,668904,Royce Lewis,Minnesota Twins,Cleveland Guardians,hitter_rbis,0.497,0.0,1.896,0.847,xgboost,0.6272,5.0,3B,3.9421,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,642715,Willy Adames,San Francisco Giants,Kansas City Royals,hitter_rbis,0.497,0.0,1.895,0.847,xgboost,0.6272,5.0,SS,4.2042,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,605141,Mookie Betts,Los Angeles Dodgers,Philadelphia Phillies,hitter_rbis,0.495,0.0,1.893,0.847,xgboost,0.6272,5.0,SS,4.2956,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,656775,Cedric Mullins,Tampa Bay Rays,Toronto Blue Jays,hitter_rbis,0.494,0.0,1.893,0.847,xgboost,0.6272,4.0,CF,3.5521,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,592663,J.T. Realmuto,Philadelphia Phillies,Los Angeles Dodgers,hitter_rbis,0.494,0.0,1.893,0.847,xgboost,0.6272,6.0,C,3.7656,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,668227,Randy Arozarena,Seattle Mariners,Cincinnati Reds,hitter_rbis,0.49,0.0,1.889,0.847,xgboost,0.6272,2.0,LF,4.3716,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,657757,Gavin Sheets,San Diego Padres,Atlanta Braves,hitter_rbis,0.489,0.0,1.888,0.847,xgboost,0.6272,7.0,LF,3.2885,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,641487,J.P. Crawford,Seattle Mariners,Cincinnati Reds,hitter_rbis,0.489,0.0,1.887,0.847,xgboost,0.6272,1.0,SS,4.5012,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,681198,TJ Rumfield,Colorado Rockies,Washington Nationals,hitter_rbis,0.489,0.0,1.887,0.847,xgboost,0.6272,5.0,1B,4.1401,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,608324,Alex Bregman,Chicago Cubs,Detroit Tigers,hitter_rbis,0.488,0.0,1.886,0.847,xgboost,0.6272,3.0,3B,4.5963,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,571448,Nolan Arenado,Arizona Diamondbacks,Athletics,hitter_rbis,0.486,0.0,1.885,0.847,xgboost,0.6272,6.0,3B,4.0023,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,803011,Sam Antonacci,Chicago White Sox,Texas Rangers,hitter_rbis,0.485,0.0,1.884,0.847,xgboost,0.6272,1.0,LF,4.4352,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,676551,Brewer Hicklen,Atlanta Braves,San Diego Padres,hitter_rbis,0.484,0.0,1.883,0.847,xgboost,0.6272,8.0,RF,4.3333,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,696285,Jacob Young,Washington Nationals,Colorado Rockies,hitter_rbis,0.484,0.0,1.882,0.847,xgboost,0.6272,9.0,CF,3.9487,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,663728,Cal Raleigh,Seattle Mariners,Cincinnati Reds,hitter_rbis,0.483,0.0,1.882,0.847,xgboost,0.6272,4.0,C,4.3509,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,662139,Daulton Varsho,Toronto Blue Jays,Tampa Bay Rays,hitter_rbis,0.483,0.0,1.882,0.847,xgboost,0.6272,5.0,CF,3.6802,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,596019,Francisco Lindor,New York Mets,Milwaukee Brewers,hitter_rbis,0.483,0.0,1.882,0.847,xgboost,0.6272,4.0,SS,4.0945,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,678662,Ezequiel Tovar,Colorado Rockies,Washington Nationals,hitter_rbis,0.481,0.0,1.879,0.847,xgboost,0.6272,9.0,SS,3.3889,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,663993,Nathaniel Lowe,Cincinnati Reds,Seattle Mariners,hitter_rbis,0.481,0.0,1.88,0.847,xgboost,0.6272,5.0,DH,3.6617,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,673548,Seiya Suzuki,Chicago Cubs,Detroit Tigers,hitter_rbis,0.481,0.0,1.88,0.847,xgboost,0.6272,2.0,DH,4.4795,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,593428,Xander Bogaerts,San Diego Padres,Atlanta Braves,hitter_rbis,0.481,0.0,1.879,0.847,xgboost,0.6272,8.0,SS,4.3521,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,641355,Cody Bellinger,New York Yankees,Pittsburgh Pirates,hitter_rbis,0.479,0.0,1.878,0.847,xgboost,0.6272,4.0,LF,3.9531,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,678218,Brandon Valenzuela,Toronto Blue Jays,Tampa Bay Rays,hitter_rbis,0.477,0.0,1.876,0.847,xgboost,0.6272,7.0,C,3.2675,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,702332,Caleb Durbin,Boston Red Sox,Baltimore Orioles,hitter_rbis,0.477,0.0,1.876,0.847,xgboost,0.6272,5.0,3B,4.0948,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,656811,Ryan O'Hearn,Pittsburgh Pirates,New York Yankees,hitter_rbis,0.476,0.0,1.875,0.847,xgboost,0.6272,6.0,1B,4.1879,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,521692,Salvador Perez,Kansas City Royals,San Francisco Giants,hitter_rbis,0.475,0.0,1.874,0.847,xgboost,0.6272,4.0,DH,4.2009,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,683002,Gunnar Henderson,Baltimore Orioles,Boston Red Sox,hitter_rbis,0.474,0.0,1.872,0.847,xgboost,0.6272,1.0,SS,4.666,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,691720,Kyle Karros,Colorado Rockies,Washington Nationals,hitter_rbis,0.474,0.0,1.873,0.847,xgboost,0.6272,6.0,3B,3.9879,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,605170,Victor Caratini,Minnesota Twins,Cleveland Guardians,hitter_rbis,0.474,0.0,1.873,0.847,xgboost,0.6272,6.0,1B,3.4662,1.0,outputs/hitters/today_hitter_projections.csv
