sport,slate_date,game_id,player_id,player,team,opponent,market,projection,projection_lower_80,projection_upper_80,residual_standard_deviation,model_name,validation_mae,batting_order,position,expected_plate_appearances,days_rest,source_file
MLB,2026-07-21,824085,687551,Drew Gilbert,San Francisco Giants,Kansas City Royals,hitter_hits,0.739,0.0,1.897,0.851,extra_trees,0.6828,8.0,CF,3.6672,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,595978,Austin Hedges,Cleveland Guardians,Minnesota Twins,hitter_hits,0.728,0.0,1.887,0.851,extra_trees,0.6828,8.0,C,2.6225,3.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,666126,Carlos Cortes,Athletics,Arizona Diamondbacks,hitter_hits,0.726,0.0,1.885,0.851,extra_trees,0.6828,4.0,P,2.9616,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,516782,Starling Marte,Kansas City Royals,San Francisco Giants,hitter_hits,0.725,0.0,1.884,0.851,extra_trees,0.6828,6.0,LF,3.1882,12.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,668670,Jake Rogers,Detroit Tigers,Chicago Cubs,hitter_hits,0.723,0.0,1.881,0.851,extra_trees,0.6828,9.0,C,2.9038,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,665926,Andrés Giménez,Toronto Blue Jays,Tampa Bay Rays,hitter_hits,0.72,0.0,1.878,0.851,extra_trees,0.6828,8.0,SS,3.1551,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,690984,Petey Halpin,Cleveland Guardians,Minnesota Twins,hitter_hits,0.716,0.0,1.874,0.851,extra_trees,0.6828,9.0,CF,3.2171,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,687637,Dylan Beavers,Baltimore Orioles,Boston Red Sox,hitter_hits,0.715,0.0,1.874,0.851,extra_trees,0.6828,4.0,LF,3.1609,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,691788,Joe Mack,Miami Marlins,Houston Astros,hitter_hits,0.715,0.0,1.873,0.851,extra_trees,0.6828,9.0,C,2.6486,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,680779,Henry Davis,Pittsburgh Pirates,New York Yankees,hitter_hits,0.713,0.0,1.871,0.851,extra_trees,0.6828,9.0,C,3.4723,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,620443,Luis Torrens,New York Mets,Milwaukee Brewers,hitter_hits,0.713,0.0,1.871,0.851,extra_trees,0.6828,9.0,C,3.46,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,624641,Edmundo Sosa,Philadelphia Phillies,Los Angeles Dodgers,hitter_hits,0.709,0.0,1.867,0.851,extra_trees,0.6828,5.0,LF,3.3985,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,657136,Connor Wong,Boston Red Sox,Baltimore Orioles,hitter_hits,0.707,0.0,1.866,0.851,extra_trees,0.6828,9.0,C,2.9256,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,669134,Luis Campusano,San Diego Padres,Atlanta Braves,hitter_hits,0.705,0.0,1.864,0.851,extra_trees,0.6828,6.0,C,2.7469,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,596142,Gary Sánchez,Milwaukee Brewers,New York Mets,hitter_hits,0.704,0.0,1.863,0.851,extra_trees,0.6828,6.0,C,3.6382,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,676609,José Caballero,New York Yankees,Pittsburgh Pirates,hitter_hits,0.703,0.0,1.861,0.851,extra_trees,0.6828,9.0,DH,3.5009,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,695490,Edwin Arroyo,Cincinnati Reds,Seattle Mariners,hitter_hits,0.702,0.0,1.861,0.851,extra_trees,0.6828,9.0,2B,2.8624,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,683679,Jesus Rodriguez,San Francisco Giants,Kansas City Royals,hitter_hits,0.702,0.0,1.861,0.851,extra_trees,0.6828,7.0,C,2.7533,10.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,678218,Brandon Valenzuela,Toronto Blue Jays,Tampa Bay Rays,hitter_hits,0.7,0.0,1.858,0.851,extra_trees,0.6828,7.0,C,3.2675,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,682622,Noelvi Marte,Cincinnati Reds,Seattle Mariners,hitter_hits,0.7,0.0,1.858,0.851,extra_trees,0.6828,6.0,RF,2.5155,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,671732,Lawrence Butler,Athletics,Arizona Diamondbacks,hitter_hits,0.699,0.0,1.857,0.851,extra_trees,0.6828,7.0,RF,3.3439,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,683083,Nasim Nuñez,Washington Nationals,Colorado Rockies,hitter_hits,0.694,0.0,1.853,0.851,extra_trees,0.6828,8.0,2B,3.4125,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,701678,Hao-Yu Lee,Detroit Tigers,Chicago Cubs,hitter_hits,0.692,0.0,1.85,0.851,extra_trees,0.6828,3.0,3B,3.2493,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,687401,Joey Ortiz,Milwaukee Brewers,New York Mets,hitter_hits,0.691,0.0,1.85,0.851,extra_trees,0.6828,9.0,3B,3.5985,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,650859,Luis Rengifo,San Diego Padres,Atlanta Braves,hitter_hits,0.687,0.0,1.845,0.851,extra_trees,0.6828,9.0,DH,3.09,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,668952,Ryan Kreidler,Minnesota Twins,Cleveland Guardians,hitter_hits,0.684,0.0,1.842,0.851,extra_trees,0.6828,9.0,SS,3.0536,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,682729,Jonatan Clase,Toronto Blue Jays,Tampa Bay Rays,hitter_hits,0.683,0.0,1.842,0.851,extra_trees,0.6828,9.0,LF,2.7889,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,643446,Jeff McNeil,Athletics,Arizona Diamondbacks,hitter_hits,0.682,0.0,1.84,0.851,extra_trees,0.6828,8.0,2B,2.7241,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,622268,Donovan Walton,Athletics,Arizona Diamondbacks,hitter_hits,0.68,0.0,1.838,0.851,extra_trees,0.6828,6.0,2B,2.6856,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,641857,Ryan McMahon,New York Yankees,Pittsburgh Pirates,hitter_hits,0.679,0.0,1.837,0.851,extra_trees,0.6828,8.0,3B,2.6927,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,672356,Gabriel Arias,Cleveland Guardians,Minnesota Twins,hitter_hits,0.676,0.0,1.834,0.851,extra_trees,0.6828,7.0,3B,3.0876,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,701675,Nathan Church,St. Louis Cardinals,Los Angeles Angels,hitter_hits,0.676,0.0,1.835,0.851,extra_trees,0.6828,7.0,CF,3.1017,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,663993,Nathaniel Lowe,Cincinnati Reds,Seattle Mariners,hitter_hits,0.673,0.0,1.831,0.851,extra_trees,0.6828,5.0,DH,3.6617,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,691011,Drew Romo,Chicago White Sox,Texas Rangers,hitter_hits,0.672,0.0,1.83,0.851,extra_trees,0.6828,9.0,C,3.2165,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,691907,Tsung-Che Cheng,Boston Red Sox,Baltimore Orioles,hitter_hits,0.672,0.0,1.83,0.851,extra_trees,0.6828,8.0,SS,2.7308,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,553869,Elias Díaz,Texas Rangers,Chicago White Sox,hitter_hits,0.671,0.0,1.83,0.851,extra_trees,0.6828,8.0,C,2.61,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,645302,Victor Robles,Seattle Mariners,Cincinnati Reds,hitter_hits,0.667,0.0,1.825,0.851,extra_trees,0.6828,8.0,CF,2.3822,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,543877,Christian Vázquez,Houston Astros,Miami Marlins,hitter_hits,0.664,0.0,1.822,0.851,extra_trees,0.6828,9.0,C,3.1361,4.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,672613,Eliezer Alfonzo,Los Angeles Dodgers,Philadelphia Phillies,hitter_hits,0.66,0.0,1.818,0.851,extra_trees,0.6828,9.0,C,1.5571,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,672724,Oswald Peraza,Los Angeles Angels,St. Louis Cardinals,hitter_hits,0.66,0.0,1.818,0.851,extra_trees,0.6828,7.0,2B,2.1683,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,681807,David Fry,Cleveland Guardians,Minnesota Twins,hitter_hits,0.659,0.0,1.817,0.851,extra_trees,0.6828,5.0,RF,2.34,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,670042,Luke Raley,Seattle Mariners,Cincinnati Reds,hitter_hits,0.656,0.0,1.815,0.851,extra_trees,0.6828,7.0,RF,2.8856,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,694378,Jacob Gonzalez,Pittsburgh Pirates,New York Yankees,hitter_hits,0.654,0.0,1.813,0.851,extra_trees,0.6828,8.0,1B,2.5429,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,696030,Alejandro Osuna,Texas Rangers,Chicago White Sox,hitter_hits,0.643,0.0,1.802,0.851,extra_trees,0.6828,9.0,LF,1.9295,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,656555,Rhys Hoskins,Cleveland Guardians,Minnesota Twins,hitter_hits,0.636,0.0,1.795,0.851,extra_trees,0.6828,4.0,1B,3.6237,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,679822,Justin Foscue,Texas Rangers,Chicago White Sox,hitter_hits,0.627,0.0,1.786,0.851,extra_trees,0.6828,2.0,2B,2.0,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,656537,Derek Hill,Philadelphia Phillies,Los Angeles Dodgers,hitter_hits,0.626,0.0,1.784,0.851,extra_trees,0.6828,8.0,CF,2.8827,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,681351,Logan O'Hoppe,Los Angeles Angels,St. Louis Cardinals,hitter_hits,0.625,0.0,1.783,0.851,extra_trees,0.6828,9.0,C,3.2689,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,665750,Leody Taveras,Baltimore Orioles,Boston Red Sox,hitter_hits,0.622,0.0,1.781,0.851,extra_trees,0.6828,6.0,CF,3.01,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,677588,José Tena,Washington Nationals,Colorado Rockies,hitter_hits,0.605,0.0,1.764,0.851,extra_trees,0.6828,3.0,DH,2.3589,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,702616,Jackson Holliday,Baltimore Orioles,Boston Red Sox,hitter_hits,0.603,0.0,1.761,0.851,extra_trees,0.6828,9.0,2B,2.6004,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,670770,TJ Friedl,Cincinnati Reds,Seattle Mariners,hitter_hits,0.603,0.0,1.761,0.851,extra_trees,0.6828,8.0,CF,3.1879,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,641933,Tyler O'Neill,Baltimore Orioles,Boston Red Sox,hitter_hits,0.601,0.0,1.759,0.851,extra_trees,0.6828,5.0,RF,2.6767,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,645305,Ali Sánchez,New York Yankees,Pittsburgh Pirates,hitter_hits,0.596,0.0,1.755,0.851,extra_trees,0.6828,7.0,C,1.79,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,666211,Taylor Trammell,Houston Astros,Miami Marlins,hitter_hits,0.593,0.0,1.752,0.851,extra_trees,0.6828,7.0,RF,2.5009,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,806068,Colt Emerson,Seattle Mariners,Cincinnati Reds,hitter_hits,0.588,0.0,1.746,0.851,extra_trees,0.6828,9.0,SS,3.7243,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,681297,Colton Cowser,Baltimore Orioles,Boston Red Sox,hitter_hits,0.584,0.0,1.743,0.851,extra_trees,0.6828,7.0,CF,2.7323,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,642350,Jose Siri,Los Angeles Angels,St. Louis Cardinals,hitter_hits,0.581,0.0,1.739,0.851,extra_trees,0.6828,8.0,LF,1.2367,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,683734,Andrew Vaughn,Milwaukee Brewers,New York Mets,hitter_hits,0.578,0.0,1.737,0.851,extra_trees,0.6828,4.0,1B,2.5407,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,669236,Jeremiah Jackson,Baltimore Orioles,Boston Red Sox,hitter_hits,0.574,0.0,1.733,0.851,extra_trees,0.6828,8.0,2B,2.32,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,668885,Austin Martin,Minnesota Twins,Cleveland Guardians,hitter_hits,0.57,0.0,1.729,0.851,extra_trees,0.6828,1.0,LF,2.5232,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,695508,Cam Cauley,Texas Rangers,Chicago White Sox,hitter_hits,0.55,0.0,1.709,0.851,extra_trees,0.6828,7.0,CF,1.8162,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,678489,Jorge Barrosa,Arizona Diamondbacks,Athletics,hitter_hits,0.541,0.0,1.699,0.851,extra_trees,0.6828,8.0,CF,1.0555,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,669743,Alex Call,Los Angeles Dodgers,Philadelphia Phillies,hitter_hits,0.524,0.0,1.682,0.851,extra_trees,0.6828,8.0,LF,1.7824,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,701162,Ben Malgeri,Detroit Tigers,Chicago Cubs,hitter_hits,0.515,0.0,1.673,0.851,extra_trees,0.6828,8.0,RF,1.7029,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,683766,Christian Koss,San Francisco Giants,Kansas City Royals,hitter_hits,0.506,0.0,1.664,0.851,extra_trees,0.6828,9.0,2B,1.5433,3.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,663494,Bryan Torres,St. Louis Cardinals,Los Angeles Angels,hitter_hits,0.501,0.0,1.66,0.851,extra_trees,0.6828,9.0,DH,1.5585,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,682668,Luisangel Acuña,Chicago White Sox,Texas Rangers,hitter_hits,0.494,0.0,1.653,0.851,extra_trees,0.6828,8.0,SS,1.4229,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,695257,Billy Cook,Pittsburgh Pirates,New York Yankees,hitter_hits,0.384,0.0,1.542,0.851,extra_trees,0.6828,7.0,CF,1.1714,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,682634,Kevin Alcántara,Chicago Cubs,Detroit Tigers,hitter_hits,0.344,0.0,1.503,0.851,extra_trees,0.6828,9.0,RF,1.2411,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,621566,Matt Olson,Atlanta Braves,San Diego Padres,hitter_hits_runs_rbis,2.681,0.779,5.382,1.947,extra_trees,1.5067,3.0,1B,4.4968,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,645277,Ozzie Albies,Atlanta Braves,San Diego Padres,hitter_hits_runs_rbis,2.593,0.69,5.294,1.947,extra_trees,1.5067,2.0,2B,4.5867,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,671739,Michael Harris II,Atlanta Braves,San Diego Padres,hitter_hits_runs_rbis,2.409,0.506,5.11,1.947,extra_trees,1.5067,5.0,CF,4.61,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,643289,Mauricio Dubón,Atlanta Braves,San Diego Padres,hitter_hits_runs_rbis,2.393,0.49,5.094,1.947,extra_trees,1.5067,6.0,LF,4.2789,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,606466,Ketel Marte,Arizona Diamondbacks,Athletics,hitter_hits_runs_rbis,2.32,0.418,5.022,1.947,extra_trees,1.5067,1.0,DH,4.4312,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,686948,Drake Baldwin,Atlanta Braves,San Diego Padres,hitter_hits_runs_rbis,2.303,0.401,5.004,1.947,extra_trees,1.5067,1.0,C,4.6095,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,676551,Brewer Hicklen,Atlanta Braves,San Diego Padres,hitter_hits_runs_rbis,2.229,0.327,4.93,1.947,extra_trees,1.5067,8.0,RF,4.3333,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,663757,Trent Grisham,New York Yankees,Pittsburgh Pirates,hitter_hits_runs_rbis,2.221,0.318,4.922,1.947,extra_trees,1.5067,1.0,CF,4.13,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,693307,Dillon Dingler,Detroit Tigers,Chicago Cubs,hitter_hits_runs_rbis,2.208,0.306,4.91,1.947,extra_trees,1.5067,4.0,DH,4.233,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,805808,Kevin McGonigle,Detroit Tigers,Chicago Cubs,hitter_hits_runs_rbis,2.198,0.295,4.899,1.947,extra_trees,1.5067,2.0,SS,4.5407,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,670541,Yordan Alvarez,Houston Astros,Miami Marlins,hitter_hits_runs_rbis,2.192,0.289,4.893,1.947,extra_trees,1.5067,2.0,DH,4.556,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,672960,Kazuma Okamoto,Toronto Blue Jays,Tampa Bay Rays,hitter_hits_runs_rbis,2.186,0.283,4.887,1.947,extra_trees,1.5067,6.0,3B,4.2427,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,607208,Trea Turner,Philadelphia Phillies,Los Angeles Dodgers,hitter_hits_runs_rbis,2.144,0.242,4.846,1.947,extra_trees,1.5067,1.0,SS,4.5037,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,669016,Brandon Marsh,Philadelphia Phillies,Los Angeles Dodgers,hitter_hits_runs_rbis,2.135,0.232,4.836,1.947,extra_trees,1.5067,7.0,RF,4.0317,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,693304,Nick Gonzales,Pittsburgh Pirates,New York Yankees,hitter_hits_runs_rbis,2.135,0.233,4.836,1.947,extra_trees,1.5067,5.0,3B,4.4432,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,671218,Heliot Ramos,San Francisco Giants,Kansas City Royals,hitter_hits_runs_rbis,2.133,0.231,4.835,1.947,extra_trees,1.5067,1.0,LF,4.1729,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,656941,Kyle Schwarber,Philadelphia Phillies,Los Angeles Dodgers,hitter_hits_runs_rbis,2.13,0.227,4.831,1.947,extra_trees,1.5067,2.0,DH,4.3787,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,699013,Esmerlyn Valdez,Pittsburgh Pirates,New York Yankees,hitter_hits_runs_rbis,2.126,0.223,4.827,1.947,extra_trees,1.5067,4.0,RF,4.2825,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,689414,Liam Hicks,Miami Marlins,Houston Astros,hitter_hits_runs_rbis,2.126,0.224,4.828,1.947,extra_trees,1.5067,5.0,DH,4.1067,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,646240,Rafael Devers,San Francisco Giants,Kansas City Royals,hitter_hits_runs_rbis,2.125,0.223,4.827,1.947,extra_trees,1.5067,4.0,1B,4.37,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,669127,Shea Langeliers,Athletics,Arizona Diamondbacks,hitter_hits_runs_rbis,2.119,0.217,4.821,1.947,extra_trees,1.5067,3.0,C,4.3278,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,669364,Xavier Edwards,Miami Marlins,Houston Astros,hitter_hits_runs_rbis,2.115,0.212,4.816,1.947,extra_trees,1.5067,4.0,2B,4.2336,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,668804,Bryan Reynolds,Pittsburgh Pirates,New York Yankees,hitter_hits_runs_rbis,2.101,0.199,4.802,1.947,extra_trees,1.5067,2.0,DH,4.2293,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,691406,Junior Caminero,Tampa Bay Rays,Toronto Blue Jays,hitter_hits_runs_rbis,2.097,0.195,4.799,1.947,extra_trees,1.5067,3.0,3B,4.3947,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,805811,Bryce Eldridge,San Francisco Giants,Kansas City Royals,hitter_hits_runs_rbis,2.091,0.189,4.793,1.947,extra_trees,1.5067,2.0,DH,4.2703,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,547180,Bryce Harper,Philadelphia Phillies,Los Angeles Dodgers,hitter_hits_runs_rbis,2.09,0.188,4.792,1.947,extra_trees,1.5067,3.0,1B,4.3316,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,701807,Carson Benge,New York Mets,Milwaukee Brewers,hitter_hits_runs_rbis,2.086,0.183,4.787,1.947,extra_trees,1.5067,5.0,RF,4.2127,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,681198,TJ Rumfield,Colorado Rockies,Washington Nationals,hitter_hits_runs_rbis,2.085,0.182,4.786,1.947,extra_trees,1.5067,5.0,1B,4.1401,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,642715,Willy Adames,San Francisco Giants,Kansas City Royals,hitter_hits_runs_rbis,2.085,0.183,4.787,1.947,extra_trees,1.5067,5.0,SS,4.2042,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,672640,Otto Lopez,Miami Marlins,Houston Astros,hitter_hits_runs_rbis,2.084,0.182,4.785,1.947,extra_trees,1.5067,1.0,SS,4.4739,3.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,641680,Jonah Heim,Athletics,Arizona Diamondbacks,hitter_hits_runs_rbis,2.063,0.161,4.764,1.947,extra_trees,1.5067,5.0,C,4.1785,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,650490,Yandy Díaz,Tampa Bay Rays,Toronto Blue Jays,hitter_hits_runs_rbis,2.054,0.152,4.756,1.947,extra_trees,1.5067,1.0,DH,4.5279,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,701538,Jackson Merrill,San Diego Padres,Atlanta Braves,hitter_hits_runs_rbis,2.052,0.15,4.753,1.947,extra_trees,1.5067,5.0,CF,4.5274,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,673962,Josh Jung,Texas Rangers,Chicago White Sox,hitter_hits_runs_rbis,2.045,0.143,4.747,1.947,extra_trees,1.5067,3.0,3B,4.4859,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,671277,Luis García Jr.,Washington Nationals,Colorado Rockies,hitter_hits_runs_rbis,2.045,0.143,4.746,1.947,extra_trees,1.5067,2.0,1B,3.5754,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,669394,Jake Burger,Texas Rangers,Chicago White Sox,hitter_hits_runs_rbis,2.044,0.142,4.746,1.947,extra_trees,1.5067,5.0,1B,4.1104,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,665742,Juan Soto,New York Mets,Milwaukee Brewers,hitter_hits_runs_rbis,2.044,0.141,4.745,1.947,extra_trees,1.5067,2.0,DH,4.3785,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,678882,Ceddanne Rafaela,Boston Red Sox,Baltimore Orioles,hitter_hits_runs_rbis,2.04,0.137,4.741,1.947,extra_trees,1.5067,2.0,CF,4.2689,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,664761,Alec Bohm,Philadelphia Phillies,Los Angeles Dodgers,hitter_hits_runs_rbis,2.039,0.137,4.741,1.947,extra_trees,1.5067,4.0,3B,4.3046,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,666182,Bo Bichette,New York Mets,Milwaukee Brewers,hitter_hits_runs_rbis,2.035,0.133,4.737,1.947,extra_trees,1.5067,3.0,3B,3.932,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,695731,Braden Montgomery,Chicago White Sox,Texas Rangers,hitter_hits_runs_rbis,2.033,0.13,4.734,1.947,extra_trees,1.5067,4.0,RF,4.1361,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,663538,Nico Hoerner,Chicago Cubs,Detroit Tigers,hitter_hits_runs_rbis,2.033,0.131,4.734,1.947,extra_trees,1.5067,6.0,2B,4.3239,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,664023,Ian Happ,Chicago Cubs,Detroit Tigers,hitter_hits_runs_rbis,2.032,0.129,4.733,1.947,extra_trees,1.5067,7.0,LF,4.1925,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,661388,William Contreras,Milwaukee Brewers,New York Mets,hitter_hits_runs_rbis,2.032,0.13,4.734,1.947,extra_trees,1.5067,3.0,DH,4.1602,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,670623,Isaac Paredes,Houston Astros,Miami Marlins,hitter_hits_runs_rbis,2.031,0.128,4.732,1.947,extra_trees,1.5067,3.0,3B,4.5263,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,514888,Jose Altuve,Houston Astros,Miami Marlins,hitter_hits_runs_rbis,2.026,0.123,4.727,1.947,extra_trees,1.5067,4.0,2B,4.2464,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,701398,Sal Stewart,Cincinnati Reds,Seattle Mariners,hitter_hits_runs_rbis,2.026,0.124,4.727,1.947,extra_trees,1.5067,2.0,1B,4.5227,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,621493,Taylor Ward,Baltimore Orioles,Boston Red Sox,hitter_hits_runs_rbis,2.025,0.122,4.726,1.947,extra_trees,1.5067,2.0,LF,4.666,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,664040,Brandon Lowe,Pittsburgh Pirates,New York Yankees,hitter_hits_runs_rbis,2.022,0.12,4.723,1.947,extra_trees,1.5067,3.0,2B,4.3125,1.0,outputs/hitters/today_hitter_projections.csv
