date,game_id,team,opponent,side,is_home,pitcher_id,pitcher_name,opposing_pitcher_id,opposing_pitcher_name,status,status_code,venue_id,venue,opp_k_per_game,opp_runs_per_game,opp_hits_per_game,opp_walks_per_game,opp_avg,opp_obp,opp_slg,opp_ops
2026-03-29,822837,Athletics,Toronto Blue Jays,away,0.0,806960,Luis Morales,641778.0,Eric Lauer,Final,F,14.0,Rogers Centre,7.333333333333333,4.043010752688172,8.182795698924732,2.7311827956989245,0.244,0.305,0.383,0.688
2026-03-29,822837,Toronto Blue Jays,Athletics,home,1.0,641778,Eric Lauer,806960.0,Luis Morales,Final,F,14.0,Rogers Centre,8.75,4.554347826086956,8.423913043478262,3.630434782608696,0.247,0.325,0.407,0.732
2026-03-29,823079,Tampa Bay Rays,St. Louis Cardinals,away,0.0,571927,Steven Matz,669160.0,Dustin May,Final,F,2889.0,Busch Stadium,7.714285714285714,4.571428571428571,8.219780219780219,3.208791208791209,0.245,0.321,0.394,0.715
2026-03-29,823079,St. Louis Cardinals,Tampa Bay Rays,home,1.0,669160,Dustin May,571927.0,Steven Matz,Final,F,2889.0,Busch Stadium,7.175824175824176,4.5054945054945055,8.582417582417582,3.5384615384615383,0.258,0.334,0.396,0.73
2026-03-29,823160,Cleveland Guardians,Seattle Mariners,away,0.0,677944,Slade Cecconi,676106.0,Emerson Hancock,Final,F,680.0,T-Mobile Park,8.688172043010752,4.053763440860215,7.623655913978495,3.3225806451612905,0.23,0.311,0.379,0.69
2026-03-29,823160,Seattle Mariners,Cleveland Guardians,home,1.0,676106,Emerson Hancock,677944.0,Slade Cecconi,Final,F,680.0,T-Mobile Park,8.340425531914894,3.9680851063829783,7.5,3.702127659574468,0.228,0.31,0.369,0.679
2026-03-29,823487,Texas Rangers,Philadelphia Phillies,away,0.0,669022,MacKenzie Gore,666200.0,Jesús Luzardo,Final,F,2681.0,Citizens Bank Park,8.774193548387096,4.43010752688172,8.010752688172044,2.989247311827957,0.238,0.305,0.404,0.709
2026-03-29,823487,Philadelphia Phillies,Texas Rangers,home,1.0,666200,Jesús Luzardo,669022.0,MacKenzie Gore,Final,F,2681.0,Citizens Bank Park,8.347826086956522,4.086956521739131,8.108695652173912,3.2934782608695654,0.243,0.319,0.392,0.711
2026-03-29,823647,Pittsburgh Pirates,New York Mets,away,0.0,669387,Carmen Mlodzinski,690997.0,Nolan McLean,Final,F,3289.0,Citi Field,8.212765957446809,4.191489361702128,7.8936170212765955,3.0851063829787235,0.235,0.304,0.383,0.687
2026-03-29,823647,New York Mets,Pittsburgh Pirates,home,1.0,690997,Nolan McLean,669387.0,Carmen Mlodzinski,Final,F,3289.0,Citi Field,9.382978723404255,5.23404255319149,9.117021276595745,3.787234042553192,0.262,0.34,0.423,0.763
2026-03-29,823810,Chicago White Sox,Milwaukee Brewers,away,0.0,641743,Anthony Kay,687075.0,Brandon Sproat,Final,F,32.0,American Family Field,8.16304347826087,5.086956521739131,8.66304347826087,4.119565217391305,0.255,0.337,0.397,0.734
2026-03-29,823810,Milwaukee Brewers,Chicago White Sox,home,1.0,687075,Brandon Sproat,641743.0,Anthony Kay,Final,F,32.0,American Family Field,8.956521739130435,4.673913043478261,7.989130434782608,3.391304347826087,0.239,0.318,0.409,0.727
2026-03-29,823891,Colorado Rockies,Miami Marlins,away,0.0,500779,Jose Quintana,676974.0,Max Meyer,Final,F,4169.0,loanDepot park,8.096774193548388,4.580645161290323,8.451612903225806,3.419354838709677,0.254,0.33,0.412,0.742
2026-03-29,823891,Miami Marlins,Colorado Rockies,home,1.0,676974,Max Meyer,500779.0,Jose Quintana,Final,F,4169.0,loanDepot park,8.74468085106383,4.861702127659575,8.74468085106383,3.1702127659574466,0.257,0.328,0.424,0.752
2026-03-29,824215,Los Angeles Angels,Houston Astros,away,0.0,686799,Jack Kochanowicz,837227.0,Tatsuya Imai,Final,F,2392.0,Daikin Park,8.189473684210526,4.547368421052632,8.105263157894736,3.284210526315789,0.241,0.315,0.41,0.725
2026-03-29,824215,Houston Astros,Los Angeles Angels,home,1.0,837227,Tatsuya Imai,686799.0,Jack Kochanowicz,Final,F,2392.0,Daikin Park,9.451612903225806,4.462365591397849,8.053763440860216,3.204301075268817,0.239,0.315,0.393,0.708
2026-03-29,824538,Boston Red Sox,Cincinnati Reds,away,0.0,813349,Connelly Early,695076.0,Rhett Lowder,Final,F,2602.0,Great American Ball Park,9.472527472527473,4.21978021978022,7.637362637362638,3.758241758241758,0.228,0.31,0.392,0.702
2026-03-29,824538,Cincinnati Reds,Boston Red Sox,home,1.0,695076,Rhett Lowder,813349.0,Connelly Early,Final,F,2602.0,Great American Ball Park,8.241758241758241,4.087912087912088,8.164835164835164,2.989010989010989,0.244,0.314,0.387,0.701
