event_date,history_index,player,market,direction,line,event_id,matched_game_pk,actual_result,grading_status,grading_note,graded_at
2026-07-22,1581,Carlos Cortes,hitter_hits_runs_rbis,Under,3.5,,825055,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1582,Carlos Cortes,hitter_rbis,Under,0.5,,825055,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1583,Colt Emerson,hitter_hits,Under,1.5,,823110,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1584,Gage Jump,pitcher_outs,Under,15.5,,825055,14.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1585,Gage Jump,pitcher_strikeouts,Over,4.5,,825055,5.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1586,Ketel Marte,hitter_runs,Under,0.5,,825055,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1587,Hunter Dobbins,pitcher_strikeouts,Over,4.5,,824004,5.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1588,Aaron Nola,pitcher_strikeouts,Under,8.5,,823438,4.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1589,Alan Roden,hitter_hits_runs_rbis,Under,1.5,,824408,3.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1590,Alan Roden,hitter_rbis,Under,0.5,,824408,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1591,Alan Roden,hitter_runs,Under,0.5,,824408,2.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1592,Alan Roden,hitter_total_bases,Under,1.5,,824408,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1593,Alec Bohm,hitter_hits,Under,1.5,,823438,2.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1594,Alec Bohm,hitter_hits_runs_rbis,Under,3.5,,823438,6.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1595,Alec Bohm,hitter_total_bases,Over,0.5,,823438,5.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1596,Alex Jackson,hitter_rbis,Under,0.5,,824408,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1597,Alex Jackson,hitter_runs,Under,0.5,,824408,3.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1598,Andy Pages,hitter_hits_runs_rbis,Under,2.5,,823438,2.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1599,Andy Pages,hitter_hits_runs_rbis,Under,3.5,,823438,2.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1600,Andy Pages,hitter_runs,Under,0.5,,823438,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1601,Bailey Ober,pitcher_strikeouts,Over,3.5,,824408,2.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1602,Bailey Ober,pitcher_strikeouts,Over,3.5,,824408,2.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1603,Bailey Ober,pitcher_strikeouts,Over,3.5,,824408,2.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1604,Brandon Marsh,hitter_hits_runs_rbis,Under,3.5,,823438,2.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1605,Brandon Marsh,hitter_total_bases,Over,0.5,,823438,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1606,Brayan Rocchio,hitter_rbis,Under,0.5,,824408,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1607,Brayan Rocchio,hitter_rbis,Under,0.5,,824408,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1608,Brayan Rocchio,hitter_runs,Under,0.5,,824408,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1609,Brayan Rocchio,hitter_total_bases,Under,1.5,,824408,3.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1610,Brooks Lee,hitter_hits,Under,1.5,,824408,2.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1611,Brooks Lee,hitter_runs,Under,0.5,,824408,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1612,Brooks Lee,hitter_total_bases,Over,0.5,,824408,5.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1613,Bryce Harper,hitter_total_bases,Over,0.5,,823438,0.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1614,Bryce Harper,hitter_total_bases,Over,0.5,,823438,0.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1615,Bryson Stott,hitter_hits_runs_rbis,Under,3.5,,823438,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1616,Bryson Stott,hitter_hits_runs_rbis,Under,2.5,,823438,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1617,Bryson Stott,hitter_total_bases,Over,0.5,,823438,2.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1618,Chase DeLauter,hitter_hits,Under,1.5,,824408,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1619,Dalton Rushing,hitter_hits_runs_rbis,Under,3.5,,823438,6.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1620,Dalton Rushing,hitter_hits_runs_rbis,Under,2.5,,823438,6.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1621,Derek Hill,hitter_hits_runs_rbis,Under,3.5,,823438,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1622,Eric Lauer,pitcher_strikeouts,Over,3.5,,823438,5.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1623,Eric Lauer,pitcher_strikeouts,Over,3.5,,823438,5.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1624,Freddie Freeman,hitter_hits,Under,1.5,,823438,3.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1625,Jose Ramirez,hitter_runs,Under,0.5,,824408,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1626,Kyle Schwarber,hitter_runs,Under,0.5,,823438,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1627,Kyle Tucker,hitter_total_bases,Over,0.5,,823438,0.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1628,Max Muncy,hitter_rbis,Under,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1629,Royce Lewis,hitter_total_bases,Over,0.5,,824408,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1630,Shohei Ohtani,hitter_hits,Under,1.5,,823438,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1631,Shohei Ohtani,hitter_hits,Under,1.5,,823438,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1632,Shohei Ohtani,hitter_hits_runs_rbis,Under,2.5,,823438,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1633,Shohei Ohtani,hitter_hits_runs_rbis,Under,2.5,,823438,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1634,Shohei Ohtani,hitter_rbis,Under,0.5,,823438,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1635,Shohei Ohtani,hitter_rbis,Under,0.5,,823438,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1636,Shohei Ohtani,hitter_runs,Under,0.5,,823438,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1637,Shohei Ohtani,hitter_total_bases,Over,0.5,,823438,0.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1638,Travis Bazzana,hitter_total_bases,Over,0.5,,824408,0.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1639,Trea Turner,hitter_hits,Under,1.5,,823438,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1640,Trea Turner,hitter_hits,Under,1.5,,823438,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1641,Trea Turner,hitter_total_bases,Over,0.5,,823438,0.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1642,Alí Sánchez,hitter_hits,Under,1.5,,823519,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1643,Alí Sánchez,hitter_hits_runs_rbis,Under,3.5,,823519,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1644,Alí Sánchez,hitter_hits_runs_rbis,Under,2.5,,823519,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1645,Alí Sánchez,hitter_hits_runs_rbis,Under,1.5,,823519,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1646,Alí Sánchez,hitter_rbis,Under,0.5,,823519,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1647,Alí Sánchez,hitter_runs,Under,0.5,,823519,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1648,Ben Rice,hitter_hits_runs_rbis,Under,2.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1649,Ben Rice,hitter_rbis,Under,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1650,Ben Rice,hitter_runs,Under,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1651,Billy Cook,hitter_hits,Under,1.5,,823519,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1652,Billy Cook,hitter_hits,Under,0.5,,823519,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1653,Billy Cook,hitter_hits_runs_rbis,Under,3.5,,823519,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1654,Billy Cook,hitter_hits_runs_rbis,Under,2.5,,823519,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1655,Billy Cook,hitter_rbis,Under,0.5,,823519,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1656,Billy Cook,hitter_runs,Under,0.5,,823519,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1657,Billy Cook,hitter_total_bases,Under,1.5,,823519,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1658,Bryan Reynolds,hitter_total_bases,Over,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1659,Cody Bellinger,hitter_total_bases,Over,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1660,Jazz Chisholm,hitter_rbis,Under,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1662,Max Fried,pitcher_strikeouts,Over,3.5,,823519,7.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1663,Max Fried,pitcher_strikeouts,Over,3.5,,823519,7.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1664,Trent Grisham,hitter_runs,Under,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1665,Trent Grisham,hitter_runs,Under,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1666,Alejandro Kirk,hitter_hits_runs_rbis,Under,2.5,,822784,4.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1667,Alejandro Kirk,hitter_rbis,Under,0.5,,822784,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1668,Andrés Giménez,hitter_hits,Under,1.5,,822784,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1669,Andrés Giménez,hitter_hits_runs_rbis,Under,2.5,,822784,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1670,Andrés Giménez,hitter_hits_runs_rbis,Under,3.5,,822784,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1671,Andrés Giménez,hitter_rbis,Under,0.5,,822784,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1672,Andrés Giménez,hitter_total_bases,Under,1.5,,822784,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1673,Braydon Fisher,pitcher_strikeouts,Over,2.5,,822784,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1674,Cedric Mullins,hitter_hits,Under,1.5,,822784,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1675,Cedric Mullins,hitter_hits_runs_rbis,Under,2.5,,822784,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1676,Cedric Mullins,hitter_total_bases,Under,1.5,,822784,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1677,Cedric Mullins,hitter_total_bases,Over,0.5,,822784,0.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1678,Chandler Simpson,hitter_hits,Under,1.5,,822784,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1679,Chandler Simpson,hitter_hits,Under,1.5,,822784,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1680,Chandler Simpson,hitter_hits_runs_rbis,Under,2.5,,822784,3.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1681,Chandler Simpson,hitter_rbis,Under,0.5,,822784,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1682,Chandler Simpson,hitter_total_bases,Under,1.5,,822784,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1683,Chandler Simpson,hitter_total_bases,Over,0.5,,822784,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1684,Ernie Clement,hitter_hits,Under,1.5,,822784,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1685,Griffin Jax,pitcher_strikeouts,Over,4.5,,822784,5.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1686,Junior Caminero,hitter_hits,Under,1.5,,822784,2.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1687,Junior Caminero,hitter_rbis,Under,0.5,,822784,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1688,Kazuma Okamoto,hitter_total_bases,Over,0.5,,822784,0.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1689,Vladimir Guerrero Jr.,hitter_hits,Under,1.5,,822784,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1690,Yandy Díaz,hitter_hits,Under,1.5,,822784,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1691,Andruw Monasterio,hitter_hits_runs_rbis,Under,1.5,,824732,2.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1692,Caleb Durbin,hitter_hits_runs_rbis,Under,3.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1693,Caleb Durbin,hitter_rbis,Under,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1694,Ceddanne Rafaela,hitter_hits,Over,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1695,Ceddanne Rafaela,hitter_hits,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1696,Ceddanne Rafaela,hitter_hits_runs_rbis,Under,3.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1697,Chadwick Tromp,hitter_hits,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1698,Chadwick Tromp,hitter_rbis,Under,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1699,Chadwick Tromp,hitter_runs,Under,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1700,Christian Encarnacion-Strand,hitter_hits_runs_rbis,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1701,Christian Encarnacion-Strand,hitter_hits_runs_rbis,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1702,Christian Encarnacion-Strand,hitter_total_bases,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1703,Gunnar Henderson,hitter_hits,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1704,Jarren Duran,hitter_hits_runs_rbis,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1705,Masataka Yoshida,hitter_total_bases,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1706,Masataka Yoshida,hitter_total_bases,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1707,Willson Contreras,hitter_total_bases,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1708,Willson Contreras,hitter_total_bases,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1709,Willson Contreras,hitter_total_bases,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1710,Willson Contreras,hitter_total_bases,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1711,Willson Contreras,hitter_total_bases,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1712,Wilyer Abreu,hitter_rbis,Under,0.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1713,Wilyer Abreu,hitter_total_bases,Under,1.5,,,,AMBIGUOUS_DOUBLEHEADER,Player appeared in multiple games and history lacks a game ID.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1714,Austin Riley,hitter_hits_runs_rbis,Under,3.5,,824896,3.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1715,Austin Riley,hitter_rbis,Under,0.5,,824896,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1716,Austin Riley,hitter_runs,Under,0.5,,824896,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1717,Austin Riley,hitter_total_bases,Under,1.5,,824896,2.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1718,Fernando Tatis,hitter_hits,Under,1.5,,824896,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1719,Fernando Tatis,hitter_hits,Under,1.5,,824896,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1720,Fernando Tatis,hitter_total_bases,Under,1.5,,824896,3.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1721,Fernando Tatis Jr.,hitter_hits,Under,1.5,,824896,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1722,Fernando Tatis Jr.,hitter_runs,Under,0.5,,824896,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1723,Luis Rengifo,hitter_hits_runs_rbis,Under,1.5,,824896,4.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1724,Luis Rengifo,hitter_total_bases,Under,1.5,,824896,4.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1725,Luis Rengifo,hitter_total_bases,Under,1.5,,824896,4.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1726,Luis Rengifo,hitter_total_bases,Under,1.5,,824896,4.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1727,Matt Olson,hitter_rbis,Under,0.5,,824896,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1728,Xander Bogaerts,hitter_total_bases,Over,0.5,,824896,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1729,Alejandro Osuna,hitter_hits,Under,1.5,,822873,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1730,Alejandro Osuna,hitter_hits_runs_rbis,Under,3.5,,822873,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1731,Alejandro Osuna,hitter_total_bases,Under,1.5,,822873,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1732,Andrew Benintendi,hitter_hits_runs_rbis,Under,2.5,,822873,4.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1733,Andrew Benintendi,hitter_rbis,Under,0.5,,822873,2.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1734,Anthony Kay,pitcher_strikeouts,Under,5.5,,822873,4.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1735,Anthony Kay,pitcher_strikeouts,Over,2.5,,822873,4.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1736,Braden Montgomery,hitter_hits,Under,1.5,,822873,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1737,Braden Montgomery,hitter_hits_runs_rbis,Under,2.5,,822873,4.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1738,Brandon Nimmo,hitter_hits,Under,1.5,,822873,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1739,Cam Cauley,hitter_hits_runs_rbis,Under,3.5,,822873,3.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1740,Cam Cauley,hitter_hits_runs_rbis,Under,2.5,,822873,3.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1741,Cam Cauley,hitter_runs,Under,0.5,,822873,1.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1742,Chase Meidroth,hitter_hits,Under,1.5,,822873,4.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1743,Chase Meidroth,hitter_hits_runs_rbis,Under,2.5,,822873,6.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1744,Chase Meidroth,hitter_total_bases,Under,1.5,,822873,4.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1745,Colson Montgomery,hitter_hits,Under,1.5,,822873,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1746,Colson Montgomery,hitter_total_bases,Over,0.5,,822873,0.0,GRADED,LOSS,2026-07-23T04:18:02.221161+00:00
2026-07-22,1747,Alex Bregman,hitter_hits_runs_rbis,Under,2.5,,824650,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1748,Alex Bregman,hitter_runs,Under,0.5,,824650,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1749,Cam Smith,hitter_hits_runs_rbis,Under,2.5,,,,DID_NOT_APPEAR,Player was listed but did not record the required appearance.,2026-07-23T04:18:02.221161+00:00
2026-07-22,1750,Carson Kelly,hitter_hits_runs_rbis,Under,2.5,,824650,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1751,Carson Kelly,hitter_rbis,Under,0.5,,824650,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1752,Christian Vázquez,hitter_hits,Under,1.5,,824166,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1753,Christian Vázquez,hitter_rbis,Under,0.5,,824166,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1754,Christian Vázquez,hitter_runs,Under,0.5,,824166,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1755,Christian Walker,hitter_hits,Under,1.5,,824166,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1756,Christian Walker,hitter_hits_runs_rbis,Under,2.5,,824166,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1757,Christian Walker,hitter_total_bases,Over,0.5,,824166,1.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1758,Colin Rea,pitcher_strikeouts,Over,2.5,,824650,5.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1759,Colt Keith,hitter_hits_runs_rbis,Under,2.5,,824650,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
2026-07-22,1760,Colt Keith,hitter_rbis,Under,0.5,,824650,0.0,GRADED,WIN,2026-07-23T04:18:02.221161+00:00
