date,game_id,team,opponent,side,player_id,player_name,batting_order,position,status
2026-07-12,824491,Chicago Cubs,Cincinnati Reds,away,664023,Ian Happ,7,LF,Pre-Game
2026-07-12,824491,Chicago Cubs,Cincinnati Reds,away,621020,Dansby Swanson,8,SS,Pre-Game
2026-07-12,824491,Chicago Cubs,Cincinnati Reds,away,682634,Kevin Alcántara,9,DH,Pre-Game
2026-07-12,824491,Cincinnati Reds,Chicago Cubs,home,682829,Elly De La Cruz,1,SS,Pre-Game
2026-07-12,824491,Cincinnati Reds,Chicago Cubs,home,701398,Sal Stewart,2,1B,Pre-Game
2026-07-12,824491,Cincinnati Reds,Chicago Cubs,home,668715,Spencer Steer,3,CF,Pre-Game
2026-07-12,824491,Cincinnati Reds,Chicago Cubs,home,668709,JJ Bleday,4,LF,Pre-Game
2026-07-12,824491,Cincinnati Reds,Chicago Cubs,home,553993,Eugenio Suárez,5,DH,Pre-Game
2026-07-12,824491,Cincinnati Reds,Chicago Cubs,home,663886,Tyler Stephenson,6,C,Pre-Game
2026-07-12,824491,Cincinnati Reds,Chicago Cubs,home,682622,Noelvi Marte,7,RF,Pre-Game
2026-07-12,824491,Cincinnati Reds,Chicago Cubs,home,695490,Edwin Arroyo,8,2B,Pre-Game
2026-07-12,824491,Cincinnati Reds,Chicago Cubs,home,663647,Ke'Bryan Hayes,9,3B,Pre-Game
2026-07-12,823602,Boston Red Sox,New York Mets,away,678011,Anthony Seigler,1,2B,Pre-Game
2026-07-12,823602,Boston Red Sox,New York Mets,away,678882,Ceddanne Rafaela,2,CF,Pre-Game
2026-07-12,823602,Boston Red Sox,New York Mets,away,677800,Wilyer Abreu,3,RF,Pre-Game
2026-07-12,823602,Boston Red Sox,New York Mets,away,663853,Romy Gonzalez,4,1B,Pre-Game
2026-07-12,823602,Boston Red Sox,New York Mets,away,702332,Caleb Durbin,5,3B,Pre-Game
2026-07-12,823602,Boston Red Sox,New York Mets,away,655316,Andruw Monasterio,6,SS,Pre-Game
2026-07-12,823602,Boston Red Sox,New York Mets,away,680776,Jarren Duran,7,DH,Pre-Game
2026-07-12,823602,Boston Red Sox,New York Mets,away,681987,Nate Eaton,8,LF,Pre-Game
2026-07-12,823602,Boston Red Sox,New York Mets,away,657136,Connor Wong,9,C,Pre-Game
2026-07-12,823602,New York Mets,Boston Red Sox,home,805999,A.J. Ewing,1,CF,Pre-Game
2026-07-12,823602,New York Mets,Boston Red Sox,home,665742,Juan Soto,2,DH,Pre-Game
2026-07-12,823602,New York Mets,Boston Red Sox,home,596019,Francisco Lindor,3,SS,Pre-Game
2026-07-12,823602,New York Mets,Boston Red Sox,home,676572,Eric Wagaman,4,1B,Pre-Game
2026-07-12,823602,New York Mets,Boston Red Sox,home,701807,Carson Benge,5,RF,Pre-Game
2026-07-12,823602,New York Mets,Boston Red Sox,home,621438,Tyrone Taylor,6,LF,Pre-Game
2026-07-12,823602,New York Mets,Boston Red Sox,home,620443,Luis Torrens,7,C,Pre-Game
2026-07-12,823602,New York Mets,Boston Red Sox,home,683146,Brett Baty,8,3B,Pre-Game
2026-07-12,823602,New York Mets,Boston Red Sox,home,670097,Zack Short,9,2B,Pre-Game
2026-07-12,822951,Seattle Mariners,Tampa Bay Rays,away,641487,J.P. Crawford,1,SS,Pre-Game
2026-07-12,822951,Seattle Mariners,Tampa Bay Rays,away,668227,Randy Arozarena,2,LF,Pre-Game
2026-07-12,822951,Seattle Mariners,Tampa Bay Rays,away,663728,Cal Raleigh,3,DH,Pre-Game
2026-07-12,822951,Seattle Mariners,Tampa Bay Rays,away,647304,Josh Naylor,4,1B,Pre-Game
2026-07-12,822951,Seattle Mariners,Tampa Bay Rays,away,641598,Mitch Garver,5,C,Pre-Game
2026-07-12,822951,Seattle Mariners,Tampa Bay Rays,away,702284,Cole Young,6,2B,Pre-Game
2026-07-12,822951,Seattle Mariners,Tampa Bay Rays,away,645302,Victor Robles,7,CF,Pre-Game
2026-07-12,822951,Seattle Mariners,Tampa Bay Rays,away,642215,Weston Wilson,8,RF,Pre-Game
2026-07-12,822951,Seattle Mariners,Tampa Bay Rays,away,671083,Buddy Kennedy,9,3B,Pre-Game
2026-07-12,822951,Tampa Bay Rays,Seattle Mariners,home,650490,Yandy Díaz,1,DH,Pre-Game
2026-07-12,822951,Tampa Bay Rays,Seattle Mariners,home,666018,Jonathan Aranda,2,1B,Pre-Game
2026-07-12,822951,Tampa Bay Rays,Seattle Mariners,home,691406,Junior Caminero,3,3B,Pre-Game
2026-07-12,822951,Tampa Bay Rays,Seattle Mariners,home,656775,Cedric Mullins,4,CF,Pre-Game
2026-07-12,822951,Tampa Bay Rays,Seattle Mariners,home,802415,Chandler Simpson,5,LF,Pre-Game
2026-07-12,822951,Tampa Bay Rays,Seattle Mariners,home,683748,Victor Mesa Jr.,6,RF,Pre-Game
2026-07-12,822951,Tampa Bay Rays,Seattle Mariners,home,670764,Taylor Walls,7,SS,Pre-Game
2026-07-12,822951,Tampa Bay Rays,Seattle Mariners,home,680700,Richie Palacios,8,2B,Pre-Game
2026-07-12,822951,Tampa Bay Rays,Seattle Mariners,home,676439,Hunter Feduccia,9,C,Pre-Game
2026-07-12,824250,Philadelphia Phillies,Detroit Tigers,away,607208,Trea Turner,1,SS,Pre-Game
2026-07-12,824250,Philadelphia Phillies,Detroit Tigers,away,656941,Kyle Schwarber,2,DH,Pre-Game
2026-07-12,824250,Philadelphia Phillies,Detroit Tigers,away,547180,Bryce Harper,3,1B,Pre-Game
2026-07-12,824250,Philadelphia Phillies,Detroit Tigers,away,664761,Alec Bohm,4,3B,Pre-Game
2026-07-12,824250,Philadelphia Phillies,Detroit Tigers,away,624641,Edmundo Sosa,5,LF,Pre-Game
2026-07-12,824250,Philadelphia Phillies,Detroit Tigers,away,669016,Brandon Marsh,6,RF,Pre-Game
2026-07-12,824250,Philadelphia Phillies,Detroit Tigers,away,656537,Derek Hill,7,CF,Pre-Game
2026-07-12,824250,Philadelphia Phillies,Detroit Tigers,away,592663,J.T. Realmuto,8,C,Pre-Game
2026-07-12,824250,Philadelphia Phillies,Detroit Tigers,away,681082,Bryson Stott,9,2B,Pre-Game
2026-07-12,824250,Detroit Tigers,Philadelphia Phillies,home,805808,Kevin McGonigle,1,SS,Pre-Game
2026-07-12,824250,Detroit Tigers,Philadelphia Phillies,home,693307,Dillon Dingler,2,C,Pre-Game
2026-07-12,824250,Detroit Tigers,Philadelphia Phillies,home,690993,Colt Keith,3,3B,Pre-Game
2026-07-12,824250,Detroit Tigers,Philadelphia Phillies,home,682985,Riley Greene,4,LF,Pre-Game
2026-07-12,824250,Detroit Tigers,Philadelphia Phillies,home,679529,Spencer Torkelson,5,1B,Pre-Game
2026-07-12,824250,Detroit Tigers,Philadelphia Phillies,home,681481,Kerry Carpenter,6,DH,Pre-Game
2026-07-12,824250,Detroit Tigers,Philadelphia Phillies,home,656716,Zach McKinstry,7,2B,Pre-Game
2026-07-12,824250,Detroit Tigers,Philadelphia Phillies,home,663837,Matt Vierling,8,RF,Pre-Game
2026-07-12,824250,Detroit Tigers,Philadelphia Phillies,home,681546,James Outman,9,CF,Pre-Game
2026-07-12,823842,Cleveland Guardians,Miami Marlins,away,683953,Travis Bazzana,1,2B,Pre-Game
2026-07-12,823842,Cleveland Guardians,Miami Marlins,away,677587,Brayan Rocchio,2,SS,Pre-Game
2026-07-12,823842,Cleveland Guardians,Miami Marlins,away,800050,Chase DeLauter,3,DH,Pre-Game
2026-07-12,823842,Cleveland Guardians,Miami Marlins,away,700932,Kyle Manzardo,4,1B,Pre-Game
2026-07-12,823842,Cleveland Guardians,Miami Marlins,away,696135,Kahlil Watson,5,RF,Pre-Game
2026-07-12,823842,Cleveland Guardians,Miami Marlins,away,672356,Gabriel Arias,6,3B,Pre-Game
2026-07-12,823842,Cleveland Guardians,Miami Marlins,away,690984,Petey Halpin,7,CF,Pre-Game
2026-07-12,823842,Cleveland Guardians,Miami Marlins,away,672275,Patrick Bailey,8,C,Pre-Game
2026-07-12,823842,Cleveland Guardians,Miami Marlins,away,680757,Steven Kwan,9,LF,Pre-Game
2026-07-12,823842,Miami Marlins,Cleveland Guardians,home,672640,Otto Lopez,1,SS,Pre-Game
2026-07-12,823842,Miami Marlins,Cleveland Guardians,home,681715,Heriberto Hernández,2,LF,Pre-Game
2026-07-12,823842,Miami Marlins,Cleveland Guardians,home,689414,Liam Hicks,3,1B,Pre-Game
2026-07-12,823842,Miami Marlins,Cleveland Guardians,home,669364,Xavier Edwards,4,2B,Pre-Game
2026-07-12,823842,Miami Marlins,Cleveland Guardians,home,691594,Javier Sanoja,5,RF,Pre-Game
2026-07-12,823842,Miami Marlins,Cleveland Guardians,home,677870,Leo Jiménez,6,3B,Pre-Game
2026-07-12,823842,Miami Marlins,Cleveland Guardians,home,665923,Esteury Ruiz,7,CF,Pre-Game
2026-07-12,823842,Miami Marlins,Cleveland Guardians,home,677956,Rece Hinds,8,DH,Pre-Game
2026-07-12,823842,Miami Marlins,Cleveland Guardians,home,640459,Brian Navarreto,9,C,Pre-Game
2026-07-12,823681,Los Angeles Angels,Minnesota Twins,away,687263,Zach Neto,1,SS,Pre-Game
2026-07-12,823681,Los Angeles Angels,Minnesota Twins,away,545361,Mike Trout,2,DH,Pre-Game
2026-07-12,823681,Los Angeles Angels,Minnesota Twins,away,694384,Nolan Schanuel,3,1B,Pre-Game
2026-07-12,823681,Los Angeles Angels,Minnesota Twins,away,624585,Jorge Soler,4,RF,Pre-Game
2026-07-12,823681,Los Angeles Angels,Minnesota Twins,away,666176,Jo Adell,5,LF,Pre-Game
2026-07-12,823681,Los Angeles Angels,Minnesota Twins,away,666139,Josh Lowe,6,CF,Pre-Game
2026-07-12,823681,Los Angeles Angels,Minnesota Twins,away,672724,Oswald Peraza,7,2B,Pre-Game
2026-07-12,823681,Los Angeles Angels,Minnesota Twins,away,694203,Denzer Guzman,8,3B,Pre-Game
2026-07-12,823681,Los Angeles Angels,Minnesota Twins,away,681351,Logan O'Hoppe,9,C,Pre-Game
2026-07-12,823681,Minnesota Twins,Los Angeles Angels,home,663616,Trevor Larnach,1,LF,Pre-Game
2026-07-12,823681,Minnesota Twins,Los Angeles Angels,home,680777,Ryan Jeffers,2,C,Pre-Game
2026-07-12,823681,Minnesota Twins,Los Angeles Angels,home,605137,Josh Bell,3,DH,Pre-Game
2026-07-12,823681,Minnesota Twins,Los Angeles Angels,home,665019,Kody Clemens,4,2B,Pre-Game
2026-07-12,823681,Minnesota Twins,Los Angeles Angels,home,668904,Royce Lewis,5,1B,Pre-Game
2026-07-12,823681,Minnesota Twins,Los Angeles Angels,home,686797,Brooks Lee,6,3B,Pre-Game
2026-07-12,823681,Minnesota Twins,Los Angeles Angels,home,702176,Alan Roden,7,RF,Pre-Game
2026-07-12,823681,Minnesota Twins,Los Angeles Angels,home,807712,Luke Keaschall,8,CF,Pre-Game
2026-07-12,823681,Minnesota Twins,Los Angeles Angels,home,668952,Ryan Kreidler,9,SS,Pre-Game
2026-07-12,824574,Athletics,Chicago White Sox,away,805779,Jacob Wilson,1,SS,Pre-Game
2026-07-12,824574,Athletics,Chicago White Sox,away,811965,Joshua Kuroda-Grauer,2,3B,Pre-Game
2026-07-12,824574,Athletics,Chicago White Sox,away,669127,Shea Langeliers,3,C,Pre-Game
2026-07-12,824574,Athletics,Chicago White Sox,away,641680,Jonah Heim,4,DH,Pre-Game
2026-07-12,824574,Athletics,Chicago White Sox,away,687515,Colby Thomas,5,LF,Pre-Game
2026-07-12,824574,Athletics,Chicago White Sox,away,608841,Joey Meneses,6,1B,Pre-Game
2026-07-12,824574,Athletics,Chicago White Sox,away,671732,Lawrence Butler,7,RF,Pre-Game
2026-07-12,824574,Athletics,Chicago White Sox,away,703607,Henry Bolte,8,CF,Pre-Game
2026-07-12,824574,Athletics,Chicago White Sox,away,675961,Alika Williams,9,2B,Pre-Game
2026-07-12,824574,Chicago White Sox,Athletics,home,803011,Sam Antonacci,1,LF,Pre-Game
2026-07-12,824574,Chicago White Sox,Athletics,home,808959,Munetaka Murakami,2,1B,Pre-Game
2026-07-12,824574,Chicago White Sox,Athletics,home,678246,Miguel Vargas,3,3B,Pre-Game
2026-07-12,824574,Chicago White Sox,Athletics,home,695657,Colson Montgomery,4,SS,Pre-Game
2026-07-12,824574,Chicago White Sox,Athletics,home,643217,Andrew Benintendi,5,DH,Pre-Game
2026-07-12,824574,Chicago White Sox,Athletics,home,691019,Kyle Teel,6,C,Pre-Game
2026-07-12,824574,Chicago White Sox,Athletics,home,695731,Braden Montgomery,7,RF,Pre-Game
2026-07-12,824574,Chicago White Sox,Athletics,home,671976,Tristan Peters,8,CF,Pre-Game
2026-07-12,824574,Chicago White Sox,Athletics,home,805367,Chase Meidroth,9,2B,Pre-Game
2026-07-12,823029,Atlanta Braves,St. Louis Cardinals,away,686948,Drake Baldwin,1,C,Pre-Game
2026-07-12,823029,Atlanta Braves,St. Louis Cardinals,away,645277,Ozzie Albies,2,2B,Pre-Game
2026-07-12,823029,Atlanta Braves,St. Louis Cardinals,away,621566,Matt Olson,3,1B,Pre-Game
2026-07-12,823029,Atlanta Braves,St. Louis Cardinals,away,671739,Michael Harris II,4,CF,Pre-Game
2026-07-12,823029,Atlanta Braves,St. Louis Cardinals,away,643289,Mauricio Dubón,5,LF,Pre-Game
2026-07-12,823029,Atlanta Braves,St. Louis Cardinals,away,642086,Dominic Smith,6,DH,Pre-Game
2026-07-12,823029,Atlanta Braves,St. Louis Cardinals,away,663586,Austin Riley,7,3B,Pre-Game
2026-07-12,823029,Atlanta Braves,St. Louis Cardinals,away,805347,Jim Jarvis,8,SS,Pre-Game
2026-07-12,823029,Atlanta Braves,St. Louis Cardinals,away,676551,Brewer Hicklen,9,RF,Pre-Game
2026-07-12,823029,St. Louis Cardinals,Atlanta Braves,home,802139,JJ Wetherholt,1,2B,Pre-Game
2026-07-12,823029,St. Louis Cardinals,Atlanta Braves,home,671056,Iván Herrera,2,DH,Pre-Game
2026-07-12,823029,St. Louis Cardinals,Atlanta Braves,home,691023,Jordan Walker,3,RF,Pre-Game
2026-07-12,823029,St. Louis Cardinals,Atlanta Braves,home,676475,Alec Burleson,4,1B,Pre-Game
2026-07-12,823029,St. Louis Cardinals,Atlanta Braves,home,663457,Lars Nootbaar,5,LF,Pre-Game
2026-07-12,823029,St. Louis Cardinals,Atlanta Braves,home,691026,Masyn Winn,6,SS,Pre-Game
2026-07-12,823029,St. Louis Cardinals,Atlanta Braves,home,701675,Nathan Church,7,CF,Pre-Game
2026-07-12,823029,St. Louis Cardinals,Atlanta Braves,home,665877,José Fermín,8,3B,Pre-Game
2026-07-12,823029,St. Louis Cardinals,Atlanta Braves,home,699625,Jimmy Crooks,9,C,Pre-Game
2026-07-12,822876,Houston Astros,Texas Rangers,away,665161,Jeremy Peña,1,SS,Pre-Game
2026-07-12,822876,Houston Astros,Texas Rangers,away,670541,Yordan Alvarez,2,DH,Pre-Game
2026-07-12,822876,Houston Astros,Texas Rangers,away,670623,Isaac Paredes,3,3B,Pre-Game
2026-07-12,822876,Houston Astros,Texas Rangers,away,572233,Christian Walker,4,1B,Pre-Game
2026-07-12,822876,Houston Astros,Texas Rangers,away,514888,Jose Altuve,5,2B,Pre-Game
2026-07-12,822876,Houston Astros,Texas Rangers,away,701358,Cam Smith,6,RF,Pre-Game
2026-07-12,822876,Houston Astros,Texas Rangers,away,664774,LaMonte Wade Jr.,7,LF,Pre-Game
2026-07-12,822876,Houston Astros,Texas Rangers,away,694728,Brice Matthews,8,CF,Pre-Game
2026-07-12,822876,Houston Astros,Texas Rangers,away,543877,Christian Vázquez,9,C,Pre-Game
2026-07-12,822876,Texas Rangers,Houston Astros,home,592626,Joc Pederson,1,DH,Pre-Game
2026-07-12,822876,Texas Rangers,Houston Astros,home,694671,Wyatt Langford,2,LF,Pre-Game
2026-07-12,822876,Texas Rangers,Houston Astros,home,673962,Josh Jung,3,3B,Pre-Game
2026-07-12,822876,Texas Rangers,Houston Astros,home,607043,Brandon Nimmo,4,RF,Pre-Game
2026-07-12,822876,Texas Rangers,Houston Astros,home,669394,Jake Burger,5,1B,Pre-Game
2026-07-12,822876,Texas Rangers,Houston Astros,home,677649,Ezequiel Duran,6,SS,Pre-Game
2026-07-12,822876,Texas Rangers,Houston Astros,home,694497,Evan Carter,7,CF,Pre-Game
2026-07-12,822876,Texas Rangers,Houston Astros,home,670032,Nicky Lopez,8,2B,Pre-Game
2026-07-12,822876,Texas Rangers,Houston Astros,home,543309,Kyle Higashioka,9,C,Pre-Game
2026-07-12,823199,Colorado Rockies,San Francisco Giants,away,664983,Jake McCarthy,1,RF,Pre-Game
2026-07-12,823199,Colorado Rockies,San Francisco Giants,away,666160,Mickey Moniak,2,DH,Pre-Game
2026-07-12,823199,Colorado Rockies,San Francisco Giants,away,696100,Hunter Goodman,3,C,Pre-Game
2026-07-12,823199,Colorado Rockies,San Francisco Giants,away,681198,TJ Rumfield,4,1B,Pre-Game
2026-07-12,823199,Colorado Rockies,San Francisco Giants,away,691720,Kyle Karros,5,3B,Pre-Game
2026-07-12,823199,Colorado Rockies,San Francisco Giants,away,694249,Cole Carrigg,6,CF,Pre-Game
2026-07-12,823199,Colorado Rockies,San Francisco Giants,away,687859,Troy Johnston,7,LF,Pre-Game
2026-07-12,823199,Colorado Rockies,San Francisco Giants,away,671289,Tyler Freeman,8,2B,Pre-Game
2026-07-12,823199,Colorado Rockies,San Francisco Giants,away,678662,Ezequiel Tovar,9,SS,Pre-Game
2026-07-12,823199,San Francisco Giants,Colorado Rockies,home,671218,Heliot Ramos,1,LF,Pre-Game
2026-07-12,823199,San Francisco Giants,Colorado Rockies,home,650333,Luis Arraez,2,2B,Pre-Game
2026-07-12,823199,San Francisco Giants,Colorado Rockies,home,669477,Casey Schmitt,3,3B,Pre-Game
2026-07-12,823199,San Francisco Giants,Colorado Rockies,home,646240,Rafael Devers,4,1B,Pre-Game
2026-07-12,823199,San Francisco Giants,Colorado Rockies,home,808982,Jung Hoo Lee,5,RF,Pre-Game
2026-07-12,823199,San Francisco Giants,Colorado Rockies,home,805811,Bryce Eldridge,6,DH,Pre-Game
2026-07-12,823199,San Francisco Giants,Colorado Rockies,home,642715,Willy Adames,7,SS,Pre-Game
2026-07-12,823199,San Francisco Giants,Colorado Rockies,home,687551,Drew Gilbert,8,CF,Pre-Game
2026-07-12,823199,San Francisco Giants,Colorado Rockies,home,701852,Drew Cavanaugh,9,C,Pre-Game
2026-07-12,823925,Los Angeles Dodgers,Arizona Diamondbacks,home,660271,Shohei Ohtani,1,DH,Pre-Game
2026-07-12,823925,Los Angeles Dodgers,Arizona Diamondbacks,home,681624,Andy Pages,2,CF,Pre-Game
2026-07-12,823925,Los Angeles Dodgers,Arizona Diamondbacks,home,518692,Freddie Freeman,3,1B,Pre-Game
2026-07-12,823925,Los Angeles Dodgers,Arizona Diamondbacks,home,605141,Mookie Betts,4,SS,Pre-Game
2026-07-12,823925,Los Angeles Dodgers,Arizona Diamondbacks,home,669242,Tommy Edman,5,2B,Pre-Game
2026-07-12,823925,Los Angeles Dodgers,Arizona Diamondbacks,home,663656,Kyle Tucker,6,RF,Pre-Game
2026-07-12,823925,Los Angeles Dodgers,Arizona Diamondbacks,home,606192,Teoscar Hernández,7,LF,Pre-Game
2026-07-12,823925,Los Angeles Dodgers,Arizona Diamondbacks,home,571970,Max Muncy,8,3B,Pre-Game
2026-07-12,823925,Los Angeles Dodgers,Arizona Diamondbacks,home,672613,Eliezer Alfonzo,9,C,Pre-Game
2026-07-12,823274,San Diego Padres,Toronto Blue Jays,home,665487,Fernando Tatis Jr.,1,RF,Pre-Game
2026-07-12,823274,San Diego Padres,Toronto Blue Jays,home,701538,Jackson Merrill,2,CF,Pre-Game
2026-07-12,823274,San Diego Padres,Toronto Blue Jays,home,593428,Xander Bogaerts,3,SS,Pre-Game
2026-07-12,823274,San Diego Padres,Toronto Blue Jays,home,592518,Manny Machado,4,DH,Pre-Game
2026-07-12,823274,San Diego Padres,Toronto Blue Jays,home,657757,Gavin Sheets,5,LF,Pre-Game
2026-07-12,823274,San Diego Padres,Toronto Blue Jays,home,664034,Ty France,6,1B,Pre-Game
2026-07-12,823274,San Diego Padres,Toronto Blue Jays,home,630105,Jake Cronenworth,7,2B,Pre-Game
2026-07-12,823274,San Diego Padres,Toronto Blue Jays,home,669134,Luis Campusano,8,C,Pre-Game
2026-07-12,823274,San Diego Padres,Toronto Blue Jays,home,823550,Sung-Mun Song,9,3B,Pre-Game
