date,game_id,team,opponent,side,player_id,player_name,batting_order,position,status,lineup_status,lineup_source,home_team,away_team,venue,game_datetime
2026-07-24,822952,Cleveland Guardians,Tampa Bay Rays,away,672275,Patrick Bailey,8,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,822952,Cleveland Guardians,Tampa Bay Rays,away,690984,Petey Halpin,9,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,822952,Tampa Bay Rays,Cleveland Guardians,home,650490,Yandy Díaz,1,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,822952,Tampa Bay Rays,Cleveland Guardians,home,666018,Jonathan Aranda,2,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,822952,Tampa Bay Rays,Cleveland Guardians,home,691406,Junior Caminero,3,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,822952,Tampa Bay Rays,Cleveland Guardians,home,656775,Cedric Mullins,4,PR,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,822952,Tampa Bay Rays,Cleveland Guardians,home,683748,Victor Mesa Jr.,5,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,822952,Tampa Bay Rays,Cleveland Guardians,home,802415,Chandler Simpson,6,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,822952,Tampa Bay Rays,Cleveland Guardians,home,810938,Ben Williamson,7,P,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,822952,Tampa Bay Rays,Cleveland Guardians,home,670764,Taylor Walls,8,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,822952,Tampa Bay Rays,Cleveland Guardians,home,663743,Nick Fortes,9,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,2026-07-24T23:10:00Z
2026-07-24,823031,Cincinnati Reds,St. Louis Cardinals,away,682829,Elly De La Cruz,1,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,Cincinnati Reds,St. Louis Cardinals,away,701398,Sal Stewart,2,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,Cincinnati Reds,St. Louis Cardinals,away,668709,JJ Bleday,3,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,Cincinnati Reds,St. Louis Cardinals,away,668715,Spencer Steer,4,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,Cincinnati Reds,St. Louis Cardinals,away,663993,Nathaniel Lowe,5,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,Cincinnati Reds,St. Louis Cardinals,away,667472,Dane Myers,6,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,Cincinnati Reds,St. Louis Cardinals,away,663886,Tyler Stephenson,7,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,Cincinnati Reds,St. Louis Cardinals,away,663647,Ke'Bryan Hayes,8,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,Cincinnati Reds,St. Louis Cardinals,away,695490,Edwin Arroyo,9,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,St. Louis Cardinals,Cincinnati Reds,home,802139,JJ Wetherholt,1,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,St. Louis Cardinals,Cincinnati Reds,home,671056,Iván Herrera,2,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,St. Louis Cardinals,Cincinnati Reds,home,676475,Alec Burleson,3,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,St. Louis Cardinals,Cincinnati Reds,home,691023,Jordan Walker,4,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,St. Louis Cardinals,Cincinnati Reds,home,663457,Lars Nootbaar,5,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,St. Louis Cardinals,Cincinnati Reds,home,691026,Masyn Winn,6,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,St. Louis Cardinals,Cincinnati Reds,home,701675,Nathan Church,7,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,St. Louis Cardinals,Cincinnati Reds,home,665877,José Fermín,8,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823031,St. Louis Cardinals,Cincinnati Reds,home,691458,Blaze Jordan,9,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,2026-07-25T00:15:00Z
2026-07-24,823196,Los Angeles Angels,San Francisco Giants,away,687263,Zach Neto,1,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,Los Angeles Angels,San Francisco Giants,away,545361,Mike Trout,2,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,Los Angeles Angels,San Francisco Giants,away,694384,Nolan Schanuel,3,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,Los Angeles Angels,San Francisco Giants,away,687093,Vaughn Grissom,4,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,Los Angeles Angels,San Francisco Giants,away,642350,Jose Siri,5,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,Los Angeles Angels,San Francisco Giants,away,666176,Jo Adell,6,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,Los Angeles Angels,San Francisco Giants,away,672724,Oswald Peraza,7,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,Los Angeles Angels,San Francisco Giants,away,694203,Denzer Guzman,8,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,Los Angeles Angels,San Francisco Giants,away,623168,Tyler Heineman,9,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,San Francisco Giants,Los Angeles Angels,home,650333,Luis Arraez,1,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,San Francisco Giants,Los Angeles Angels,home,805811,Bryce Eldridge,2,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,San Francisco Giants,Los Angeles Angels,home,671218,Heliot Ramos,3,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,San Francisco Giants,Los Angeles Angels,home,669477,Casey Schmitt,4,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,San Francisco Giants,Los Angeles Angels,home,646240,Rafael Devers,5,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,San Francisco Giants,Los Angeles Angels,home,808982,Jung Hoo Lee,6,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,San Francisco Giants,Los Angeles Angels,home,687529,Grant McCray,7,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,San Francisco Giants,Los Angeles Angels,home,642715,Willy Adames,8,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823196,San Francisco Giants,Los Angeles Angels,home,687551,Drew Gilbert,9,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,San Francisco Giants,Los Angeles Angels,Oracle Park,2026-07-25T02:15:00Z
2026-07-24,823352,Chicago Cubs,Pittsburgh Pirates,away,673548,Seiya Suzuki,1,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Chicago Cubs,Pittsburgh Pirates,away,683737,Michael Busch,2,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Chicago Cubs,Pittsburgh Pirates,away,608324,Alex Bregman,3,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Chicago Cubs,Pittsburgh Pirates,away,664023,Ian Happ,4,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Chicago Cubs,Pittsburgh Pirates,away,663538,Nico Hoerner,5,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Chicago Cubs,Pittsburgh Pirates,away,624424,Michael Conforto,6,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Chicago Cubs,Pittsburgh Pirates,away,608348,Carson Kelly,7,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Chicago Cubs,Pittsburgh Pirates,away,699393,Pedro Ramírez,8,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Chicago Cubs,Pittsburgh Pirates,away,621020,Dansby Swanson,9,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Pittsburgh Pirates,Chicago Cubs,home,663968,Jake Mangum,1,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Pittsburgh Pirates,Chicago Cubs,home,668804,Bryan Reynolds,2,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Pittsburgh Pirates,Chicago Cubs,home,693304,Nick Gonzales,3,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Pittsburgh Pirates,Chicago Cubs,home,699013,Esmerlyn Valdez,4,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Pittsburgh Pirates,Chicago Cubs,home,664040,Brandon Lowe,5,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Pittsburgh Pirates,Chicago Cubs,home,656811,Ryan O'Hearn,6,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Pittsburgh Pirates,Chicago Cubs,home,542303,Marcell Ozuna,7,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Pittsburgh Pirates,Chicago Cubs,home,804668,Rafael Flores Jr.,8,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823352,Pittsburgh Pirates,Chicago Cubs,home,694378,Jacob Gonzalez,9,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Pittsburgh Pirates,Chicago Cubs,PNC Park,2026-07-24T22:40:00Z
2026-07-24,823434,New York Yankees,Philadelphia Phillies,away,663757,Trent Grisham,1,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Philadelphia Phillies,New York Yankees,Citizens Bank Park,2026-07-24T22:45:00Z
2026-07-24,823434,New York Yankees,Philadelphia Phillies,away,700250,Ben Rice,2,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Philadelphia Phillies,New York Yankees,Citizens Bank Park,2026-07-24T22:45:00Z
2026-07-24,823434,New York Yankees,Philadelphia Phillies,away,641355,Cody Bellinger,3,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Philadelphia Phillies,New York Yankees,Citizens Bank Park,2026-07-24T22:45:00Z
2026-07-24,823434,New York Yankees,Philadelphia Phillies,away,502671,Paul Goldschmidt,4,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Philadelphia Phillies,New York Yankees,Citizens Bank Park,2026-07-24T22:45:00Z
