date,game_id,team,opponent,side,player_id,player_name,batting_order,position,status,lineup_status,lineup_source,home_team,away_team,venue,game_datetime
2026-07-18,822790,Chicago White Sox,Toronto Blue Jays,away,803011,Sam Antonacci,1,LF,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Chicago White Sox,Toronto Blue Jays,away,808959,Munetaka Murakami,2,1B,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Chicago White Sox,Toronto Blue Jays,away,678246,Miguel Vargas,3,3B,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Chicago White Sox,Toronto Blue Jays,away,695657,Colson Montgomery,4,SS,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Chicago White Sox,Toronto Blue Jays,away,643217,Andrew Benintendi,5,DH,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Chicago White Sox,Toronto Blue Jays,away,691019,Kyle Teel,6,C,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Chicago White Sox,Toronto Blue Jays,away,695731,Braden Montgomery,7,RF,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Chicago White Sox,Toronto Blue Jays,away,671976,Tristan Peters,8,CF,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Chicago White Sox,Toronto Blue Jays,away,805367,Chase Meidroth,9,2B,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Toronto Blue Jays,Chicago White Sox,home,676391,Ernie Clement,1,2B,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Toronto Blue Jays,Chicago White Sox,home,664770,Nathan Lukes,2,RF,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Toronto Blue Jays,Chicago White Sox,home,665489,Vladimir Guerrero Jr.,3,1B,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Toronto Blue Jays,Chicago White Sox,home,543807,George Springer,4,DH,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Toronto Blue Jays,Chicago White Sox,home,672960,Kazuma Okamoto,5,3B,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Toronto Blue Jays,Chicago White Sox,home,662139,Daulton Varsho,6,CF,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Toronto Blue Jays,Chicago White Sox,home,672386,Alejandro Kirk,7,C,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
2026-07-18,822790,Toronto Blue Jays,Chicago White Sox,home,665926,Andrés Giménez,8,SS,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-18T19:07:00Z
