date,game_id,team,opponent,side,player_id,player_name,batting_order,position,status,lineup_status,lineup_source,home_team,away_team,venue,game_datetime
2026-07-19,824007,Detroit Tigers,Los Angeles Angels,away,681546,James Outman,8,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Detroit Tigers,Los Angeles Angels,away,656716,Zach McKinstry,9,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Los Angeles Angels,Detroit Tigers,home,687263,Zach Neto,1,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Los Angeles Angels,Detroit Tigers,home,545361,Mike Trout,2,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Los Angeles Angels,Detroit Tigers,home,694384,Nolan Schanuel,3,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Los Angeles Angels,Detroit Tigers,home,624585,Jorge Soler,4,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Los Angeles Angels,Detroit Tigers,home,666176,Jo Adell,5,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Los Angeles Angels,Detroit Tigers,home,642350,Jose Siri,6,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Los Angeles Angels,Detroit Tigers,home,685133,Wade Meckler,7,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Los Angeles Angels,Detroit Tigers,home,694203,Denzer Guzman,8,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Los Angeles Angels,Detroit Tigers,home,681351,Logan O'Hoppe,9,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824086,San Diego Padres,Kansas City Royals,away,665487,Fernando Tatis Jr.,1,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,San Diego Padres,Kansas City Royals,away,701538,Jackson Merrill,2,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,San Diego Padres,Kansas City Royals,away,592518,Manny Machado,3,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,San Diego Padres,Kansas City Royals,away,664034,Ty France,4,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,San Diego Padres,Kansas City Royals,away,593428,Xander Bogaerts,5,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,San Diego Padres,Kansas City Royals,away,609280,Miguel Andujar,6,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,San Diego Padres,Kansas City Royals,away,650859,Luis Rengifo,7,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,San Diego Padres,Kansas City Royals,away,687749,Jase Bowen,8,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,San Diego Padres,Kansas City Royals,away,669134,Luis Campusano,9,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,Kansas City Royals,San Diego Padres,home,695600,Carter Jensen,1,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,Kansas City Royals,San Diego Padres,home,679845,Nick Loftin,2,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,Kansas City Royals,San Diego Padres,home,695506,Jac Caglianone,3,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,Kansas City Royals,San Diego Padres,home,657041,Lane Thomas,4,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,Kansas City Royals,San Diego Padres,home,686555,Isaac Collins,5,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,Kansas City Royals,San Diego Padres,home,521692,Salvador Perez,6,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,Kansas City Royals,San Diego Padres,home,668942,Josh Rojas,7,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,Kansas City Royals,San Diego Padres,home,686475,Tyler Tolbert,8,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824086,Kansas City Royals,San Diego Padres,home,571912,Luke Maile,9,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Kansas City Royals,San Diego Padres,Kauffman Stadium,2026-07-19T18:10:00Z
2026-07-19,824168,Baltimore Orioles,Houston Astros,away,683002,Gunnar Henderson,1,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Baltimore Orioles,Houston Astros,away,621493,Taylor Ward,2,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Baltimore Orioles,Houston Astros,away,687637,Dylan Beavers,3,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Baltimore Orioles,Houston Astros,away,624413,Pete Alonso,4,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Baltimore Orioles,Houston Astros,away,694212,Samuel Basallo,5,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Baltimore Orioles,Houston Astros,away,665750,Leody Taveras,6,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Baltimore Orioles,Houston Astros,away,681297,Colton Cowser,7,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Baltimore Orioles,Houston Astros,away,691723,Coby Mayo,8,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Baltimore Orioles,Houston Astros,away,702616,Jackson Holliday,9,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Houston Astros,Baltimore Orioles,home,514888,Jose Altuve,1,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Houston Astros,Baltimore Orioles,home,670541,Yordan Alvarez,2,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Houston Astros,Baltimore Orioles,home,670623,Isaac Paredes,3,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Houston Astros,Baltimore Orioles,home,664774,LaMonte Wade Jr.,4,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Houston Astros,Baltimore Orioles,home,673237,Yainer Diaz,5,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Houston Astros,Baltimore Orioles,home,828599,Lucas Spence,6,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Houston Astros,Baltimore Orioles,home,701358,Cam Smith,7,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Houston Astros,Baltimore Orioles,home,669384,Raynel Delgado,8,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824168,Houston Astros,Baltimore Orioles,home,669397,Nick Allen,9,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Houston Astros,Baltimore Orioles,Daikin Park,2026-07-19T18:10:00Z
2026-07-19,824330,Cincinnati Reds,Colorado Rockies,away,682829,Elly De La Cruz,1,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Cincinnati Reds,Colorado Rockies,away,701398,Sal Stewart,2,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Cincinnati Reds,Colorado Rockies,away,668709,JJ Bleday,3,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Cincinnati Reds,Colorado Rockies,away,668715,Spencer Steer,4,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Cincinnati Reds,Colorado Rockies,away,663993,Nathaniel Lowe,5,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Cincinnati Reds,Colorado Rockies,away,553993,Eugenio Suárez,6,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Cincinnati Reds,Colorado Rockies,away,663886,Tyler Stephenson,7,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Cincinnati Reds,Colorado Rockies,away,670770,TJ Friedl,8,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Cincinnati Reds,Colorado Rockies,away,667472,Dane Myers,9,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Colorado Rockies,Cincinnati Reds,home,664983,Jake McCarthy,1,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Colorado Rockies,Cincinnati Reds,home,666160,Mickey Moniak,2,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Colorado Rockies,Cincinnati Reds,home,696100,Hunter Goodman,3,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Colorado Rockies,Cincinnati Reds,home,681198,TJ Rumfield,4,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Colorado Rockies,Cincinnati Reds,home,650489,Willi Castro,5,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Colorado Rockies,Cincinnati Reds,home,691720,Kyle Karros,6,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Colorado Rockies,Cincinnati Reds,home,687859,Troy Johnston,7,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Colorado Rockies,Cincinnati Reds,home,671289,Tyler Freeman,8,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824330,Colorado Rockies,Cincinnati Reds,home,666397,Edouard Julien,9,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Colorado Rockies,Cincinnati Reds,Coors Field,2026-07-19T19:10:00Z
2026-07-19,824411,Pittsburgh Pirates,Cleveland Guardians,away,663968,Jake Mangum,1,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Pittsburgh Pirates,Cleveland Guardians,away,669707,Jared Triolo,2,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Pittsburgh Pirates,Cleveland Guardians,away,668804,Bryan Reynolds,3,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Pittsburgh Pirates,Cleveland Guardians,away,699013,Esmerlyn Valdez,4,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Pittsburgh Pirates,Cleveland Guardians,away,656811,Ryan O'Hearn,5,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Pittsburgh Pirates,Cleveland Guardians,away,693304,Nick Gonzales,6,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Pittsburgh Pirates,Cleveland Guardians,away,694378,Jacob Gonzalez,7,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Pittsburgh Pirates,Cleveland Guardians,away,680779,Henry Davis,8,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Pittsburgh Pirates,Cleveland Guardians,away,695257,Billy Cook,9,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Cleveland Guardians,Pittsburgh Pirates,home,680757,Steven Kwan,1,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Cleveland Guardians,Pittsburgh Pirates,home,683953,Travis Bazzana,2,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Cleveland Guardians,Pittsburgh Pirates,home,800050,Chase DeLauter,3,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Cleveland Guardians,Pittsburgh Pirates,home,677587,Brayan Rocchio,4,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Cleveland Guardians,Pittsburgh Pirates,home,700932,Kyle Manzardo,5,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Cleveland Guardians,Pittsburgh Pirates,home,696135,Kahlil Watson,6,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Cleveland Guardians,Pittsburgh Pirates,home,672356,Gabriel Arias,7,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Cleveland Guardians,Pittsburgh Pirates,home,672275,Patrick Bailey,8,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824411,Cleveland Guardians,Pittsburgh Pirates,home,690984,Petey Halpin,9,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Cleveland Guardians,Pittsburgh Pirates,Progressive Field,2026-07-19T17:40:00Z
2026-07-19,824653,Minnesota Twins,Chicago Cubs,away,668885,Austin Martin,1,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Minnesota Twins,Chicago Cubs,away,680777,Ryan Jeffers,2,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Minnesota Twins,Chicago Cubs,away,605137,Josh Bell,3,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Minnesota Twins,Chicago Cubs,away,668904,Royce Lewis,4,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Minnesota Twins,Chicago Cubs,away,605170,Victor Caratini,5,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Minnesota Twins,Chicago Cubs,away,665019,Kody Clemens,6,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Minnesota Twins,Chicago Cubs,away,807712,Luke Keaschall,7,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Minnesota Twins,Chicago Cubs,away,686797,Brooks Lee,8,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Minnesota Twins,Chicago Cubs,away,668952,Ryan Kreidler,9,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Chicago Cubs,Minnesota Twins,home,691718,Pete Crow-Armstrong,1,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Chicago Cubs,Minnesota Twins,home,673548,Seiya Suzuki,2,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Chicago Cubs,Minnesota Twins,home,683737,Michael Busch,3,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Chicago Cubs,Minnesota Twins,home,608324,Alex Bregman,4,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Chicago Cubs,Minnesota Twins,home,664023,Ian Happ,5,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Chicago Cubs,Minnesota Twins,home,663538,Nico Hoerner,6,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Chicago Cubs,Minnesota Twins,home,699393,Pedro Ramírez,7,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Chicago Cubs,Minnesota Twins,home,608348,Carson Kelly,8,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824653,Chicago Cubs,Minnesota Twins,home,621020,Dansby Swanson,9,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Chicago Cubs,Minnesota Twins,Wrigley Field,2026-07-19T18:20:00Z
2026-07-19,824739,Tampa Bay Rays,Boston Red Sox,away,650490,Yandy Díaz,1,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Tampa Bay Rays,Boston Red Sox,away,666018,Jonathan Aranda,2,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Tampa Bay Rays,Boston Red Sox,away,691406,Junior Caminero,3,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Tampa Bay Rays,Boston Red Sox,away,656775,Cedric Mullins,4,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Tampa Bay Rays,Boston Red Sox,away,802415,Chandler Simpson,5,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Tampa Bay Rays,Boston Red Sox,away,683748,Victor Mesa Jr.,6,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Tampa Bay Rays,Boston Red Sox,away,680700,Richie Palacios,7,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Tampa Bay Rays,Boston Red Sox,away,670764,Taylor Walls,8,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Tampa Bay Rays,Boston Red Sox,away,676439,Hunter Feduccia,9,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Boston Red Sox,Tampa Bay Rays,home,663330,Jahmai Jones,1,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Boston Red Sox,Tampa Bay Rays,home,678882,Ceddanne Rafaela,2,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Boston Red Sox,Tampa Bay Rays,home,677800,Wilyer Abreu,3,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Boston Red Sox,Tampa Bay Rays,home,575929,Willson Contreras,4,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Boston Red Sox,Tampa Bay Rays,home,702332,Caleb Durbin,5,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Boston Red Sox,Tampa Bay Rays,home,663853,Romy Gonzalez,6,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
2026-07-19,824739,Boston Red Sox,Tampa Bay Rays,home,655316,Andruw Monasterio,7,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Boston Red Sox,Tampa Bay Rays,Fenway Park,2026-07-19T17:35:00Z
