date,game_id,team,opponent,side,player_id,player_name,batting_order,position,status,lineup_status,lineup_source,home_team,away_team,venue,game_datetime
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,650490,Yandy Díaz,1,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,666018,Jonathan Aranda,2,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,691406,Junior Caminero,3,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,656775,Cedric Mullins,4,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,676356,Jonny DeLuca,5,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,683748,Victor Mesa Jr.,6,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,802415,Chandler Simpson,7,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,810938,Ben Williamson,8,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,670764,Taylor Walls,9,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Toronto Blue Jays,Tampa Bay Rays,home,676391,Ernie Clement,1,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Toronto Blue Jays,Tampa Bay Rays,home,664770,Nathan Lukes,2,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Toronto Blue Jays,Tampa Bay Rays,home,665489,Vladimir Guerrero Jr.,3,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Toronto Blue Jays,Tampa Bay Rays,home,672960,Kazuma Okamoto,4,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Toronto Blue Jays,Tampa Bay Rays,home,662139,Daulton Varsho,5,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Toronto Blue Jays,Tampa Bay Rays,home,672386,Alejandro Kirk,6,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Toronto Blue Jays,Tampa Bay Rays,home,664702,Myles Straw,7,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Toronto Blue Jays,Tampa Bay Rays,home,678218,Brandon Valenzuela,8,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Toronto Blue Jays,Tampa Bay Rays,home,682729,Jonatan Clase,9,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822874,Chicago White Sox,Texas Rangers,away,803011,Sam Antonacci,1,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Chicago White Sox,Texas Rangers,away,808959,Munetaka Murakami,2,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Chicago White Sox,Texas Rangers,away,678246,Miguel Vargas,3,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Chicago White Sox,Texas Rangers,away,695657,Colson Montgomery,4,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Chicago White Sox,Texas Rangers,away,643217,Andrew Benintendi,5,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Chicago White Sox,Texas Rangers,away,691019,Kyle Teel,6,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Chicago White Sox,Texas Rangers,away,695731,Braden Montgomery,7,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Chicago White Sox,Texas Rangers,away,805367,Chase Meidroth,8,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Chicago White Sox,Texas Rangers,away,671976,Tristan Peters,9,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Texas Rangers,Chicago White Sox,home,679822,Justin Foscue,1,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Texas Rangers,Chicago White Sox,home,694671,Wyatt Langford,2,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Texas Rangers,Chicago White Sox,home,673962,Josh Jung,3,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Texas Rangers,Chicago White Sox,home,607043,Brandon Nimmo,4,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Texas Rangers,Chicago White Sox,home,669394,Jake Burger,5,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Texas Rangers,Chicago White Sox,home,694497,Evan Carter,6,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Texas Rangers,Chicago White Sox,home,677649,Ezequiel Duran,7,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Texas Rangers,Chicago White Sox,home,695508,Cam Cauley,8,PH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,822874,Texas Rangers,Chicago White Sox,home,670032,Nicky Lopez,9,PH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Texas Rangers,Chicago White Sox,Globe Life Field,2026-07-21T00:05:00Z
2026-07-20,823112,Cincinnati Reds,Seattle Mariners,away,682829,Elly De La Cruz,1,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,Cincinnati Reds,T-Mobile Park,2026-07-21T01:40:00Z
2026-07-20,823112,Cincinnati Reds,Seattle Mariners,away,701398,Sal Stewart,2,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,Cincinnati Reds,T-Mobile Park,2026-07-21T01:40:00Z
