date,season,player_id,player_name,team,opponent,batting_order,position,games,plate_appearances,at_bats,hits,doubles,triples,home_runs,runs,rbi,walks,strikeouts,stolen_bases,caught_stealing,total_bases,avg,obp,slg,ops,hits_per_game,total_bases_per_game,runs_per_game,rbi_per_game,walks_per_game,strikeouts_per_game,home_runs_per_game,stolen_bases_per_game,walk_rate,strikeout_rate,home_run_rate
2026-07-18,2026,808959,Munetaka Murakami,Chicago White Sox,Toronto Blue Jays,1,DH,61,264,215,50,5,0,20,46,42,47,88,1,3,115,0.233,0.371,0.535,0.906,0.819672131147541,1.8852459016393444,0.7540983606557377,0.6885245901639344,0.7704918032786885,1.4426229508196722,0.32786885245901637,0.01639344262295082,0.17803030303030304,0.3333333333333333,0.07575757575757576
2026-07-18,2026,803011,Sam Antonacci,Chicago White Sox,Toronto Blue Jays,2,LF,76,309,266,77,12,2,7,50,29,22,46,13,5,114,0.289,0.381,0.429,0.81,1.013157894736842,1.5,0.6578947368421053,0.3815789473684211,0.2894736842105263,0.6052631578947368,0.09210526315789473,0.17105263157894737,0.07119741100323625,0.1488673139158576,0.022653721682847898
2026-07-18,2026,678246,Miguel Vargas,Chicago White Sox,Toronto Blue Jays,3,3B,95,414,347,85,20,1,21,65,59,56,69,11,2,170,0.245,0.356,0.49,0.846,0.8947368421052632,1.7894736842105263,0.6842105263157895,0.6210526315789474,0.5894736842105263,0.7263157894736842,0.22105263157894736,0.11578947368421053,0.13526570048309178,0.16666666666666666,0.050724637681159424
2026-07-18,2026,545341,Randal Grichuk,Chicago White Sox,Toronto Blue Jays,4,DH,63,147,139,34,10,0,9,22,23,6,33,0,0,71,0.245,0.279,0.511,0.79,0.5396825396825397,1.126984126984127,0.3492063492063492,0.36507936507936506,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.0,0.04081632653061224,0.22448979591836735,0.061224489795918366
2026-07-18,2026,695657,Colson Montgomery,Chicago White Sox,Toronto Blue Jays,5,SS,92,386,345,77,17,0,23,47,56,32,122,1,1,163,0.223,0.306,0.472,0.778,0.8369565217391305,1.7717391304347827,0.5108695652173914,0.6086956521739131,0.34782608695652173,1.326086956521739,0.25,0.010869565217391304,0.08290155440414508,0.3160621761658031,0.05958549222797927
2026-07-18,2026,695731,Braden Montgomery,Chicago White Sox,Toronto Blue Jays,6,RF,30,121,109,25,8,1,3,17,16,10,24,1,1,44,0.229,0.298,0.404,0.702,0.8333333333333334,1.4666666666666666,0.5666666666666667,0.5333333333333333,0.3333333333333333,0.8,0.1,0.03333333333333333,0.08264462809917356,0.19834710743801653,0.024793388429752067
2026-07-18,2026,805367,Chase Meidroth,Chicago White Sox,Toronto Blue Jays,7,2B,94,396,350,95,17,0,7,56,32,37,94,2,2,133,0.271,0.343,0.38,0.723,1.0106382978723405,1.4148936170212767,0.5957446808510638,0.3404255319148936,0.39361702127659576,1.0,0.07446808510638298,0.02127659574468085,0.09343434343434344,0.23737373737373738,0.017676767676767676
2026-07-18,2026,691019,Kyle Teel,Chicago White Sox,Toronto Blue Jays,8,C,17,66,59,12,2,0,2,9,14,6,25,0,0,20,0.203,0.288,0.339,0.627,0.7058823529411765,1.1764705882352942,0.5294117647058824,0.8235294117647058,0.35294117647058826,1.4705882352941178,0.11764705882352941,0.0,0.09090909090909091,0.3787878787878788,0.030303030303030304
2026-07-18,2026,671976,Tristan Peters,Chicago White Sox,Toronto Blue Jays,9,CF,92,280,253,76,20,3,6,37,37,18,49,5,2,120,0.3,0.351,0.474,0.825,0.8260869565217391,1.3043478260869565,0.40217391304347827,0.40217391304347827,0.1956521739130435,0.532608695652174,0.06521739130434782,0.05434782608695652,0.06428571428571428,0.175,0.02142857142857143
2026-07-18,2026,676391,Ernie Clement,Toronto Blue Jays,Chicago White Sox,1,2B,94,379,362,108,23,1,8,43,32,13,37,3,1,157,0.298,0.322,0.434,0.756,1.148936170212766,1.6702127659574468,0.4574468085106383,0.3404255319148936,0.13829787234042554,0.39361702127659576,0.0851063829787234,0.031914893617021274,0.03430079155672823,0.09762532981530343,0.021108179419525065
2026-07-18,2026,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,Chicago White Sox,2,1B,92,391,340,89,14,0,6,51,41,42,51,7,1,121,0.262,0.345,0.356,0.701,0.967391304347826,1.315217391304348,0.5543478260869565,0.44565217391304346,0.45652173913043476,0.5543478260869565,0.06521739130434782,0.07608695652173914,0.10741687979539642,0.13043478260869565,0.015345268542199489
2026-07-18,2026,672960,Kazuma Okamoto,Toronto Blue Jays,Chicago White Sox,3,3B,94,387,342,81,12,0,22,50,62,37,118,0,0,159,0.237,0.32,0.465,0.785,0.8617021276595744,1.6914893617021276,0.5319148936170213,0.6595744680851063,0.39361702127659576,1.2553191489361701,0.23404255319148937,0.0,0.09560723514211886,0.3049095607235142,0.056847545219638244
2026-07-18,2026,662139,Daulton Varsho,Toronto Blue Jays,Chicago White Sox,4,CF,84,312,283,67,16,2,7,36,24,26,62,9,0,108,0.237,0.304,0.382,0.686,0.7976190476190477,1.2857142857142858,0.42857142857142855,0.2857142857142857,0.30952380952380953,0.7380952380952381,0.08333333333333333,0.10714285714285714,0.08333333333333333,0.1987179487179487,0.022435897435897436
2026-07-18,2026,664702,Myles Straw,Toronto Blue Jays,Chicago White Sox,5,LF,86,168,150,34,6,0,3,26,16,13,22,3,1,49,0.227,0.283,0.327,0.61,0.3953488372093023,0.5697674418604651,0.3023255813953488,0.18604651162790697,0.1511627906976744,0.2558139534883721,0.03488372093023256,0.03488372093023256,0.07738095238095238,0.13095238095238096,0.017857142857142856
2026-07-18,2026,672386,Alejandro Kirk,Toronto Blue Jays,Chicago White Sox,6,C,27,103,91,19,4,0,2,8,9,11,14,0,0,29,0.209,0.291,0.319,0.61,0.7037037037037037,1.0740740740740742,0.2962962962962963,0.3333333333333333,0.4074074074074074,0.5185185185185185,0.07407407407407407,0.0,0.10679611650485436,0.13592233009708737,0.019417475728155338
2026-07-18,2026,678218,Brandon Valenzuela,Toronto Blue Jays,Chicago White Sox,7,C,58,188,166,40,6,0,8,20,21,20,49,1,0,70,0.241,0.321,0.422,0.743,0.6896551724137931,1.206896551724138,0.3448275862068966,0.3620689655172414,0.3448275862068966,0.8448275862068966,0.13793103448275862,0.017241379310344827,0.10638297872340426,0.26063829787234044,0.0425531914893617
2026-07-18,2026,682729,Jonatan Clase,Toronto Blue Jays,Chicago White Sox,8,LF,7,20,18,6,0,0,2,4,6,2,6,0,0,12,0.333,0.4,0.667,1.067,0.8571428571428571,1.7142857142857142,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.0,0.1,0.3,0.1
2026-07-18,2026,665926,Andrés Giménez,Toronto Blue Jays,Chicago White Sox,9,SS,91,313,289,67,15,1,7,25,38,11,60,10,2,105,0.232,0.277,0.363,0.64,0.7362637362637363,1.1538461538461537,0.27472527472527475,0.4175824175824176,0.12087912087912088,0.6593406593406593,0.07692307692307693,0.10989010989010989,0.03514376996805112,0.19169329073482427,0.022364217252396165
2026-07-18,2026,650333,Luis Arraez,San Francisco Giants,Seattle Mariners,1,2B,92,407,366,120,21,7,4,48,35,24,16,8,0,167,0.328,0.367,0.456,0.823,1.3043478260869565,1.815217391304348,0.5217391304347826,0.3804347826086957,0.2608695652173913,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.05896805896805897,0.03931203931203931,0.009828009828009828
2026-07-18,2026,671218,Heliot Ramos,San Francisco Giants,Seattle Mariners,2,RF,59,240,227,63,13,3,8,32,28,12,62,0,0,106,0.278,0.313,0.467,0.78,1.0677966101694916,1.7966101694915255,0.5423728813559322,0.4745762711864407,0.2033898305084746,1.0508474576271187,0.13559322033898305,0.0,0.05,0.25833333333333336,0.03333333333333333
2026-07-18,2026,669477,Casey Schmitt,San Francisco Giants,Seattle Mariners,3,3B,89,375,355,100,17,1,19,43,50,9,72,8,1,176,0.282,0.309,0.496,0.805,1.1235955056179776,1.9775280898876404,0.48314606741573035,0.5617977528089888,0.10112359550561797,0.8089887640449438,0.21348314606741572,0.0898876404494382,0.024,0.192,0.050666666666666665
2026-07-18,2026,646240,Rafael Devers,San Francisco Giants,Seattle Mariners,4,DH,97,412,370,91,25,1,19,49,52,38,114,0,0,175,0.246,0.316,0.473,0.789,0.9381443298969072,1.8041237113402062,0.5051546391752577,0.5360824742268041,0.3917525773195876,1.175257731958763,0.1958762886597938,0.0,0.09223300970873786,0.2766990291262136,0.04611650485436893
2026-07-18,2026,805811,Bryce Eldridge,San Francisco Giants,Seattle Mariners,5,1B,55,222,193,52,13,0,9,29,22,28,55,0,0,92,0.269,0.36,0.477,0.837,0.9454545454545454,1.6727272727272726,0.5272727272727272,0.4,0.509090909090909,1.0,0.16363636363636364,0.0,0.12612612612612611,0.24774774774774774,0.04054054054054054
2026-07-18,2026,642715,Willy Adames,San Francisco Giants,Seattle Mariners,6,SS,92,389,362,83,21,1,16,46,41,25,109,2,2,154,0.229,0.28,0.425,0.705,0.9021739130434783,1.673913043478261,0.5,0.44565217391304346,0.2717391304347826,1.184782608695652,0.17391304347826086,0.021739130434782608,0.06426735218508997,0.2802056555269923,0.04113110539845758
2026-07-18,2026,808982,Jung Hoo Lee,San Francisco Giants,Seattle Mariners,7,CF,89,356,335,103,21,3,5,48,33,14,34,6,0,145,0.307,0.34,0.433,0.773,1.1573033707865168,1.6292134831460674,0.5393258426966292,0.3707865168539326,0.15730337078651685,0.38202247191011235,0.056179775280898875,0.06741573033707865,0.03932584269662921,0.09550561797752809,0.014044943820224719
2026-07-18,2026,687551,Drew Gilbert,San Francisco Giants,Seattle Mariners,8,CF,76,221,194,45,10,2,4,21,20,19,37,0,3,71,0.232,0.315,0.366,0.681,0.5921052631578947,0.9342105263157895,0.27631578947368424,0.2631578947368421,0.25,0.4868421052631579,0.05263157894736842,0.0,0.08597285067873303,0.167420814479638,0.01809954751131222
2026-07-18,2026,701852,Drew Cavanaugh,San Francisco Giants,Seattle Mariners,9,C,13,42,34,9,0,0,0,2,2,7,9,0,0,9,0.265,0.39,0.265,0.655,0.6923076923076923,0.6923076923076923,0.15384615384615385,0.15384615384615385,0.5384615384615384,0.6923076923076923,0.0,0.0,0.16666666666666666,0.21428571428571427,0.0
2026-07-18,2026,641487,J.P. Crawford,Seattle Mariners,San Francisco Giants,1,3B,80,339,287,62,10,0,10,38,28,46,70,1,3,102,0.216,0.333,0.355,0.688,0.775,1.275,0.475,0.35,0.575,0.875,0.125,0.0125,0.13569321533923304,0.20648967551622419,0.029498525073746312
2026-07-18,2026,668227,Randy Arozarena,Seattle Mariners,San Francisco Giants,2,LF,90,383,329,93,21,1,11,59,45,37,83,19,5,149,0.283,0.376,0.453,0.829,1.0333333333333334,1.6555555555555554,0.6555555555555556,0.5,0.4111111111111111,0.9222222222222223,0.12222222222222222,0.2111111111111111,0.09660574412532637,0.21671018276762402,0.028720626631853787
2026-07-18,2026,686527,Dominic Canzone,Seattle Mariners,San Francisco Giants,3,DH,84,258,230,60,13,1,15,33,40,23,53,1,1,120,0.261,0.333,0.522,0.855,0.7142857142857143,1.4285714285714286,0.39285714285714285,0.47619047619047616,0.27380952380952384,0.6309523809523809,0.17857142857142858,0.011904761904761904,0.08914728682170543,0.2054263565891473,0.05813953488372093
2026-07-18,2026,663728,Cal Raleigh,Seattle Mariners,San Francisco Giants,4,C,66,284,245,41,7,0,9,23,29,36,91,2,1,75,0.167,0.271,0.306,0.577,0.6212121212121212,1.1363636363636365,0.3484848484848485,0.4393939393939394,0.5454545454545454,1.378787878787879,0.13636363636363635,0.030303030303030304,0.1267605633802817,0.3204225352112676,0.03169014084507042
2026-07-18,2026,647304,Josh Naylor,Seattle Mariners,San Francisco Giants,5,1B,91,392,356,90,12,0,8,35,36,30,49,18,4,126,0.253,0.317,0.354,0.671,0.989010989010989,1.3846153846153846,0.38461538461538464,0.3956043956043956,0.32967032967032966,0.5384615384615384,0.08791208791208792,0.1978021978021978,0.07653061224489796,0.125,0.02040816326530612
2026-07-18,2026,670042,Luke Raley,Seattle Mariners,San Francisco Giants,6,RF,83,262,239,55,9,1,14,25,36,13,84,1,1,108,0.23,0.288,0.452,0.74,0.6626506024096386,1.3012048192771084,0.30120481927710846,0.43373493975903615,0.1566265060240964,1.0120481927710843,0.1686746987951807,0.012048192771084338,0.04961832061068702,0.32061068702290074,0.05343511450381679
2026-07-18,2026,702284,Cole Young,Seattle Mariners,San Francisco Giants,7,2B,98,387,351,88,14,1,11,45,43,25,70,3,3,137,0.251,0.311,0.39,0.701,0.8979591836734694,1.3979591836734695,0.45918367346938777,0.4387755102040816,0.25510204081632654,0.7142857142857143,0.11224489795918367,0.030612244897959183,0.06459948320413436,0.18087855297157623,0.028423772609819122
2026-07-18,2026,645302,Victor Robles,Seattle Mariners,San Francisco Giants,8,CF,42,109,100,21,3,0,0,7,5,5,19,6,2,24,0.21,0.259,0.24,0.499,0.5,0.5714285714285714,0.16666666666666666,0.11904761904761904,0.11904761904761904,0.4523809523809524,0.0,0.14285714285714285,0.045871559633027525,0.1743119266055046,0.0
2026-07-18,2026,806068,Colt Emerson,Seattle Mariners,San Francisco Giants,9,SS,46,163,147,29,5,1,7,17,20,13,56,3,1,57,0.197,0.27,0.388,0.658,0.6304347826086957,1.2391304347826086,0.3695652173913043,0.43478260869565216,0.2826086956521739,1.2173913043478262,0.15217391304347827,0.06521739130434782,0.07975460122699386,0.34355828220858897,0.04294478527607362
2026-07-18,2026,805999,A.J. Ewing,New York Mets,Philadelphia Phillies,1,CF,58,227,201,55,10,1,7,27,25,22,59,9,6,88,0.274,0.347,0.438,0.785,0.9482758620689655,1.5172413793103448,0.46551724137931033,0.43103448275862066,0.3793103448275862,1.0172413793103448,0.1206896551724138,0.15517241379310345,0.09691629955947137,0.2599118942731278,0.030837004405286344
2026-07-18,2026,665742,Juan Soto,New York Mets,Philadelphia Phillies,2,LF,79,338,277,81,8,2,21,44,51,58,43,7,3,156,0.292,0.412,0.563,0.975,1.0253164556962024,1.9746835443037976,0.5569620253164557,0.6455696202531646,0.7341772151898734,0.5443037974683544,0.26582278481012656,0.08860759493670886,0.17159763313609466,0.12721893491124261,0.0621301775147929
2026-07-18,2026,596019,Francisco Lindor,New York Mets,Philadelphia Phillies,3,SS,41,175,157,33,3,3,5,22,12,16,27,2,1,57,0.21,0.291,0.363,0.654,0.8048780487804879,1.3902439024390243,0.5365853658536586,0.2926829268292683,0.3902439024390244,0.6585365853658537,0.12195121951219512,0.04878048780487805,0.09142857142857143,0.15428571428571428,0.02857142857142857
2026-07-18,2026,701807,Carson Benge,New York Mets,Philadelphia Phillies,4,RF,95,390,357,94,12,2,11,52,37,29,83,16,2,143,0.263,0.326,0.401,0.727,0.9894736842105263,1.5052631578947369,0.5473684210526316,0.3894736842105263,0.30526315789473685,0.8736842105263158,0.11578947368421053,0.16842105263157894,0.07435897435897436,0.2128205128205128,0.028205128205128206
2026-07-18,2026,593871,Jorge Polanco,New York Mets,Philadelphia Phillies,5,DH,20,83,77,13,4,0,1,4,3,6,15,0,0,20,0.169,0.229,0.26,0.489,0.65,1.0,0.2,0.15,0.3,0.75,0.05,0.0,0.07228915662650602,0.18072289156626506,0.012048192771084338
2026-07-18,2026,676724,Jared Young,New York Mets,Philadelphia Phillies,6,1B,52,161,143,35,7,0,6,17,18,13,34,0,0,60,0.245,0.323,0.42,0.743,0.6730769230769231,1.1538461538461537,0.3269230769230769,0.34615384615384615,0.25,0.6538461538461539,0.11538461538461539,0.0,0.08074534161490683,0.2111801242236025,0.037267080745341616
2026-07-18,2026,621438,Tyrone Taylor,New York Mets,Philadelphia Phillies,7,DH,56,130,121,26,6,0,6,14,17,5,24,0,1,50,0.215,0.246,0.413,0.659,0.4642857142857143,0.8928571428571429,0.25,0.30357142857142855,0.08928571428571429,0.42857142857142855,0.10714285714285714,0.0,0.038461538461538464,0.18461538461538463,0.046153846153846156
2026-07-18,2026,682626,Francisco Alvarez,New York Mets,Philadelphia Phillies,8,C,65,236,212,55,7,0,11,21,24,18,61,0,0,95,0.259,0.325,0.448,0.773,0.8461538461538461,1.4615384615384615,0.3230769230769231,0.36923076923076925,0.27692307692307694,0.9384615384615385,0.16923076923076924,0.0,0.07627118644067797,0.2584745762711864,0.046610169491525424
