date,season,player_id,player_name,team,opponent,batting_order,position,games,plate_appearances,at_bats,hits,doubles,triples,home_runs,runs,rbi,walks,strikeouts,stolen_bases,caught_stealing,total_bases,avg,obp,slg,ops,hits_per_game,total_bases_per_game,runs_per_game,rbi_per_game,walks_per_game,strikeouts_per_game,home_runs_per_game,stolen_bases_per_game,walk_rate,strikeout_rate,home_run_rate
2026-07-17,2026,808959,Munetaka Murakami,Chicago White Sox,Toronto Blue Jays,1,DH,60,259,211,49,5,0,20,45,42,46,87,1,3,114,0.232,0.371,0.54,0.911,0.8166666666666667,1.9,0.75,0.7,0.7666666666666667,1.45,0.3333333333333333,0.016666666666666666,0.1776061776061776,0.3359073359073359,0.07722007722007722
2026-07-17,2026,678246,Miguel Vargas,Chicago White Sox,Toronto Blue Jays,2,1B,94,409,343,84,20,1,21,64,59,56,67,11,2,169,0.245,0.355,0.493,0.848,0.8936170212765957,1.797872340425532,0.6808510638297872,0.6276595744680851,0.5957446808510638,0.7127659574468085,0.22340425531914893,0.11702127659574468,0.13691931540342298,0.16381418092909536,0.05134474327628362
2026-07-17,2026,803011,Sam Antonacci,Chicago White Sox,Toronto Blue Jays,3,LF,75,304,261,75,12,2,6,48,27,22,46,13,5,109,0.287,0.381,0.418,0.799,1.0,1.4533333333333334,0.64,0.36,0.29333333333333333,0.6133333333333333,0.08,0.17333333333333334,0.07236842105263158,0.1513157894736842,0.019736842105263157
2026-07-17,2026,695657,Colson Montgomery,Chicago White Sox,Toronto Blue Jays,4,3B,91,381,341,75,16,0,23,45,53,31,121,1,1,160,0.22,0.302,0.469,0.771,0.8241758241758241,1.7582417582417582,0.4945054945054945,0.5824175824175825,0.34065934065934067,1.3296703296703296,0.25274725274725274,0.01098901098901099,0.08136482939632546,0.31758530183727035,0.06036745406824147
2026-07-17,2026,643217,Andrew Benintendi,Chicago White Sox,Toronto Blue Jays,5,DH,83,288,260,63,14,2,10,38,46,24,69,1,0,111,0.242,0.303,0.427,0.73,0.7590361445783133,1.3373493975903614,0.4578313253012048,0.5542168674698795,0.2891566265060241,0.8313253012048193,0.12048192771084337,0.012048192771084338,0.08333333333333333,0.23958333333333334,0.034722222222222224
2026-07-17,2026,805367,Chase Meidroth,Chicago White Sox,Toronto Blue Jays,6,2B,93,392,346,93,17,0,7,54,31,37,94,2,2,131,0.269,0.341,0.379,0.72,1.0,1.4086021505376345,0.5806451612903226,0.3333333333333333,0.3978494623655914,1.010752688172043,0.07526881720430108,0.021505376344086023,0.09438775510204081,0.23979591836734693,0.017857142857142856
2026-07-17,2026,695731,Braden Montgomery,Chicago White Sox,Toronto Blue Jays,7,RF,29,116,104,24,8,0,3,15,12,10,24,0,1,41,0.231,0.302,0.394,0.696,0.8275862068965517,1.4137931034482758,0.5172413793103449,0.41379310344827586,0.3448275862068966,0.8275862068965517,0.10344827586206896,0.0,0.08620689655172414,0.20689655172413793,0.02586206896551724
2026-07-17,2026,691019,Kyle Teel,Chicago White Sox,Toronto Blue Jays,8,C,16,61,54,11,1,0,2,9,13,6,22,0,0,18,0.204,0.295,0.333,0.628,0.6875,1.125,0.5625,0.8125,0.375,1.375,0.125,0.0,0.09836065573770492,0.36065573770491804,0.03278688524590164
2026-07-17,2026,671976,Tristan Peters,Chicago White Sox,Toronto Blue Jays,9,CF,91,275,249,75,20,3,6,37,36,18,49,5,2,119,0.301,0.354,0.478,0.832,0.8241758241758241,1.3076923076923077,0.4065934065934066,0.3956043956043956,0.1978021978021978,0.5384615384615384,0.06593406593406594,0.054945054945054944,0.06545454545454546,0.1781818181818182,0.02181818181818182
2026-07-17,2026,676391,Ernie Clement,Toronto Blue Jays,Chicago White Sox,1,SS,93,374,358,106,23,1,8,42,32,13,35,3,1,155,0.296,0.318,0.433,0.751,1.1397849462365592,1.6666666666666667,0.45161290322580644,0.34408602150537637,0.13978494623655913,0.3763440860215054,0.08602150537634409,0.03225806451612903,0.034759358288770054,0.09358288770053476,0.0213903743315508
2026-07-17,2026,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,Chicago White Sox,2,1B,91,387,336,88,14,0,6,51,41,42,50,7,1,120,0.262,0.346,0.357,0.703,0.967032967032967,1.3186813186813187,0.5604395604395604,0.45054945054945056,0.46153846153846156,0.5494505494505495,0.06593406593406594,0.07692307692307693,0.10852713178294573,0.12919896640826872,0.015503875968992248
2026-07-17,2026,543807,George Springer,Toronto Blue Jays,Chicago White Sox,3,DH,66,293,257,56,11,1,9,31,22,29,59,6,2,96,0.218,0.303,0.374,0.677,0.8484848484848485,1.4545454545454546,0.4696969696969697,0.3333333333333333,0.4393939393939394,0.8939393939393939,0.13636363636363635,0.09090909090909091,0.09897610921501707,0.20136518771331058,0.030716723549488054
2026-07-17,2026,664770,Nathan Lukes,Toronto Blue Jays,Chicago White Sox,4,RF,62,219,198,57,8,0,5,23,18,12,32,0,1,80,0.288,0.343,0.404,0.747,0.9193548387096774,1.2903225806451613,0.3709677419354839,0.2903225806451613,0.1935483870967742,0.5161290322580645,0.08064516129032258,0.0,0.0547945205479452,0.1461187214611872,0.0228310502283105
2026-07-17,2026,672960,Kazuma Okamoto,Toronto Blue Jays,Chicago White Sox,5,3B,93,382,339,81,12,0,22,50,62,36,118,0,0,159,0.239,0.319,0.469,0.788,0.8709677419354839,1.7096774193548387,0.5376344086021505,0.6666666666666666,0.3870967741935484,1.2688172043010753,0.23655913978494625,0.0,0.09424083769633508,0.3089005235602094,0.05759162303664921
2026-07-17,2026,664702,Myles Straw,Toronto Blue Jays,Chicago White Sox,6,LF,85,164,146,34,6,0,3,26,16,13,22,3,1,49,0.233,0.29,0.336,0.626,0.4,0.5764705882352941,0.3058823529411765,0.18823529411764706,0.15294117647058825,0.25882352941176473,0.03529411764705882,0.03529411764705882,0.07926829268292683,0.13414634146341464,0.018292682926829267
2026-07-17,2026,662139,Daulton Varsho,Toronto Blue Jays,Chicago White Sox,7,CF,83,308,279,67,16,2,7,36,24,26,61,9,0,108,0.24,0.308,0.387,0.695,0.8072289156626506,1.3012048192771084,0.43373493975903615,0.2891566265060241,0.3132530120481928,0.7349397590361446,0.08433734939759036,0.10843373493975904,0.08441558441558442,0.19805194805194806,0.022727272727272728
2026-07-17,2026,672386,Alejandro Kirk,Toronto Blue Jays,Chicago White Sox,8,C,26,99,89,18,4,0,2,8,9,9,13,0,0,28,0.202,0.273,0.315,0.588,0.6923076923076923,1.0769230769230769,0.3076923076923077,0.34615384615384615,0.34615384615384615,0.5,0.07692307692307693,0.0,0.09090909090909091,0.13131313131313133,0.020202020202020204
2026-07-17,2026,665926,Andrés Giménez,Toronto Blue Jays,Chicago White Sox,9,SS,91,313,289,67,15,1,7,25,38,11,60,10,2,105,0.232,0.277,0.363,0.64,0.7362637362637363,1.1538461538461537,0.27472527472527475,0.4175824175824176,0.12087912087912088,0.6593406593406593,0.07692307692307693,0.10989010989010989,0.03514376996805112,0.19169329073482427,0.022364217252396165
2026-07-17,2026,671218,Heliot Ramos,San Francisco Giants,Seattle Mariners,1,RF,58,235,222,61,13,3,8,31,28,12,61,0,0,104,0.275,0.311,0.468,0.779,1.0517241379310345,1.793103448275862,0.5344827586206896,0.4827586206896552,0.20689655172413793,1.0517241379310345,0.13793103448275862,0.0,0.05106382978723404,0.25957446808510637,0.03404255319148936
2026-07-17,2026,650333,Luis Arraez,San Francisco Giants,Seattle Mariners,2,2B,91,402,361,119,21,7,4,48,35,24,16,8,0,166,0.33,0.369,0.46,0.829,1.3076923076923077,1.8241758241758241,0.5274725274725275,0.38461538461538464,0.26373626373626374,0.17582417582417584,0.04395604395604396,0.08791208791208792,0.05970149253731343,0.03980099502487562,0.009950248756218905
2026-07-17,2026,669477,Casey Schmitt,San Francisco Giants,Seattle Mariners,3,3B,88,370,350,98,17,1,19,42,50,9,71,7,1,174,0.28,0.308,0.497,0.805,1.1136363636363635,1.9772727272727273,0.4772727272727273,0.5681818181818182,0.10227272727272728,0.8068181818181818,0.2159090909090909,0.07954545454545454,0.024324324324324326,0.1918918918918919,0.051351351351351354
2026-07-17,2026,646240,Rafael Devers,San Francisco Giants,Seattle Mariners,4,DH,96,407,365,91,25,1,19,49,52,38,111,0,0,175,0.249,0.319,0.479,0.798,0.9479166666666666,1.8229166666666667,0.5104166666666666,0.5416666666666666,0.3958333333333333,1.15625,0.19791666666666666,0.0,0.09336609336609336,0.2727272727272727,0.04668304668304668
2026-07-17,2026,642715,Willy Adames,San Francisco Giants,Seattle Mariners,5,SS,91,384,357,82,21,1,15,45,37,25,107,2,2,150,0.23,0.281,0.42,0.701,0.9010989010989011,1.6483516483516483,0.4945054945054945,0.4065934065934066,0.27472527472527475,1.1758241758241759,0.16483516483516483,0.02197802197802198,0.06510416666666667,0.2786458333333333,0.0390625
2026-07-17,2026,808982,Jung Hoo Lee,San Francisco Giants,Seattle Mariners,6,CF,88,351,331,100,21,3,5,46,33,14,34,6,0,142,0.302,0.333,0.429,0.762,1.1363636363636365,1.6136363636363635,0.5227272727272727,0.375,0.1590909090909091,0.38636363636363635,0.056818181818181816,0.06818181818181818,0.039886039886039885,0.09686609686609686,0.014245014245014245
2026-07-17,2026,805811,Bryce Eldridge,San Francisco Giants,Seattle Mariners,7,1B,54,217,188,51,13,0,8,28,20,28,53,0,0,88,0.271,0.364,0.468,0.832,0.9444444444444444,1.6296296296296295,0.5185185185185185,0.37037037037037035,0.5185185185185185,0.9814814814814815,0.14814814814814814,0.0,0.12903225806451613,0.24423963133640553,0.03686635944700461
2026-07-17,2026,687551,Drew Gilbert,San Francisco Giants,Seattle Mariners,8,CF,75,216,190,45,10,2,4,21,20,19,37,0,3,71,0.237,0.318,0.374,0.692,0.6,0.9466666666666667,0.28,0.26666666666666666,0.25333333333333335,0.49333333333333335,0.05333333333333334,0.0,0.08796296296296297,0.1712962962962963,0.018518518518518517
2026-07-17,2026,701852,Drew Cavanaugh,San Francisco Giants,Seattle Mariners,9,C,12,38,32,7,0,0,0,1,2,5,9,0,0,7,0.219,0.324,0.219,0.543,0.5833333333333334,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.75,0.0,0.0,0.13157894736842105,0.23684210526315788,0.0
2026-07-17,2026,641487,J.P. Crawford,Seattle Mariners,San Francisco Giants,1,3B,79,335,284,62,10,0,10,38,28,45,69,1,3,102,0.218,0.334,0.359,0.693,0.7848101265822784,1.2911392405063291,0.4810126582278481,0.35443037974683544,0.569620253164557,0.8734177215189873,0.12658227848101267,0.012658227848101266,0.13432835820895522,0.20597014925373133,0.029850746268656716
2026-07-17,2026,668227,Randy Arozarena,Seattle Mariners,San Francisco Giants,2,LF,89,379,325,93,21,1,11,59,45,37,82,19,5,149,0.286,0.38,0.458,0.838,1.0449438202247192,1.6741573033707866,0.6629213483146067,0.5056179775280899,0.4157303370786517,0.9213483146067416,0.12359550561797752,0.21348314606741572,0.09762532981530343,0.21635883905013192,0.029023746701846966
2026-07-17,2026,686527,Dominic Canzone,Seattle Mariners,San Francisco Giants,3,DH,83,254,227,60,13,1,15,33,40,22,53,1,1,120,0.264,0.335,0.529,0.864,0.7228915662650602,1.4457831325301205,0.39759036144578314,0.4819277108433735,0.26506024096385544,0.6385542168674698,0.18072289156626506,0.012048192771084338,0.08661417322834646,0.20866141732283464,0.05905511811023622
2026-07-17,2026,663728,Cal Raleigh,Seattle Mariners,San Francisco Giants,4,DH,65,280,242,41,7,0,9,23,29,35,91,2,1,75,0.169,0.271,0.31,0.581,0.6307692307692307,1.1538461538461537,0.35384615384615387,0.4461538461538462,0.5384615384615384,1.4,0.13846153846153847,0.03076923076923077,0.125,0.325,0.03214285714285714
