date,season,player_id,player_name,team,opponent,batting_order,position,games,plate_appearances,at_bats,hits,doubles,triples,home_runs,runs,rbi,walks,strikeouts,stolen_bases,caught_stealing,total_bases,avg,obp,slg,ops,hits_per_game,total_bases_per_game,runs_per_game,rbi_per_game,walks_per_game,strikeouts_per_game,home_runs_per_game,stolen_bases_per_game,walk_rate,strikeout_rate,home_run_rate
2026-07-12,2026,800325,Luis Lara,Milwaukee Brewers,Pittsburgh Pirates,1,PH,5,18,14,4,1,0,0,2,2,4,2,0,0,5,0.286,0.444,0.357,0.801,0.8,1.0,0.4,0.4,0.8,0.4,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0
2026-07-12,2026,694192,Jackson Chourio,Milwaukee Brewers,Pittsburgh Pirates,2,LF,62,283,261,74,17,0,13,44,37,20,69,8,1,130,0.284,0.336,0.498,0.834,1.1935483870967742,2.096774193548387,0.7096774193548387,0.5967741935483871,0.3225806451612903,1.1129032258064515,0.20967741935483872,0.12903225806451613,0.0706713780918728,0.24381625441696114,0.045936395759717315
2026-07-12,2026,668930,Brice Turang,Milwaukee Brewers,Pittsburgh Pirates,3,2B,91,416,357,95,23,3,14,66,60,54,103,15,3,166,0.266,0.361,0.465,0.826,1.043956043956044,1.8241758241758241,0.7252747252747253,0.6593406593406593,0.5934065934065934,1.1318681318681318,0.15384615384615385,0.16483516483516483,0.12980769230769232,0.24759615384615385,0.03365384615384615
2026-07-12,2026,641343,Jake Bauers,Milwaukee Brewers,Pittsburgh Pirates,4,1B,87,346,295,79,15,1,18,56,59,47,89,6,1,150,0.268,0.373,0.508,0.881,0.9080459770114943,1.7241379310344827,0.6436781609195402,0.6781609195402298,0.5402298850574713,1.0229885057471264,0.20689655172413793,0.06896551724137931,0.13583815028901733,0.25722543352601157,0.05202312138728324
2026-07-12,2026,596142,Gary Sánchez,Milwaukee Brewers,Pittsburgh Pirates,5,C,54,178,141,31,5,1,8,26,25,34,31,0,0,62,0.22,0.376,0.44,0.816,0.5740740740740741,1.1481481481481481,0.48148148148148145,0.46296296296296297,0.6296296296296297,0.5740740740740741,0.14814814814814814,0.0,0.19101123595505617,0.17415730337078653,0.0449438202247191
2026-07-12,2026,669003,Garrett Mitchell,Milwaukee Brewers,Pittsburgh Pirates,6,CF,86,310,270,74,20,3,8,42,44,36,102,6,5,124,0.274,0.362,0.459,0.821,0.8604651162790697,1.441860465116279,0.4883720930232558,0.5116279069767442,0.4186046511627907,1.186046511627907,0.09302325581395349,0.06976744186046512,0.11612903225806452,0.32903225806451614,0.025806451612903226
2026-07-12,2026,686217,Sal Frelick,Milwaukee Brewers,Pittsburgh Pirates,7,RF,89,312,275,65,14,0,4,33,34,25,31,6,2,91,0.236,0.302,0.331,0.633,0.7303370786516854,1.0224719101123596,0.3707865168539326,0.38202247191011235,0.2808988764044944,0.34831460674157305,0.0449438202247191,0.06741573033707865,0.08012820512820513,0.09935897435897435,0.01282051282051282
2026-07-12,2026,687401,Joey Ortiz,Milwaukee Brewers,Pittsburgh Pirates,8,SS,83,241,213,48,8,0,3,24,22,21,42,5,4,65,0.225,0.291,0.305,0.596,0.5783132530120482,0.7831325301204819,0.2891566265060241,0.26506024096385544,0.25301204819277107,0.5060240963855421,0.03614457831325301,0.060240963855421686,0.08713692946058091,0.17427385892116182,0.012448132780082987
2026-07-12,2026,683734,Andrew Vaughn,Milwaukee Brewers,Pittsburgh Pirates,9,3B,55,171,148,46,14,2,2,20,24,20,19,0,0,70,0.311,0.398,0.473,0.871,0.8363636363636363,1.2727272727272727,0.36363636363636365,0.43636363636363634,0.36363636363636365,0.34545454545454546,0.03636363636363636,0.0,0.11695906432748537,0.1111111111111111,0.011695906432748537
2026-07-12,2026,663968,Jake Mangum,Pittsburgh Pirates,Milwaukee Brewers,1,LF,76,253,229,71,10,1,2,35,19,14,42,18,6,89,0.31,0.364,0.389,0.753,0.9342105263157895,1.1710526315789473,0.4605263157894737,0.25,0.18421052631578946,0.5526315789473685,0.02631578947368421,0.23684210526315788,0.05533596837944664,0.16600790513833993,0.007905138339920948
