date,season,player_id,player_name,team,opponent,batting_order,position,games,plate_appearances,at_bats,hits,doubles,triples,home_runs,runs,rbi,walks,strikeouts,stolen_bases,caught_stealing,total_bases,avg,obp,slg,ops,hits_per_game,total_bases_per_game,runs_per_game,rbi_per_game,walks_per_game,strikeouts_per_game,home_runs_per_game,stolen_bases_per_game,walk_rate,strikeout_rate,home_run_rate
2026-07-16,2026,805999,A.J. Ewing,New York Mets,Philadelphia Phillies,1,CF,57,222,196,54,9,1,7,27,24,22,57,9,6,86,0.276,0.35,0.439,0.789,0.9473684210526315,1.5087719298245614,0.47368421052631576,0.42105263157894735,0.38596491228070173,1.0,0.12280701754385964,0.15789473684210525,0.0990990990990991,0.25675675675675674,0.03153153153153153
2026-07-16,2026,665742,Juan Soto,New York Mets,Philadelphia Phillies,2,LF,78,334,276,80,8,2,21,44,51,55,43,7,3,155,0.29,0.405,0.562,0.967,1.0256410256410255,1.9871794871794872,0.5641025641025641,0.6538461538461539,0.7051282051282052,0.5512820512820513,0.2692307692307692,0.08974358974358974,0.16467065868263472,0.12874251497005987,0.06287425149700598
2026-07-16,2026,666182,Bo Bichette,New York Mets,Philadelphia Phillies,3,3B,96,413,380,97,14,1,10,48,51,25,73,1,0,143,0.255,0.3,0.376,0.676,1.0104166666666667,1.4895833333333333,0.5,0.53125,0.2604166666666667,0.7604166666666666,0.10416666666666667,0.010416666666666666,0.06053268765133172,0.17675544794188863,0.024213075060532687
2026-07-16,2026,596019,Francisco Lindor,New York Mets,Philadelphia Phillies,4,SS,40,171,153,33,3,3,5,22,12,16,27,2,1,57,0.216,0.298,0.373,0.671,0.825,1.425,0.55,0.3,0.4,0.675,0.125,0.05,0.0935672514619883,0.15789473684210525,0.029239766081871343
2026-07-16,2026,701807,Carson Benge,New York Mets,Philadelphia Phillies,5,RF,94,386,353,93,12,2,11,52,37,29,83,15,2,142,0.263,0.326,0.402,0.728,0.9893617021276596,1.5106382978723405,0.5531914893617021,0.39361702127659576,0.30851063829787234,0.8829787234042553,0.11702127659574468,0.1595744680851064,0.07512953367875648,0.21502590673575128,0.02849740932642487
2026-07-16,2026,593871,Jorge Polanco,New York Mets,Philadelphia Phillies,6,DH,19,79,73,13,4,0,1,4,3,6,14,0,0,20,0.178,0.241,0.274,0.515,0.6842105263157895,1.0526315789473684,0.21052631578947367,0.15789473684210525,0.3157894736842105,0.7368421052631579,0.05263157894736842,0.0,0.0759493670886076,0.17721518987341772,0.012658227848101266
2026-07-16,2026,676724,Jared Young,New York Mets,Philadelphia Phillies,7,1B,51,157,141,35,7,0,6,16,18,11,32,0,0,60,0.248,0.318,0.426,0.744,0.6862745098039216,1.1764705882352942,0.3137254901960784,0.35294117647058826,0.21568627450980393,0.6274509803921569,0.11764705882352941,0.0,0.07006369426751592,0.20382165605095542,0.03821656050955414
2026-07-16,2026,683146,Brett Baty,New York Mets,Philadelphia Phillies,8,2B,93,328,290,64,13,1,4,35,31,30,89,5,1,91,0.221,0.297,0.314,0.611,0.6881720430107527,0.978494623655914,0.3763440860215054,0.3333333333333333,0.3225806451612903,0.956989247311828,0.043010752688172046,0.053763440860215055,0.09146341463414634,0.27134146341463417,0.012195121951219513
2026-07-16,2026,682626,Francisco Alvarez,New York Mets,Philadelphia Phillies,9,C,64,232,209,53,7,0,9,19,22,17,60,0,0,87,0.254,0.317,0.416,0.733,0.828125,1.359375,0.296875,0.34375,0.265625,0.9375,0.140625,0.0,0.07327586206896551,0.25862068965517243,0.03879310344827586
2026-07-16,2026,607208,Trea Turner,Philadelphia Phillies,New York Mets,1,SS,94,415,386,91,16,0,10,62,33,25,92,16,2,137,0.236,0.284,0.355,0.639,0.9680851063829787,1.4574468085106382,0.6595744680851063,0.35106382978723405,0.26595744680851063,0.9787234042553191,0.10638297872340426,0.1702127659574468,0.060240963855421686,0.2216867469879518,0.024096385542168676
2026-07-16,2026,656941,Kyle Schwarber,Philadelphia Phillies,New York Mets,2,DH,93,414,350,89,9,1,32,57,59,59,144,2,0,196,0.254,0.367,0.56,0.927,0.956989247311828,2.10752688172043,0.6129032258064516,0.6344086021505376,0.6344086021505376,1.5483870967741935,0.34408602150537637,0.021505376344086023,0.14251207729468598,0.34782608695652173,0.07729468599033816
2026-07-16,2026,547180,Bryce Harper,Philadelphia Phillies,New York Mets,3,1B,97,408,342,89,17,2,20,59,57,60,82,5,4,170,0.26,0.365,0.497,0.862,0.9175257731958762,1.7525773195876289,0.6082474226804123,0.5876288659793815,0.6185567010309279,0.845360824742268,0.20618556701030927,0.05154639175257732,0.14705882352941177,0.20098039215686275,0.049019607843137254
2026-07-16,2026,669016,Brandon Marsh,Philadelphia Phillies,New York Mets,4,LF,92,363,339,102,15,2,15,52,46,19,96,8,3,166,0.301,0.339,0.49,0.829,1.108695652173913,1.8043478260869565,0.5652173913043478,0.5,0.20652173913043478,1.0434782608695652,0.16304347826086957,0.08695652173913043,0.05234159779614325,0.2644628099173554,0.04132231404958678
2026-07-16,2026,664761,Alec Bohm,Philadelphia Phillies,New York Mets,5,3B,92,374,339,73,14,0,11,31,47,25,56,1,0,120,0.215,0.278,0.354,0.632,0.7934782608695652,1.3043478260869565,0.33695652173913043,0.5108695652173914,0.2717391304347826,0.6086956521739131,0.11956521739130435,0.010869565217391304,0.06684491978609626,0.1497326203208556,0.029411764705882353
2026-07-16,2026,681082,Bryson Stott,Philadelphia Phillies,New York Mets,6,2B,91,353,321,80,17,4,7,37,42,26,61,17,0,126,0.249,0.308,0.393,0.701,0.8791208791208791,1.3846153846153846,0.4065934065934066,0.46153846153846156,0.2857142857142857,0.6703296703296703,0.07692307692307693,0.18681318681318682,0.07365439093484419,0.17280453257790368,0.019830028328611898
2026-07-16,2026,592663,J.T. Realmuto,Philadelphia Phillies,New York Mets,7,C,68,257,228,47,11,0,7,27,33,19,53,3,0,79,0.206,0.288,0.346,0.634,0.6911764705882353,1.161764705882353,0.39705882352941174,0.4852941176470588,0.27941176470588236,0.7794117647058824,0.10294117647058823,0.04411764705882353,0.07392996108949416,0.20622568093385213,0.027237354085603113
2026-07-16,2026,687282,Gabriel Rincones Jr.,Philadelphia Phillies,New York Mets,8,RF,21,71,67,12,3,0,2,6,6,2,19,0,0,21,0.179,0.211,0.313,0.524,0.5714285714285714,1.0,0.2857142857142857,0.2857142857142857,0.09523809523809523,0.9047619047619048,0.09523809523809523,0.0,0.028169014084507043,0.2676056338028169,0.028169014084507043
2026-07-16,2026,702222,Justin Crawford,Philadelphia Phillies,New York Mets,9,CF,88,287,266,70,12,3,2,28,21,17,59,12,3,94,0.263,0.312,0.353,0.665,0.7954545454545454,1.0681818181818181,0.3181818181818182,0.23863636363636365,0.19318181818181818,0.6704545454545454,0.022727272727272728,0.13636363636363635,0.059233449477351915,0.20557491289198607,0.006968641114982578
