date,season,player_id,player_name,team,opponent,batting_order,position,games,plate_appearances,at_bats,hits,doubles,triples,home_runs,runs,rbi,walks,strikeouts,stolen_bases,caught_stealing,total_bases,avg,obp,slg,ops,hits_per_game,total_bases_per_game,runs_per_game,rbi_per_game,walks_per_game,strikeouts_per_game,home_runs_per_game,stolen_bases_per_game,walk_rate,strikeout_rate,home_run_rate
2026-07-20,2026,650490,Yandy Díaz,Tampa Bay Rays,Toronto Blue Jays,1,DH,94,412,361,112,17,1,13,51,56,39,57,1,1,170,0.31,0.388,0.471,0.859,1.1914893617021276,1.8085106382978724,0.5425531914893617,0.5957446808510638,0.4148936170212766,0.6063829787234043,0.13829787234042554,0.010638297872340425,0.09466019417475728,0.1383495145631068,0.03155339805825243
2026-07-20,2026,666018,Jonathan Aranda,Tampa Bay Rays,Toronto Blue Jays,2,1B,97,420,352,102,17,0,14,48,64,53,93,0,0,161,0.29,0.388,0.457,0.845,1.0515463917525774,1.6597938144329898,0.4948453608247423,0.6597938144329897,0.5463917525773195,0.9587628865979382,0.14432989690721648,0.0,0.1261904761904762,0.22142857142857142,0.03333333333333333
2026-07-20,2026,691406,Junior Caminero,Tampa Bay Rays,Toronto Blue Jays,3,3B,98,428,372,104,14,0,29,63,60,53,80,2,2,205,0.28,0.369,0.551,0.92,1.0612244897959184,2.0918367346938775,0.6428571428571429,0.6122448979591837,0.5408163265306123,0.8163265306122449,0.29591836734693877,0.02040816326530612,0.12383177570093458,0.18691588785046728,0.06775700934579439
2026-07-20,2026,656775,Cedric Mullins,Tampa Bay Rays,Toronto Blue Jays,4,CF,85,327,286,57,4,1,11,32,30,28,68,15,6,96,0.199,0.28,0.336,0.616,0.6705882352941176,1.1294117647058823,0.3764705882352941,0.35294117647058826,0.32941176470588235,0.8,0.12941176470588237,0.17647058823529413,0.0856269113149847,0.20795107033639143,0.03363914373088685
2026-07-20,2026,802415,Chandler Simpson,Tampa Bay Rays,Toronto Blue Jays,5,LF,92,366,341,96,10,6,0,41,17,18,34,23,11,118,0.282,0.316,0.346,0.662,1.0434782608695652,1.2826086956521738,0.44565217391304346,0.18478260869565216,0.1956521739130435,0.3695652173913043,0.0,0.25,0.04918032786885246,0.09289617486338798,0.0
2026-07-20,2026,683748,Victor Mesa Jr.,Tampa Bay Rays,Toronto Blue Jays,6,RF,36,112,97,21,2,0,7,15,14,13,25,3,2,44,0.216,0.306,0.454,0.76,0.5833333333333334,1.2222222222222223,0.4166666666666667,0.3888888888888889,0.3611111111111111,0.6944444444444444,0.19444444444444445,0.08333333333333333,0.11607142857142858,0.22321428571428573,0.0625
2026-07-20,2026,680700,Richie Palacios,Tampa Bay Rays,Toronto Blue Jays,7,2B,72,236,204,49,8,2,3,29,27,28,41,9,5,70,0.24,0.339,0.343,0.682,0.6805555555555556,0.9722222222222222,0.4027777777777778,0.375,0.3888888888888889,0.5694444444444444,0.041666666666666664,0.125,0.11864406779661017,0.17372881355932204,0.012711864406779662
2026-07-20,2026,663743,Nick Fortes,Tampa Bay Rays,Toronto Blue Jays,8,C,74,230,213,54,11,0,2,23,20,6,30,0,0,71,0.254,0.298,0.333,0.631,0.7297297297297297,0.9594594594594594,0.3108108108108108,0.2702702702702703,0.08108108108108109,0.40540540540540543,0.02702702702702703,0.0,0.02608695652173913,0.13043478260869565,0.008695652173913044
2026-07-20,2026,670764,Taylor Walls,Tampa Bay Rays,Toronto Blue Jays,9,SS,79,277,234,51,12,2,0,36,21,32,68,15,3,67,0.218,0.314,0.286,0.6,0.6455696202531646,0.8481012658227848,0.45569620253164556,0.26582278481012656,0.4050632911392405,0.8607594936708861,0.0,0.189873417721519,0.11552346570397112,0.24548736462093862,0.0
2026-07-20,2026,676391,Ernie Clement,Toronto Blue Jays,Tampa Bay Rays,1,2B,96,387,369,109,23,1,8,43,32,14,37,3,1,158,0.295,0.32,0.428,0.748,1.1354166666666667,1.6458333333333333,0.4479166666666667,0.3333333333333333,0.14583333333333334,0.3854166666666667,0.08333333333333333,0.03125,0.03617571059431524,0.09560723514211886,0.020671834625323
2026-07-20,2026,664770,Nathan Lukes,Toronto Blue Jays,Tampa Bay Rays,2,RF,64,227,206,59,8,0,5,23,18,12,34,0,1,82,0.286,0.339,0.398,0.737,0.921875,1.28125,0.359375,0.28125,0.1875,0.53125,0.078125,0.0,0.05286343612334802,0.14977973568281938,0.022026431718061675
2026-07-20,2026,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,Tampa Bay Rays,3,1B,94,399,347,91,15,0,6,52,41,43,52,7,1,124,0.262,0.346,0.357,0.703,0.9680851063829787,1.3191489361702127,0.5531914893617021,0.43617021276595747,0.4574468085106383,0.5531914893617021,0.06382978723404255,0.07446808510638298,0.10776942355889724,0.13032581453634084,0.015037593984962405
