pitcher_id,pitcher_name,team,game_date,innings,strikeouts,walks,hits,earned_runs,home_runs,era
669165,Kyle Hurt,Los Angeles Dodgers,2026-04-19,1.0,1,0,0,0,0,4.50
669165,Kyle Hurt,Los Angeles Dodgers,2026-04-22,1.0,1,0,0,0,0,3.00
669165,Kyle Hurt,Los Angeles Dodgers,2026-04-25,1.0,1,0,1,0,0,2.25
669165,Kyle Hurt,Los Angeles Dodgers,2026-04-26,1.0,0,0,0,0,0,1.80
685299,Tanner Gordon,Colorado Rockies,2026-04-15,4.0,4,1,2,0,0,0.00
685299,Tanner Gordon,Colorado Rockies,2026-04-20,4.0,6,3,7,6,3,6.75
685299,Tanner Gordon,Colorado Rockies,2026-04-28,3.0,3,0,6,3,1,7.36
685299,Tanner Gordon,Colorado Rockies,2026-05-02,3.0,4,0,1,1,1,6.43
685299,Tanner Gordon,Colorado Rockies,2026-05-09,3.0,3,0,4,2,0,6.35
592662,Robbie Ray,San Francisco Giants,2026-03-27,5.1,4,0,5,2,1,3.38
592662,Robbie Ray,San Francisco Giants,2026-04-02,5.1,7,3,3,2,1,3.38
592662,Robbie Ray,San Francisco Giants,2026-04-07,6.2,7,3,3,0,0,2.08
592662,Robbie Ray,San Francisco Giants,2026-04-14,5.0,6,4,2,2,2,2.42
592662,Robbie Ray,San Francisco Giants,2026-04-19,6.0,7,1,7,3,1,2.86
687075,Brandon Sproat,Milwaukee Brewers,2026-03-29,3.0,3,4,6,7,3,21.00
687075,Brandon Sproat,Milwaukee Brewers,2026-04-04,3.2,4,3,4,4,1,14.85
687075,Brandon Sproat,Milwaukee Brewers,2026-04-11,3.2,3,3,4,1,0,10.45
687075,Brandon Sproat,Milwaukee Brewers,2026-04-16,6.2,6,1,4,1,0,6.88
687075,Brandon Sproat,Milwaukee Brewers,2026-04-23,5.1,4,2,4,3,1,6.45
677952,Braxton Ashcraft,Pittsburgh Pirates,2026-03-30,6.0,3,4,4,2,0,3.00
677952,Braxton Ashcraft,Pittsburgh Pirates,2026-04-05,6.0,8,0,4,1,0,2.25
677952,Braxton Ashcraft,Pittsburgh Pirates,2026-04-11,5.0,9,1,4,1,0,2.12
677952,Braxton Ashcraft,Pittsburgh Pirates,2026-04-16,5.2,7,2,5,2,0,2.38
677952,Braxton Ashcraft,Pittsburgh Pirates,2026-04-22,7.0,5,2,4,2,1,2.43
