pitcher_id,pitcher_name,team,game_date,innings,strikeouts,walks,hits,earned_runs,home_runs,era
605400,Aaron Nola,Philadelphia Phillies,2026-03-28,5.0,7,2,5,3,2,5.40
605400,Aaron Nola,Philadelphia Phillies,2026-04-03,6.1,9,1,5,1,0,3.18
605400,Aaron Nola,Philadelphia Phillies,2026-04-08,6.0,3,1,5,3,1,3.63
605400,Aaron Nola,Philadelphia Phillies,2026-04-14,5.0,5,2,8,3,0,4.03
605400,Aaron Nola,Philadelphia Phillies,2026-04-20,4.1,5,4,6,5,1,5.06
656427,Jack Flaherty,Detroit Tigers,2026-03-28,4.1,2,4,4,2,0,4.15
656427,Jack Flaherty,Detroit Tigers,2026-04-04,4.0,6,4,3,5,0,7.56
656427,Jack Flaherty,Detroit Tigers,2026-04-09,5.2,6,3,5,1,1,5.14
656427,Jack Flaherty,Detroit Tigers,2026-04-15,6.0,7,3,2,1,0,4.05
656427,Jack Flaherty,Detroit Tigers,2026-04-20,3.1,3,6,3,0,0,3.47
677960,Ryan Weathers,New York Yankees,2026-03-30,4.1,7,2,4,1,0,2.08
677960,Ryan Weathers,New York Yankees,2026-04-04,3.2,4,3,6,3,0,4.50
677960,Ryan Weathers,New York Yankees,2026-04-09,8.0,7,0,7,1,0,2.81
677960,Ryan Weathers,New York Yankees,2026-04-14,5.0,10,2,5,5,4,4.29
677960,Ryan Weathers,New York Yankees,2026-04-19,7.1,8,1,5,0,0,3.18
687223,Carson Palmquist,Washington Nationals,2026-06-24,3.1,3,1,2,1,0,2.70
687223,Carson Palmquist,Washington Nationals,2026-07-01,1.0,1,0,2,0,0,2.08
687223,Carson Palmquist,Washington Nationals,2026-07-04,1.0,3,0,4,4,0,8.44
687223,Carson Palmquist,Washington Nationals,2026-07-07,1.0,0,1,0,0,0,7.11
687223,Carson Palmquist,Washington Nationals,2026-07-10,3.0,4,0,3,1,1,5.79
679883,Luinder Avila,Kansas City Royals,2026-04-04,3.0,4,3,8,5,1,15.00
679883,Luinder Avila,Kansas City Royals,2026-04-08,3.0,2,1,6,1,0,9.00
679883,Luinder Avila,Kansas City Royals,2026-04-29,1.0,2,0,2,1,0,9.00
679883,Luinder Avila,Kansas City Royals,2026-05-02,2.0,1,0,0,0,0,7.00
679883,Luinder Avila,Kansas City Royals,2026-05-06,2.0,2,2,2,2,0,7.36
687064,Brandon Young,Baltimore Orioles,2026-04-06,5.0,2,2,2,0,0,0.00
687064,Brandon Young,Baltimore Orioles,2026-04-24,5.2,5,1,7,3,1,2.53
687064,Brandon Young,Baltimore Orioles,2026-04-30,4.0,2,2,9,4,2,4.30
687064,Brandon Young,Baltimore Orioles,2026-05-06,6.0,5,3,4,3,0,4.35
687064,Brandon Young,Baltimore Orioles,2026-05-11,5.1,5,3,3,2,1,4.15
684007,Shota Imanaga,Chicago Cubs,2026-03-29,5.0,7,2,6,4,1,7.20
684007,Shota Imanaga,Chicago Cubs,2026-04-05,5.0,4,1,3,1,0,4.50
684007,Shota Imanaga,Chicago Cubs,2026-04-10,6.0,9,1,0,0,0,2.81
684007,Shota Imanaga,Chicago Cubs,2026-04-15,6.0,11,1,3,1,1,2.45
684007,Shota Imanaga,Chicago Cubs,2026-04-21,7.0,1,1,3,1,1,2.17
668881,Hunter Greene,Cincinnati Reds,2026-07-04,3.1,7,4,7,8,1,21.60
668881,Hunter Greene,Cincinnati Reds,2026-07-10,7.0,12,1,3,0,0,6.97
622491,Luis Castillo,Seattle Mariners,2026-03-30,6.0,7,2,3,0,0,0.00
622491,Luis Castillo,Seattle Mariners,2026-04-05,3.2,4,1,6,3,0,2.79
622491,Luis Castillo,Seattle Mariners,2026-04-11,3.1,3,1,10,7,1,6.92
622491,Luis Castillo,Seattle Mariners,2026-04-16,5.1,3,3,7,1,0,5.40
622491,Luis Castillo,Seattle Mariners,2026-04-21,5.0,6,2,5,2,1,5.01
607259,Nick Martinez,Tampa Bay Rays,2026-03-30,6.0,3,0,6,2,1,3.00
607259,Nick Martinez,Tampa Bay Rays,2026-04-05,6.0,4,1,1,1,1,2.25
607259,Nick Martinez,Tampa Bay Rays,2026-04-11,4.2,4,3,5,1,1,2.16
607259,Nick Martinez,Tampa Bay Rays,2026-04-17,5.1,3,3,8,2,0,2.45
607259,Nick Martinez,Tampa Bay Rays,2026-04-22,8.0,6,1,5,1,0,2.10
800048,Parker Messick,Cleveland Guardians,2026-03-30,6.0,5,0,5,0,0,0.00
800048,Parker Messick,Cleveland Guardians,2026-04-05,5.0,6,3,2,1,1,0.82
800048,Parker Messick,Cleveland Guardians,2026-04-11,6.2,5,2,4,0,0,0.51
800048,Parker Messick,Cleveland Guardians,2026-04-16,8.0,9,2,2,2,0,1.05
800048,Parker Messick,Cleveland Guardians,2026-04-21,5.0,4,1,6,3,0,1.76
645261,Sandy Alcantara,Miami Marlins,2026-03-27,7.0,5,2,4,0,0,0.00
645261,Sandy Alcantara,Miami Marlins,2026-04-01,9.0,7,0,3,0,0,0.00
645261,Sandy Alcantara,Miami Marlins,2026-04-07,8.1,6,2,3,2,0,0.74
645261,Sandy Alcantara,Miami Marlins,2026-04-12,6.0,4,2,10,7,3,2.67
645261,Sandy Alcantara,Miami Marlins,2026-04-18,5.0,1,6,4,2,1,2.80
543243,Sonny Gray,Boston Red Sox,2026-03-28,4.0,5,1,6,3,1,6.75
543243,Sonny Gray,Boston Red Sox,2026-04-03,6.0,3,0,4,2,0,4.50
543243,Sonny Gray,Boston Red Sox,2026-04-08,6.1,2,2,3,0,0,2.76
543243,Sonny Gray,Boston Red Sox,2026-04-14,4.0,1,1,9,5,2,4.43
543243,Sonny Gray,Boston Red Sox,2026-04-20,2.2,2,1,3,1,0,4.30
690997,Nolan McLean,New York Mets,2026-03-29,5.0,8,2,4,2,1,3.60
690997,Nolan McLean,New York Mets,2026-04-03,5.1,4,2,1,1,0,2.61
690997,Nolan McLean,New York Mets,2026-04-09,6.1,8,2,3,2,0,2.70
690997,Nolan McLean,New York Mets,2026-04-14,7.0,8,2,2,1,0,2.28
690997,Nolan McLean,New York Mets,2026-04-21,6.2,10,0,5,3,1,2.67
682052,Jacob Lopez,Athletics,2026-03-30,4.0,0,5,6,3,0,6.75
682052,Jacob Lopez,Athletics,2026-04-05,4.1,6,5,3,3,1,6.48
682052,Jacob Lopez,Athletics,2026-04-11,5.0,5,3,7,5,2,7.43
682052,Jacob Lopez,Athletics,2026-04-16,5.0,5,4,3,2,0,6.38
682052,Jacob Lopez,Athletics,2026-04-21,5.1,1,2,7,2,1,5.70
680732,Sean Burke,Chicago White Sox,2026-03-28,4.0,5,1,7,3,0,6.75
680732,Sean Burke,Chicago White Sox,2026-04-03,6.0,7,0,4,1,0,3.60
680732,Sean Burke,Chicago White Sox,2026-04-08,5.0,3,2,2,2,0,3.60
680732,Sean Burke,Chicago White Sox,2026-04-15,5.1,2,3,7,4,2,4.43
680732,Sean Burke,Chicago White Sox,2026-04-21,6.0,3,1,5,2,1,4.10
686613,Hunter Brown,Houston Astros,2026-03-26,4.2,9,4,4,0,0,0.00
686613,Hunter Brown,Houston Astros,2026-03-31,6.0,8,2,1,1,0,0.84
686613,Hunter Brown,Houston Astros,2026-06-16,5.2,7,3,3,1,0,1.10
686613,Hunter Brown,Houston Astros,2026-06-22,3.0,4,2,4,1,1,1.40
686613,Hunter Brown,Houston Astros,2026-06-28,6.0,4,2,5,2,1,1.78
615698,Cal Quantrill,Texas Rangers,2026-04-16,1.0,0,0,1,0,0,0.00
615698,Cal Quantrill,Texas Rangers,2026-04-18,3.0,5,2,3,3,0,6.75
615698,Cal Quantrill,Texas Rangers,2026-04-24,3.0,2,0,3,2,1,6.43
615698,Cal Quantrill,Texas Rangers,2026-05-02,3.0,2,2,2,0,0,4.50
615698,Cal Quantrill,Texas Rangers,2026-05-08,3.1,2,2,3,1,0,4.05
680570,Grayson Rodriguez,Los Angeles Angels,2026-05-17,3.2,4,4,7,7,0,17.18
680570,Grayson Rodriguez,Los Angeles Angels,2026-05-22,5.2,5,2,7,4,1,10.61
680570,Grayson Rodriguez,Los Angeles Angels,2026-05-28,5.0,5,2,2,1,1,7.53
680570,Grayson Rodriguez,Los Angeles Angels,2026-06-02,3.2,3,3,7,7,2,9.50
680570,Grayson Rodriguez,Los Angeles Angels,2026-06-08,5.1,6,2,6,2,0,8.10
805673,Zebby Matthews,Minnesota Twins,2026-05-14,7.0,5,1,4,0,0,0.00
805673,Zebby Matthews,Minnesota Twins,2026-05-19,6.0,6,0,5,2,1,1.38
805673,Zebby Matthews,Minnesota Twins,2026-05-25,6.0,6,1,5,3,2,2.37
805673,Zebby Matthews,Minnesota Twins,2026-05-31,4.1,7,2,6,7,2,4.63
805673,Zebby Matthews,Minnesota Twins,2026-06-05,7.0,2,4,5,2,0,4.15
519242,Chris Sale,Atlanta Braves,2026-03-27,6.0,6,3,3,0,0,0.00
519242,Chris Sale,Atlanta Braves,2026-04-01,6.0,3,0,1,1,1,0.75
519242,Chris Sale,Atlanta Braves,2026-04-06,4.0,7,2,5,6,2,3.94
519242,Chris Sale,Atlanta Braves,2026-04-12,6.0,6,1,8,1,1,3.27
519242,Chris Sale,Atlanta Braves,2026-04-18,7.0,7,1,5,1,1,2.79
681517,Kyle Leahy,St. Louis Cardinals,2026-03-30,5.0,1,2,8,4,0,7.20
681517,Kyle Leahy,St. Louis Cardinals,2026-04-05,5.0,4,3,5,2,1,5.40
681517,Kyle Leahy,St. Louis Cardinals,2026-04-11,4.0,2,3,3,2,0,5.14
681517,Kyle Leahy,St. Louis Cardinals,2026-04-17,5.0,6,0,5,3,3,5.21
681517,Kyle Leahy,St. Louis Cardinals,2026-04-22,5.0,2,3,8,4,0,5.63
669456,Shane Bieber,Toronto Blue Jays,2026-06-23,3.2,2,0,9,4,3,9.82
669456,Shane Bieber,Toronto Blue Jays,2026-06-28,5.1,4,4,5,2,1,6.00
669456,Shane Bieber,Toronto Blue Jays,2026-07-04,4.0,3,3,6,7,2,9.00
669456,Shane Bieber,Toronto Blue Jays,2026-07-10,4.2,4,3,5,2,1,7.64
676664,JP Sears,San Diego Padres,2026-06-24,5.2,5,2,5,2,1,3.18
676664,JP Sears,San Diego Padres,2026-06-30,4.2,4,3,8,6,3,6.97
676664,JP Sears,San Diego Padres,2026-07-05,5.0,5,2,1,0,0,4.70
676664,JP Sears,San Diego Padres,2026-07-10,4.1,3,1,6,1,0,4.12
593958,Eduardo Rodriguez,Arizona Diamondbacks,2026-03-28,5.0,5,2,4,0,0,0.00
593958,Eduardo Rodriguez,Arizona Diamondbacks,2026-04-03,7.0,3,1,4,0,0,0.00
593958,Eduardo Rodriguez,Arizona Diamondbacks,2026-04-09,6.0,3,2,5,1,1,0.50
593958,Eduardo Rodriguez,Arizona Diamondbacks,2026-04-15,5.0,3,4,6,4,1,1.96
593958,Eduardo Rodriguez,Arizona Diamondbacks,2026-04-22,5.0,4,3,6,4,2,2.89
669165,Kyle Hurt,Los Angeles Dodgers,2026-04-15,1.0,3,0,2,1,0,9.00
