pitcher_id,pitcher_name,team,game_date,innings,strikeouts,walks,hits,earned_runs,home_runs,era
663903,Brady Singer,Cincinnati Reds,2026-04-14,6.0,1,0,6,1,1,5.60
663903,Brady Singer,Cincinnati Reds,2026-04-19,6.0,2,4,5,3,0,5.32
701656,Logan Henderson,Milwaukee Brewers,2026-04-04,2.0,3,1,3,2,0,9.00
701656,Logan Henderson,Milwaukee Brewers,2026-05-03,6.0,8,0,3,2,0,4.50
701656,Logan Henderson,Milwaukee Brewers,2026-05-10,5.0,5,1,4,2,1,4.15
701656,Logan Henderson,Milwaukee Brewers,2026-05-16,5.0,7,1,6,1,1,3.50
701656,Logan Henderson,Milwaukee Brewers,2026-05-22,5.0,7,3,2,0,0,2.74
669467,Andre Pallante,St. Louis Cardinals,2026-03-31,5.0,3,3,3,0,0,0.00
669467,Andre Pallante,St. Louis Cardinals,2026-04-06,5.0,2,4,3,2,0,1.80
669467,Andre Pallante,St. Louis Cardinals,2026-04-12,5.0,2,1,9,6,1,4.80
669467,Andre Pallante,St. Louis Cardinals,2026-04-18,5.0,5,3,3,1,1,4.05
669467,Andre Pallante,St. Louis Cardinals,2026-04-24,5.1,8,3,4,3,1,4.26
672282,Reid Detmers,Los Angeles Angels,2026-03-28,4.2,9,0,6,3,0,5.79
672282,Reid Detmers,Los Angeles Angels,2026-04-03,6.2,4,4,3,0,0,2.38
672282,Reid Detmers,Los Angeles Angels,2026-04-08,4.1,4,2,5,5,1,4.60
672282,Reid Detmers,Los Angeles Angels,2026-04-14,7.0,9,0,4,1,0,3.57
672282,Reid Detmers,Los Angeles Angels,2026-04-20,6.0,5,2,5,4,1,4.08
543135,Nathan Eovaldi,Texas Rangers,2026-03-26,4.2,7,0,8,5,2,9.64
543135,Nathan Eovaldi,Texas Rangers,2026-04-01,4.0,5,3,8,6,1,11.42
543135,Nathan Eovaldi,Texas Rangers,2026-04-07,6.0,7,2,6,2,1,7.98
543135,Nathan Eovaldi,Texas Rangers,2026-04-13,7.0,7,2,3,0,0,5.40
543135,Nathan Eovaldi,Texas Rangers,2026-04-18,5.0,3,1,8,2,1,5.06
518876,Merrill Kelly,Arizona Diamondbacks,2026-04-14,5.1,3,4,5,2,1,3.38
518876,Merrill Kelly,Arizona Diamondbacks,2026-04-21,4.1,5,3,10,8,3,9.31
518876,Merrill Kelly,Arizona Diamondbacks,2026-04-28,5.0,1,5,6,5,1,9.20
518876,Merrill Kelly,Arizona Diamondbacks,2026-05-03,4.1,5,3,8,6,1,9.95
518876,Merrill Kelly,Arizona Diamondbacks,2026-05-09,7.0,6,3,3,1,0,7.62
656288,Griffin Canning,San Diego Padres,2026-05-03,5.0,7,3,3,1,1,1.80
656288,Griffin Canning,San Diego Padres,2026-05-08,4.1,5,2,7,6,0,6.75
656288,Griffin Canning,San Diego Padres,2026-05-14,1.2,2,4,5,6,0,10.64
656288,Griffin Canning,San Diego Padres,2026-05-19,5.0,5,1,4,3,1,9.00
656288,Griffin Canning,San Diego Padres,2026-05-25,6.2,5,3,3,3,2,7.54
663372,Ryan Feltner,Colorado Rockies,2026-03-31,3.0,4,1,1,0,0,0.00
663372,Ryan Feltner,Colorado Rockies,2026-04-06,5.1,1,2,7,4,1,4.32
663372,Ryan Feltner,Colorado Rockies,2026-04-11,4.0,4,3,7,6,2,7.30
663372,Ryan Feltner,Colorado Rockies,2026-04-18,5.2,5,1,5,2,2,6.00
663372,Ryan Feltner,Colorado Rockies,2026-04-23,2.0,3,1,2,2,0,6.30
687931,Carson Whisenhunt,San Francisco Giants,2026-06-17,5.0,2,2,6,2,0,3.60
687931,Carson Whisenhunt,San Francisco Giants,2026-07-09,5.2,4,4,3,2,1,3.38
