target_date,season,game_id,game_date,pitcher_id,pitcher_name,team,game_team,opponent,is_home,decision,games_started,innings,outs_recorded,batters_faced,at_bats_against,pitches_thrown,strikes,strikeouts,walks,intentional_walks,hits,doubles_allowed,triples_allowed,home_runs,runs,earned_runs,hit_batters,wild_pitches,wins,losses,saves,holds,era,whip,strikeout_rate_bf,walk_rate_bf,k_minus_bb_rate,home_runs_per_9,hits_per_9,walks_per_9,strikeouts_per_9,fip_component
2026-07-19,2026,822877,2026-07-09,543135,Nathan Eovaldi,Texas Rangers,Texas Rangers,Los Angeles Angels,1,,1,6.0,18,27.0,24.0,99.0,74.0,10.0,2.0,0.0,6.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0,0,0,0,4.04,1.3333333333333333,0.37037037037037035,0.07407407407407407,0.2962962962962963,0.0,9.0,3.0,15.0,-2.3333333333333335
2026-07-19,2026,822884,2026-07-02,543135,Nathan Eovaldi,Texas Rangers,Texas Rangers,Detroit Tigers,1,,1,5.0,15,22.0,21.0,85.0,53.0,9.0,1.0,0.0,6.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,1,0,0,0,4.02,1.4,0.4090909090909091,0.045454545454545456,0.36363636363636365,3.6,10.8,1.8,16.2,2.2
2026-07-19,2026,822796,2026-06-26,543135,Nathan Eovaldi,Texas Rangers,Texas Rangers,Toronto Blue Jays,0,,1,7.0,21,26.0,25.0,92.0,59.0,9.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.95,0.8571428571428571,0.34615384615384615,0.038461538461538464,0.3076923076923077,0.0,6.428571428571429,1.2857142857142858,11.571428571428571,-2.142857142857143
2026-07-19,2026,822883,2026-06-21,543135,Nathan Eovaldi,Texas Rangers,Texas Rangers,San Diego Padres,1,,1,6.0,18,25.0,24.0,94.0,67.0,9.0,1.0,0.0,7.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1,0,0,0,4.24,1.3333333333333333,0.36,0.04,0.32,0.0,10.5,1.5,13.5,-2.5
2026-07-19,2026,824751,2026-06-14,543135,Nathan Eovaldi,Texas Rangers,Texas Rangers,Boston Red Sox,0,,1,7.0,21,26.0,25.0,94.0,63.0,6.0,1.0,0.0,6.0,1.0,0.0,2.0,3.0,3.0,0.0,1.0,1,0,0,0,4.23,1.0,0.23076923076923078,0.038461538461538464,0.19230769230769232,2.5714285714285716,7.714285714285714,1.2857142857142858,7.714285714285714,2.4285714285714284
2026-07-19,2026,824105,2026-06-09,543135,Nathan Eovaldi,Texas Rangers,Texas Rangers,Kansas City Royals,0,,1,5.2,17,23.0,20.0,88.0,58.0,3.0,3.0,0.0,4.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0,1,0,0,4.26,1.2352941176470587,0.13043478260869565,0.13043478260869565,0.0,1.588235294117647,6.352941176470588,4.764705882352941,4.764705882352941,2.8235294117647056
2026-07-19,2026,823052,2026-06-02,543135,Nathan Eovaldi,Texas Rangers,Texas Rangers,St. Louis Cardinals,0,,1,6.0,18,31.0,28.0,93.0,66.0,7.0,1.0,0.0,11.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,0,0,0,0,4.1,2.0,0.22580645161290322,0.03225806451612903,0.1935483870967742,1.5,16.5,1.5,10.5,0.8333333333333334
2026-07-19,2026,822896,2026-05-28,543135,Nathan Eovaldi,Texas Rangers,Texas Rangers,Houston Astros,1,,1,7.0,21,27.0,25.0,90.0,55.0,6.0,2.0,0.0,4.0,1.0,0.0,2.0,5.0,5.0,0.0,1.0,0,1,0,0,3.93,0.8571428571428571,0.2222222222222222,0.07407407407407407,0.14814814814814814,2.5714285714285716,5.142857142857143,2.5714285714285716,7.714285714285714,2.857142857142857
2026-07-19,2026,824030,2026-05-23,543135,Nathan Eovaldi,Texas Rangers,Texas Rangers,Los Angeles Angels,0,,1,7.0,21,29.0,26.0,97.0,68.0,6.0,2.0,0.0,5.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,0,1,0,0,3.65,1.0,0.20689655172413793,0.06896551724137931,0.13793103448275862,1.2857142857142858,6.428571428571429,2.5714285714285716,7.714285714285714,1.4285714285714286
2026-07-19,2026,824192,2026-05-17,543135,Nathan Eovaldi,Texas Rangers,Texas Rangers,Houston Astros,0,,1,7.0,21,27.0,24.0,94.0,64.0,8.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,3.62,1.0,0.2962962962962963,0.07407407407407407,0.2222222222222222,0.0,6.428571428571429,2.5714285714285716,10.285714285714286,-1.0
