target_date,season,game_id,game_date,pitcher_id,pitcher_name,team,game_team,opponent,is_home,decision,games_started,innings,outs_recorded,batters_faced,at_bats_against,pitches_thrown,strikes,strikeouts,walks,intentional_walks,hits,doubles_allowed,triples_allowed,home_runs,runs,earned_runs,hit_batters,wild_pitches,wins,losses,saves,holds,era,whip,strikeout_rate_bf,walk_rate_bf,k_minus_bb_rate,home_runs_per_9,hits_per_9,walks_per_9,strikeouts_per_9,fip_component
2026-07-16,2026,824252,2026-07-10,605400,Aaron Nola,Philadelphia Phillies,Philadelphia Phillies,Detroit Tigers,0,,1,5.0,15,20.0,18.0,84.0,50.0,8.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,0,0,5.75,1.0,0.4,0.1,0.30000000000000004,1.8,5.4,3.6,14.4,0.6
2026-07-16,2026,824091,2026-07-05,605400,Aaron Nola,Philadelphia Phillies,Philadelphia Phillies,Kansas City Royals,0,,1,7.0,21,28.0,27.0,98.0,68.0,7.0,0.0,0.0,7.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0,1,0,0,5.87,1.0,0.25,0.0,0.25,0.0,9.0,0.0,9.0,-2.0
2026-07-16,2026,823444,2026-06-29,605400,Aaron Nola,Philadelphia Phillies,Philadelphia Phillies,Pittsburgh Pirates,1,,1,4.1,13,23.0,20.0,86.0,52.0,5.0,2.0,0.0,8.0,3.0,0.0,2.0,8.0,7.0,0.0,0.0,0,1,0,0,6.04,2.307692307692308,0.21739130434782608,0.08695652173913043,0.13043478260869565,4.153846153846154,16.615384615384617,4.153846153846154,10.384615384615385,5.0769230769230775
2026-07-16,2026,822719,2026-06-24,605400,Aaron Nola,Philadelphia Phillies,Philadelphia Phillies,Washington Nationals,0,,1,5.0,15,21.0,18.0,86.0,54.0,5.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0,0,0,0,5.58,1.0,0.23809523809523808,0.09523809523809523,0.14285714285714285,3.6,5.4,3.6,9.0,5.0
2026-07-16,2026,823448,2026-06-18,605400,Aaron Nola,Philadelphia Phillies,Philadelphia Phillies,New York Mets,1,,1,5.0,15,24.0,23.0,97.0,63.0,6.0,1.0,0.0,7.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0,0,0,0,5.71,1.6,0.25,0.041666666666666664,0.20833333333333334,3.6,12.6,1.8,10.8,3.4
2026-07-16,2026,823776,2026-06-13,605400,Aaron Nola,Philadelphia Phillies,Philadelphia Phillies,Milwaukee Brewers,0,,1,4.2,14,22.0,20.0,85.0,54.0,3.0,2.0,0.0,6.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0,0,0,0,5.86,1.7142857142857142,0.13636363636363635,0.09090909090909091,0.04545454545454544,3.8571428571428568,11.571428571428571,3.8571428571428568,5.785714285714286,5.571428571428571
2026-07-16,2026,823453,2026-06-07,605400,Aaron Nola,Philadelphia Phillies,Philadelphia Phillies,Chicago White Sox,1,,1,4.1,13,23.0,17.0,98.0,59.0,4.0,4.0,0.0,6.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0,0,0,0,5.86,2.307692307692308,0.17391304347826086,0.17391304347826086,0.0,0.0,12.461538461538462,8.307692307692308,8.307692307692308,0.9230769230769231
2026-07-16,2026,823460,2026-06-02,605400,Aaron Nola,Philadelphia Phillies,Philadelphia Phillies,San Diego Padres,1,,1,5.0,15,19.0,19.0,95.0,67.0,8.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,0,0,5.55,0.8,0.42105263157894735,0.0,0.42105263157894735,1.8,7.2,0.0,14.4,-0.6
2026-07-16,2026,823294,2026-05-26,605400,Aaron Nola,Philadelphia Phillies,Philadelphia Phillies,San Diego Padres,0,,1,6.0,18,21.0,21.0,80.0,54.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1,0,0,0,5.72,0.5,0.23809523809523808,0.0,0.23809523809523808,1.5,4.5,0.0,7.5,0.5
2026-07-16,2026,823462,2026-05-20,605400,Aaron Nola,Philadelphia Phillies,Philadelphia Phillies,Cincinnati Reds,1,,1,5.0,15,23.0,23.0,77.0,55.0,5.0,0.0,0.0,8.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0,1,0,0,6.04,1.6,0.21739130434782608,0.0,0.21739130434782608,0.0,14.4,0.0,9.0,-2.0
