target_date,season,game_id,game_date,pitcher_id,pitcher_name,team,game_team,opponent,is_home,decision,games_started,innings,outs_recorded,batters_faced,at_bats_against,pitches_thrown,strikes,strikeouts,walks,intentional_walks,hits,doubles_allowed,triples_allowed,home_runs,runs,earned_runs,hit_batters,wild_pitches,wins,losses,saves,holds,era,whip,strikeout_rate_bf,walk_rate_bf,k_minus_bb_rate,home_runs_per_9,hits_per_9,walks_per_9,strikeouts_per_9,fip_component
2026-07-20,2026,824670,2026-06-07,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,San Francisco Giants,1,,1,1.0,3,7.0,5.0,35.0,18.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,5.19,4.0,0.2857142857142857,0.2857142857142857,0.0,0.0,18.0,18.0,18.0,2.0
2026-07-20,2026,824675,2026-06-02,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,Athletics,1,,1,6.1,19,26.0,25.0,99.0,66.0,6.0,1.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0,1,0,0,5.13,1.105263157894737,0.23076923076923078,0.038461538461538464,0.19230769230769232,1.4210526315789473,8.526315789473685,1.4210526315789473,8.526315789473685,0.6315789473684211
2026-07-20,2026,823376,2026-05-27,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,Pittsburgh Pirates,0,,1,5.0,15,21.0,19.0,75.0,45.0,4.0,2.0,0.0,5.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,0,0,0,0,5.37,1.4,0.19047619047619047,0.09523809523809523,0.09523809523809523,3.6,9.0,3.6,7.2,4.8
2026-07-20,2026,824679,2026-05-22,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,Houston Astros,1,,1,4.2,14,23.0,22.0,90.0,59.0,5.0,1.0,0.0,8.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0,1,0,0,5.2,1.9285714285714284,0.21739130434782608,0.043478260869565216,0.17391304347826086,1.9285714285714284,15.428571428571427,1.9285714285714284,9.642857142857142,1.2857142857142856
2026-07-20,2026,824600,2026-05-16,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,Chicago White Sox,0,,1,5.0,15,24.0,23.0,90.0,61.0,2.0,1.0,0.0,8.0,1.0,0.0,5.0,8.0,8.0,0.0,0.0,0,1,0,0,4.97,1.8,0.08333333333333333,0.041666666666666664,0.041666666666666664,9.0,14.4,1.8,3.6,12.8
2026-07-20,2026,822902,2026-05-10,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,Texas Rangers,0,,1,5.1,16,22.0,19.0,90.0,61.0,4.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,3.94,1.125,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,6.75,3.375,6.75,0.1875
2026-07-20,2026,824682,2026-05-05,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,Cincinnati Reds,1,,1,5.2,17,23.0,22.0,100.0,59.0,5.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0,0,0,0,4.24,1.0588235294117647,0.21739130434782608,0.043478260869565216,0.17391304347826086,3.176470588235294,7.941176470588235,1.588235294117647,7.941176470588235,3.352941176470588
2026-07-20,2026,823312,2026-04-29,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,San Diego Padres,0,,1,7.0,21,25.0,24.0,95.0,66.0,6.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1,0,0,0,4.41,0.5714285714285714,0.24,0.04,0.19999999999999998,2.5714285714285716,3.857142857142857,1.2857142857142858,7.714285714285714,2.4285714285714284
2026-07-20,2026,823962,2026-04-24,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,Los Angeles Dodgers,0,,1,5.0,15,21.0,18.0,85.0,53.0,4.0,3.0,0.0,4.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0,0,0,0,4.55,1.4,0.19047619047619047,0.14285714285714285,0.047619047619047616,1.8,7.2,5.4,7.2,2.8
2026-07-20,2026,824694,2026-04-18,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,New York Mets,1,,1,6.0,18,24.0,21.0,100.0,61.0,4.0,3.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,3.97,1.3333333333333333,0.16666666666666666,0.125,0.04166666666666666,1.5,7.5,4.5,6.0,2.3333333333333335
2026-07-20,2026,824696,2026-04-12,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,Pittsburgh Pirates,1,,1,6.0,18,26.0,23.0,102.0,59.0,10.0,2.0,0.0,6.0,0.0,0.0,3.0,6.0,6.0,1.0,0.0,0,0,0,0,4.86,1.3333333333333333,0.38461538461538464,0.07692307692307693,0.3076923076923077,4.5,9.0,3.0,15.0,4.666666666666667
2026-07-20,2026,823002,2026-04-06,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,Tampa Bay Rays,0,,1,6.0,18,25.0,25.0,83.0,53.0,4.0,0.0,0.0,7.0,2.0,0.0,2.0,4.0,3.0,0.0,0.0,0,1,0,0,2.53,1.1666666666666667,0.16,0.0,0.16,3.0,10.5,0.0,6.0,3.0
2026-07-20,2026,824699,2026-03-31,592791,Jameson Taillon,Chicago Cubs,Chicago Cubs,Los Angeles Angels,1,,1,4.2,14,20.0,16.0,85.0,52.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.2857142857142856,0.15,0.2,-0.05000000000000002,0.0,3.8571428571428568,7.7142857142857135,5.785714285714286,0.6428571428571428
2026-07-20,2026,822881,2026-07-07,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Los Angeles Angels,1,,1,5.0,15,21.0,19.0,80.0,49.0,7.0,2.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0,0,0,0,3.49,1.4,0.3333333333333333,0.09523809523809523,0.23809523809523808,0.0,9.0,3.6,12.6,-1.6
2026-07-20,2026,824418,2026-06-30,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Cleveland Guardians,0,,1,7.0,21,25.0,25.0,96.0,69.0,9.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1,0,0,0,3.48,0.5714285714285714,0.36,0.0,0.36,1.2857142857142858,5.142857142857143,0.0,11.571428571428571,-0.7142857142857143
2026-07-20,2026,823850,2026-06-24,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Miami Marlins,0,,1,6.0,18,23.0,20.0,91.0,58.0,8.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0,1,0,0,3.55,1.0,0.34782608695652173,0.08695652173913043,0.2608695652173913,0.0,6.0,3.0,12.0,-1.6666666666666667
2026-07-20,2026,822886,2026-06-19,594798,Jacob deGrom,Texas Rangers,Texas Rangers,San Diego Padres,1,,1,6.0,18,27.0,24.0,106.0,70.0,9.0,3.0,1.0,6.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,1,0,0,0,3.59,1.5,0.3333333333333333,0.1111111111111111,0.2222222222222222,3.0,9.0,4.5,13.5,2.3333333333333335
2026-07-20,2026,824749,2026-06-13,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Boston Red Sox,0,,1,6.0,18,23.0,23.0,90.0,56.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0,0,0,0,3.17,1.0,0.21739130434782608,0.0,0.21739130434782608,0.0,9.0,0.0,7.5,-1.6666666666666667
2026-07-20,2026,822890,2026-06-07,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Cleveland Guardians,1,,1,6.0,18,23.0,21.0,87.0,58.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.18,0.8333333333333334,0.2608695652173913,0.08695652173913043,0.17391304347826086,0.0,4.5,3.0,9.0,-1.0
2026-07-20,2026,823050,2026-06-01,594798,Jacob deGrom,Texas Rangers,Texas Rangers,St. Louis Cardinals,0,,1,5.0,15,21.0,20.0,91.0,59.0,8.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.48,1.0,0.38095238095238093,0.047619047619047616,0.3333333333333333,0.0,7.2,1.8,14.4,-2.6
2026-07-20,2026,822897,2026-05-27,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Houston Astros,1,,1,6.0,18,23.0,21.0,97.0,62.0,6.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,0,0,3.77,0.8333333333333334,0.2608695652173913,0.043478260869565216,0.21739130434782608,1.5,6.0,1.5,9.0,0.6666666666666666
2026-07-20,2026,824029,2026-05-22,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Los Angeles Angels,0,,1,3.0,9,18.0,15.0,65.0,41.0,3.0,3.0,0.0,6.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0,1,0,0,3.86,3.0,0.16666666666666666,0.16666666666666666,0.0,6.0,18.0,9.0,9.0,9.666666666666666
2026-07-20,2026,824193,2026-05-16,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Houston Astros,0,,1,6.0,18,23.0,23.0,94.0,60.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0,1,0,0,3.02,0.8333333333333334,0.17391304347826086,0.0,0.17391304347826086,6.0,7.5,0.0,6.0,7.333333333333333
2026-07-20,2026,822902,2026-05-10,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Chicago Cubs,1,,1,7.0,21,24.0,24.0,94.0,65.0,10.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2.62,0.42857142857142855,0.4166666666666667,0.0,0.4166666666666667,0.0,3.857142857142857,0.0,12.857142857142858,-2.857142857142857
2026-07-20,2026,823553,2026-05-05,594798,Jacob deGrom,Texas Rangers,Texas Rangers,New York Yankees,0,,1,6.1,19,27.0,26.0,94.0,66.0,7.0,1.0,0.0,7.0,2.0,0.0,2.0,6.0,6.0,0.0,0.0,0,1,0,0,3.11,1.2631578947368423,0.25925925925925924,0.037037037037037035,0.2222222222222222,2.8421052631578947,9.947368421052632,1.4210526315789473,9.947368421052632,2.368421052631579
2026-07-20,2026,822908,2026-04-28,594798,Jacob deGrom,Texas Rangers,Texas Rangers,New York Yankees,1,,1,6.0,18,22.0,22.0,93.0,56.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,2.01,0.5,0.22727272727272727,0.0,0.22727272727272727,0.0,4.5,0.0,7.5,-1.6666666666666667
2026-07-20,2026,822912,2026-04-23,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Pittsburgh Pirates,1,,1,5.2,17,23.0,22.0,89.0,63.0,10.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,2.13,1.0588235294117647,0.43478260869565216,0.043478260869565216,0.3913043478260869,1.588235294117647,7.941176470588235,1.588235294117647,15.88235294117647,-0.7058823529411764
2026-07-20,2026,823152,2026-04-17,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Seattle Mariners,0,,1,4.0,12,17.0,15.0,88.0,57.0,3.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.29,1.5,0.17647058823529413,0.11764705882352941,0.05882352941176472,0.0,9.0,4.5,6.75,0.0
2026-07-20,2026,823966,2026-04-12,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Los Angeles Dodgers,0,,1,6.0,18,24.0,21.0,93.0,64.0,9.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0,0,2.87,1.1666666666666667,0.375,0.125,0.25,1.5,6.0,4.5,13.5,0.16666666666666666
2026-07-20,2026,822918,2026-04-06,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Seattle Mariners,1,,1,5.0,15,17.0,16.0,78.0,49.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,3.72,0.4,0.35294117647058826,0.058823529411764705,0.29411764705882354,1.8,1.8,1.8,10.8,0.8
2026-07-20,2026,824861,2026-03-31,594798,Jacob deGrom,Texas Rangers,Texas Rangers,Baltimore Orioles,0,,1,4.2,14,20.0,20.0,79.0,56.0,7.0,0.0,0.0,6.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0,0,0,0,5.79,1.2857142857142856,0.35,0.0,0.35,1.9285714285714284,11.571428571428571,0.0,13.5,-0.21428571428571427
2026-07-20,2026,824253,2026-07-08,605488,Jeffrey Springs,Athletics,Athletics,Detroit Tigers,0,,1,4.1,13,23.0,19.0,92.0,49.0,4.0,4.0,0.0,6.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0,1,0,0,6.08,2.307692307692308,0.17391304347826086,0.17391304347826086,0.0,4.153846153846154,12.461538461538462,8.307692307692308,8.307692307692308,6.923076923076923
2026-07-20,2026,824984,2026-06-30,605488,Jeffrey Springs,Athletics,Athletics,Los Angeles Dodgers,1,,1,5.1,16,28.0,23.0,92.0,52.0,2.0,4.0,0.0,8.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,0,1,0,0,5.79,2.25,0.07142857142857142,0.14285714285714285,-0.07142857142857142,3.375,13.5,6.75,3.375,6.375
2026-07-20,2026,823209,2026-06-25,605488,Jeffrey Springs,Athletics,Athletics,San Francisco Giants,0,,1,5.1,16,21.0,19.0,87.0,59.0,6.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0,0,0,0,5.52,0.9375,0.2857142857142857,0.09523809523809523,0.19047619047619047,1.6875,5.0625,3.375,10.125,1.3125
2026-07-20,2026,824990,2026-06-19,605488,Jeffrey Springs,Athletics,Athletics,Los Angeles Angels,1,,1,3.2,11,18.0,13.0,86.0,47.0,4.0,4.0,0.0,4.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,0,0,0,0,5.55,2.181818181818182,0.2222222222222222,0.2222222222222222,0.0,4.909090909090909,9.818181818181818,9.818181818181818,9.818181818181818,8.181818181818182
2026-07-20,2026,824994,2026-06-14,605488,Jeffrey Springs,Athletics,Athletics,Colorado Rockies,1,,1,4.0,12,20.0,20.0,77.0,51.0,5.0,0.0,0.0,7.0,1.0,0.0,3.0,8.0,6.0,0.0,0.0,0,1,0,0,5.13,1.75,0.25,0.0,0.25,6.75,15.75,0.0,11.25,7.25
