date,season,game_id,pitcher_id,pitcher_name,team,opponent,side,is_home,games,games_started,innings_pitched,innings_decimal,era,whip,strikeouts,walks,hits_allowed,earned_runs,home_runs_allowed,batters_faced,wins,losses,season_k_per_start,avg_ip_per_start,walks_per_start,hits_per_start,earned_runs_per_start,win_rate,k_per_9,bb_per_9,hits_per_9,hr_per_9,strikeout_rate,walk_rate,k_minus_bb_rate,fip_component
2026-07-21,2026,825056,678022,Jack Perkins,Athletics,Arizona Diamondbacks,away,0,24.0,6.0,57.2,57.666666666666664,6.87,1.44,72.0,23.0,60.0,44.0,10.0,264.0,2.0,5.0,12.0,9.61111111111111,3.8333333333333335,10.0,7.333333333333333,0.3333333333333333,11.23699421965318,3.5895953757225434,9.364161849710984,1.560693641618497,0.2727272727272727,0.08712121212121213,0.18560606060606058,0.953757225433526
2026-07-21,2026,824895,625643,Reynaldo López,Atlanta Braves,San Diego Padres,home,1,22.0,9.0,61.2,61.666666666666664,3.5,1.26,54.0,25.0,53.0,24.0,8.0,260.0,4.0,2.0,6.0,6.851851851851851,2.7777777777777777,5.888888888888889,2.6666666666666665,0.4444444444444444,7.881081081081081,3.6486486486486487,7.735135135135136,1.1675675675675676,0.2076923076923077,0.09615384615384616,0.11153846153846154,1.1513513513513514
2026-07-21,2026,824735,680694,Kyle Bradish,Baltimore Orioles,Boston Red Sox,away,0,19.0,19.0,107.1,107.33333333333333,3.61,1.35,106.0,50.0,95.0,43.0,12.0,454.0,6.0,9.0,5.578947368421052,5.649122807017544,2.6315789473684212,5.0,2.263157894736842,0.3157894736842105,8.888198757763975,4.192546583850932,7.965838509316771,1.0062111801242237,0.23348017621145375,0.11013215859030837,0.12334801762114539,0.8757763975155279
2026-07-21,2026,824735,700842,Eduardo Rivera,Boston Red Sox,Baltimore Orioles,home,1,3.0,2.0,9.1,9.333333333333334,2.89,0.96,9.0,4.0,5.0,3.0,1.0,36.0,0.0,0.0,4.5,4.666666666666667,2.0,2.5,1.5,0.0,8.678571428571429,3.8571428571428568,4.821428571428571,0.9642857142857142,0.25,0.1111111111111111,0.1388888888888889,0.75
2026-07-21,2026,824652,656849,David Peterson,Chicago Cubs,Detroit Tigers,home,1,19.0,11.0,82.1,82.33333333333333,6.45,1.64,70.0,37.0,98.0,59.0,9.0,382.0,4.0,7.0,6.363636363636363,7.484848484848484,3.3636363636363638,8.909090909090908,5.363636363636363,0.36363636363636365,7.651821862348179,4.044534412955466,10.71255060728745,0.9838056680161944,0.18324607329842932,0.0968586387434555,0.08638743455497382,1.0688259109311742
2026-07-21,2026,822871,702273,Noah Schultz,Chicago White Sox,Texas Rangers,away,0,11.0,11.0,53.0,53.0,5.6,1.36,47.0,29.0,43.0,33.0,8.0,231.0,3.0,6.0,4.2727272727272725,4.818181818181818,2.6363636363636362,3.909090909090909,3.0,0.2727272727272727,7.981132075471698,4.9245283018867925,7.30188679245283,1.3584905660377358,0.20346320346320346,0.12554112554112554,0.07792207792207792,1.830188679245283
2026-07-21,2026,823114,695505,Chase Burns,Cincinnati Reds,Seattle Mariners,away,0,18.0,18.0,102.2,102.66666666666667,2.54,1.11,118.0,37.0,77.0,29.0,12.0,413.0,11.0,1.0,6.555555555555555,5.703703703703704,2.0555555555555554,4.277777777777778,1.6111111111111112,0.6111111111111112,10.344155844155845,3.2435064935064934,6.75,1.051948051948052,0.2857142857142857,0.08958837772397095,0.19612590799031476,0.3019480519480519
2026-07-21,2026,824409,800048,Parker Messick,Cleveland Guardians,Minnesota Twins,home,1,19.0,19.0,112.0,112.0,2.73,1.07,110.0,36.0,84.0,34.0,10.0,445.0,8.0,5.0,5.7894736842105265,5.894736842105263,1.894736842105263,4.421052631578948,1.7894736842105263,0.42105263157894735,8.839285714285714,2.892857142857143,6.75,0.8035714285714286,0.24719101123595505,0.08089887640449438,0.16629213483146066,0.16071428571428573
2026-07-21,2026,824329,547179,Michael Lorenzen,Colorado Rockies,Washington Nationals,home,1,21.0,20.0,97.0,97.0,6.22,1.77,73.0,38.0,134.0,67.0,14.0,463.0,3.0,9.0,3.65,4.85,1.9,6.7,3.35,0.15,6.77319587628866,3.5257731958762886,12.43298969072165,1.2989690721649485,0.15766738660907129,0.08207343412526998,0.07559395248380131,1.5463917525773196
2026-07-21,2026,824652,664285,Framber Valdez,Detroit Tigers,Chicago Cubs,away,0,19.0,19.0,107.2,107.66666666666667,4.1,1.32,87.0,36.0,106.0,49.0,11.0,469.0,5.0,6.0,4.578947368421052,5.666666666666667,1.894736842105263,5.578947368421052,2.5789473684210527,0.2631578947368421,7.272445820433436,3.009287925696594,8.860681114551083,0.9195046439628483,0.18550106609808104,0.0767590618336887,0.10874200426439233,0.7151702786377708
