date,season,game_id,pitcher_id,pitcher_name,team,opponent,side,is_home,games,games_started,innings_pitched,innings_decimal,era,whip,strikeouts,walks,hits_allowed,earned_runs,home_runs_allowed,batters_faced,wins,losses,season_k_per_start,avg_ip_per_start,walks_per_start,hits_per_start,earned_runs_per_start,win_rate,k_per_9,bb_per_9,hits_per_9,hr_per_9,strikeout_rate,walk_rate,k_minus_bb_rate,fip_component
2026-07-24,2026,822707,593958,Eduardo Rodriguez,Arizona Diamondbacks,Washington Nationals,away,0,20.0,20.0,116.2,116.66666666666667,2.62,1.22,82.0,41.0,101.0,34.0,12.0,478.0,8.0,3.0,4.1,5.833333333333334,2.05,5.05,1.7,0.4,6.325714285714286,3.162857142857143,7.791428571428571,0.9257142857142857,0.17154811715481172,0.08577405857740586,0.08577405857740586,0.9857142857142857
2026-07-24,2026,823680,682052,Jacob Lopez,Athletics,Minnesota Twins,away,0,15.0,12.0,59.2,59.666666666666664,6.64,1.73,49.0,36.0,67.0,44.0,11.0,281.0,4.0,4.0,4.083333333333333,4.972222222222222,3.0,5.583333333333333,3.6666666666666665,0.3333333333333333,7.391061452513966,5.430167597765363,10.106145251396649,1.6592178770949721,0.17437722419928825,0.12811387900355872,0.04626334519572953,2.564245810055866
2026-07-24,2026,824812,656550,Grant Holmes,Atlanta Braves,Baltimore Orioles,away,0,19.0,18.0,92.1,92.33333333333333,3.7,1.34,78.0,41.0,83.0,38.0,15.0,400.0,6.0,4.0,4.333333333333333,5.12962962962963,2.2777777777777777,4.611111111111111,2.111111111111111,0.3333333333333333,7.6028880866426,3.9963898916967513,8.090252707581229,1.4620938628158846,0.195,0.1025,0.09250000000000001,1.7545126353790614
2026-07-24,2026,824733,663776,Patrick Sandoval,Boston Red Sox,Toronto Blue Jays,home,1,2.0,2.0,9.1,9.333333333333334,4.82,1.71,10.0,2.0,14.0,5.0,1.0,42.0,0.0,0.0,5.0,4.666666666666667,1.0,7.0,2.5,0.0,9.642857142857142,1.9285714285714284,13.5,0.9642857142857142,0.23809523809523808,0.047619047619047616,0.19047619047619047,-0.10714285714285714
2026-07-24,2026,823352,571510,Matthew Boyd,Chicago Cubs,Pittsburgh Pirates,away,0,10.0,10.0,52.0,52.0,4.15,1.21,51.0,14.0,49.0,24.0,6.0,217.0,6.0,1.0,5.1,5.2,1.4,4.9,2.4,0.6,8.826923076923077,2.423076923076923,8.48076923076923,1.0384615384615385,0.2350230414746544,0.06451612903225806,0.17050691244239632,0.34615384615384615
2026-07-24,2026,824573,663436,Davis Martin,Chicago White Sox,Houston Astros,home,1,19.0,19.0,106.0,106.0,3.31,1.27,97.0,33.0,102.0,39.0,6.0,440.0,9.0,5.0,5.105263157894737,5.578947368421052,1.736842105263158,5.368421052631579,2.0526315789473686,0.47368421052631576,8.235849056603774,2.80188679245283,8.660377358490566,0.5094339622641509,0.22045454545454546,0.075,0.14545454545454545,-0.16037735849056603
2026-07-24,2026,823031,695076,Rhett Lowder,Cincinnati Reds,St. Louis Cardinals,away,0,17.0,14.0,72.0,72.0,5.75,1.64,61.0,35.0,83.0,46.0,9.0,335.0,3.0,7.0,4.357142857142857,5.142857142857143,2.5,5.928571428571429,3.2857142857142856,0.21428571428571427,7.625,4.375,10.375,1.125,0.18208955223880596,0.1044776119402985,0.07761194029850746,1.3888888888888888
2026-07-24,2026,822952,676282,Joey Cantillo,Cleveland Guardians,Tampa Bay Rays,away,0,21.0,21.0,106.0,106.0,3.74,1.42,112.0,52.0,99.0,44.0,12.0,455.0,8.0,5.0,5.333333333333333,5.0476190476190474,2.4761904761904763,4.714285714285714,2.0952380952380953,0.38095238095238093,9.50943396226415,4.415094339622642,8.40566037735849,1.0188679245283019,0.24615384615384617,0.11428571428571428,0.1318681318681319,0.8301886792452831
2026-07-24,2026,823759,608372,Tomoyuki Sugano,Colorado Rockies,Milwaukee Brewers,away,0,17.0,17.0,90.2,90.66666666666667,4.76,1.29,51.0,23.0,94.0,48.0,18.0,382.0,9.0,4.0,3.0,5.333333333333334,1.3529411764705883,5.529411764705882,2.823529411764706,0.5294117647058824,5.0625,2.2830882352941173,9.330882352941176,1.7867647058823528,0.13350785340314136,0.060209424083769635,0.07329842931937172,2.2169117647058822
2026-07-24,2026,824248,669373,Tarik Skubal,Detroit Tigers,Kansas City Royals,home,1,14.0,14.0,82.2,82.66666666666667,2.83,0.93,98.0,11.0,66.0,26.0,10.0,321.0,6.0,5.0,7.0,5.904761904761905,0.7857142857142857,4.714285714285714,1.8571428571428572,0.42857142857142855,10.669354838709676,1.1975806451612903,7.185483870967741,1.0887096774193548,0.3052959501557632,0.03426791277258567,0.27102803738317754,-0.39919354838709675
2026-07-24,2026,824573,681293,Spencer Arrighetti,Houston Astros,Chicago White Sox,away,0,16.0,16.0,87.0,87.0,4.34,1.31,87.0,48.0,66.0,42.0,12.0,377.0,7.0,5.0,5.4375,5.4375,3.0,4.125,2.625,0.4375,9.0,4.9655172413793105,6.827586206896552,1.2413793103448276,0.23076923076923078,0.1273209549071618,0.10344827586206898,1.4482758620689655
2026-07-24,2026,824248,694360,Beck Way,Kansas City Royals,Detroit Tigers,away,0,18.0,0.0,22.1,22.333333333333332,3.22,1.52,21.0,10.0,24.0,8.0,4.0,98.0,1.0,0.0,,,,,,,8.46268656716418,4.029850746268657,9.671641791044777,1.6119402985074627,0.21428571428571427,0.10204081632653061,0.11224489795918366,1.791044776119403
2026-07-24,2026,823196,680570,Grayson Rodriguez,Los Angeles Angels,San Francisco Giants,away,0,8.0,8.0,35.0,35.0,8.23,1.77,27.0,17.0,45.0,32.0,5.0,168.0,3.0,3.0,3.375,4.375,2.125,5.625,4.0,0.375,6.942857142857143,4.371428571428571,11.571428571428571,1.2857142857142858,0.16071428571428573,0.10119047619047619,0.059523809523809534,1.7714285714285714
2026-07-24,2026,823601,808963,Roki Sasaki,Los Angeles Dodgers,New York Mets,away,0,17.0,17.0,86.2,86.66666666666667,4.98,1.34,85.0,34.0,82.0,48.0,19.0,374.0,3.0,5.0,5.0,5.098039215686275,2.0,4.823529411764706,2.823529411764706,0.17647058823529413,8.826923076923077,3.5307692307692307,8.515384615384615,1.973076923076923,0.22727272727272727,0.09090909090909091,0.13636363636363635,2.065384615384615
2026-07-24,2026,823759,675660,Shane Drohan,Milwaukee Brewers,Colorado Rockies,home,1,20.0,10.0,76.0,76.0,3.2,1.18,76.0,21.0,69.0,27.0,6.0,317.0,5.0,3.0,7.6,7.6,2.1,6.9,2.7,0.5,9.0,2.486842105263158,8.171052631578947,0.7105263157894737,0.23974763406940064,0.06624605678233439,0.17350157728706625,-0.14473684210526316
2026-07-24,2026,823680,805673,Zebby Matthews,Minnesota Twins,Athletics,home,1,12.0,12.0,70.0,70.0,5.4,1.34,58.0,21.0,73.0,42.0,15.0,297.0,4.0,7.0,4.833333333333333,5.833333333333333,1.75,6.083333333333333,3.5,0.3333333333333333,7.457142857142857,2.7,9.385714285714286,1.9285714285714286,0.19528619528619529,0.0707070707070707,0.12457912457912458,2.0285714285714285
2026-07-24,2026,823601,640455,Sean Manaea,New York Mets,Los Angeles Dodgers,home,1,21.0,7.0,79.2,79.66666666666667,4.74,1.36,81.0,26.0,82.0,42.0,12.0,353.0,2.0,5.0,11.571428571428571,11.380952380952381,3.7142857142857144,11.714285714285714,6.0,0.2857142857142857,9.150627615062762,2.937238493723849,9.263598326359832,1.3556485355648535,0.22946175637393768,0.07365439093484419,0.1558073654390935,0.903765690376569
2026-07-24,2026,823434,693645,Cam Schlittler,New York Yankees,Philadelphia Phillies,away,0,21.0,21.0,123.0,123.0,2.2,0.96,145.0,25.0,93.0,30.0,12.0,489.0,9.0,6.0,6.904761904761905,5.857142857142857,1.1904761904761905,4.428571428571429,1.4285714285714286,0.42857142857142855,10.609756097560975,1.829268292682927,6.804878048780488,0.8780487804878049,0.2965235173824131,0.05112474437627812,0.245398773006135,-0.4796747967479675
2026-07-24,2026,823434,666200,Jesús Luzardo,Philadelphia Phillies,New York Yankees,home,1,20.0,20.0,115.1,115.33333333333333,3.43,1.21,143.0,37.0,102.0,44.0,10.0,483.0,9.0,4.0,7.15,5.766666666666667,1.85,5.1,2.2,0.45,11.158959537572255,2.88728323699422,7.959537572254336,0.7803468208092486,0.29606625258799174,0.07660455486542443,0.2194616977225673,-0.3901734104046243
2026-07-24,2026,823352,683003,Jared Jones,Pittsburgh Pirates,Chicago Cubs,home,1,9.0,9.0,40.0,40.0,4.05,1.1,48.0,12.0,32.0,18.0,5.0,163.0,2.0,1.0,5.333333333333333,4.444444444444445,1.3333333333333333,3.5555555555555554,2.0,0.2222222222222222,10.8,2.7,7.2,1.125,0.294478527607362,0.0736196319018405,0.22085889570552147,0.125
