date,game_id,game_status,game_status_code,venue_id,venue,team,opponent,pitcher_id,pitcher_name,opposing_pitcher_id,opposing_pitcher_name,side,is_home,home_team,away_team
2026-07-22,822784,Scheduled,S,14,Rogers Centre,Tampa Bay Rays,Toronto Blue Jays,643377,Griffin Jax,680755.0,Braydon Fisher,away,0,Toronto Blue Jays,Tampa Bay Rays
2026-07-22,822784,Scheduled,S,14,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,680755,Braydon Fisher,643377.0,Griffin Jax,home,1,Toronto Blue Jays,Tampa Bay Rays
2026-07-22,822873,Scheduled,S,5325,Globe Life Field,Chicago White Sox,Texas Rangers,641743,Anthony Kay,641302.0,Tyler Alexander,away,0,Texas Rangers,Chicago White Sox
2026-07-22,822873,Scheduled,S,5325,Globe Life Field,Texas Rangers,Chicago White Sox,641302,Tyler Alexander,641743.0,Anthony Kay,home,1,Texas Rangers,Chicago White Sox
2026-07-22,823110,In Progress,I,680,T-Mobile Park,Cincinnati Reds,Seattle Mariners,663903,Brady Singer,676106.0,Emerson Hancock,away,0,Seattle Mariners,Cincinnati Reds
2026-07-22,823110,In Progress,I,680,T-Mobile Park,Seattle Mariners,Cincinnati Reds,676106,Emerson Hancock,663903.0,Brady Singer,home,1,Seattle Mariners,Cincinnati Reds
2026-07-22,823438,Pre-Game,P,2681,Citizens Bank Park,Los Angeles Dodgers,Philadelphia Phillies,641778,Eric Lauer,605400.0,Aaron Nola,away,0,Philadelphia Phillies,Los Angeles Dodgers
2026-07-22,823438,Pre-Game,P,2681,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,605400,Aaron Nola,641778.0,Eric Lauer,home,1,Philadelphia Phillies,Los Angeles Dodgers
2026-07-22,823518,In Progress,I,3313,Yankee Stadium,Pittsburgh Pirates,New York Yankees,656605,Mitch Keller,543037.0,Gerrit Cole,away,0,New York Yankees,Pittsburgh Pirates
2026-07-22,823518,In Progress,I,3313,Yankee Stadium,New York Yankees,Pittsburgh Pirates,543037,Gerrit Cole,656605.0,Mitch Keller,home,1,New York Yankees,Pittsburgh Pirates
2026-07-22,823519,Scheduled,S,3313,Yankee Stadium,Pittsburgh Pirates,New York Yankees,696149,Bubba Chandler,608331.0,Max Fried,away,0,New York Yankees,Pittsburgh Pirates
2026-07-22,823519,Scheduled,S,3313,Yankee Stadium,New York Yankees,Pittsburgh Pirates,608331,Max Fried,696149.0,Bubba Chandler,home,1,New York Yankees,Pittsburgh Pirates
2026-07-22,823761,In Progress,I,32,American Family Field,New York Mets,Milwaukee Brewers,681035,Christian Scott,701656.0,Logan Henderson,away,0,Milwaukee Brewers,New York Mets
2026-07-22,823761,In Progress,I,32,American Family Field,Milwaukee Brewers,New York Mets,701656,Logan Henderson,681035.0,Christian Scott,home,1,Milwaukee Brewers,New York Mets
2026-07-22,824004,Warmup,PW,1,Angel Stadium,St. Louis Cardinals,Los Angeles Angels,690928,Hunter Dobbins,672282.0,Reid Detmers,away,0,Los Angeles Angels,St. Louis Cardinals
2026-07-22,824004,Warmup,PW,1,Angel Stadium,Los Angeles Angels,St. Louis Cardinals,672282,Reid Detmers,690928.0,Hunter Dobbins,home,1,Los Angeles Angels,St. Louis Cardinals
2026-07-22,824083,In Progress,I,7,Kauffman Stadium,San Francisco Giants,Kansas City Royals,694738,Landen Roupp,607625.0,Seth Lugo,away,0,Kansas City Royals,San Francisco Giants
2026-07-22,824083,In Progress,I,7,Kauffman Stadium,Kansas City Royals,San Francisco Giants,607625,Seth Lugo,694738.0,Landen Roupp,home,1,Kansas City Royals,San Francisco Giants
2026-07-22,824166,Scheduled,S,2392,Daikin Park,Miami Marlins,Houston Astros,645261,Sandy Alcantara,663567.0,Peter Lambert,away,0,Houston Astros,Miami Marlins
2026-07-22,824166,Scheduled,S,2392,Daikin Park,Houston Astros,Miami Marlins,663567,Peter Lambert,645261.0,Sandy Alcantara,home,1,Houston Astros,Miami Marlins
2026-07-22,824327,In Progress,I,19,Coors Field,Washington Nationals,Colorado Rockies,676917,Cade Cavalli,687312.0,Gabriel Hughes,away,0,Colorado Rockies,Washington Nationals
2026-07-22,824327,In Progress,I,19,Coors Field,Colorado Rockies,Washington Nationals,687312,Gabriel Hughes,676917.0,Cade Cavalli,home,1,Colorado Rockies,Washington Nationals
2026-07-22,824408,Pre-Game,P,5,Progressive Field,Minnesota Twins,Cleveland Guardians,641927,Bailey Ober,677944.0,Slade Cecconi,away,0,Cleveland Guardians,Minnesota Twins
2026-07-22,824408,Pre-Game,P,5,Progressive Field,Cleveland Guardians,Minnesota Twins,677944,Slade Cecconi,641927.0,Bailey Ober,home,1,Cleveland Guardians,Minnesota Twins
