feature,importance,importance_rank
last10_plate_appearances_avg,0.0027602228801697493,131
last10_rbi_std,0.0027585187926888466,132
season_fantasy_score_per_pa,0.0027582624461501837,133
trend_last3_vs_last10_singles,0.00275445100851357,134
trend_last10_vs_season_fantasy_score,0.0027508335188031197,135
last5_plate_appearances_std,0.0027481145225465298,136
last3_hits_runs_rbis_std,0.0027441149577498436,137
trend_last5_vs_last20_walks,0.0027322617825120687,138
last10_total_bases_std,0.00272941030561924,139
last5_hit_by_pitch_avg,0.0027273527812212706,140
trend_last3_vs_last10_hits,0.0027217536699026823,141
last20_runs_avg,0.0027140371967107058,142
last20_rbi_per_pa,0.002710789442062378,143
last3_singles_per_pa,0.0027099675498902798,144
last5_fantasy_score_coefficient_variation,0.0027098471764475107,145
opponent_pitcher_id,0.002703622682020068,146
last3_fantasy_score_min,0.0027035092934966087,147
last20_singles_per_ab,0.002698414260521531,148
last20_doubles_avg,0.0026970868930220604,149
last3_doubles_avg,0.0026858604978770018,150
trend_last3_vs_last10_fantasy_score,0.0026705963537096977,151
prior_games,0.002665633335709572,152
opponent_pitcher_last10_avg_earned_runs,0.0026565256994217634,153
trend_last3_vs_last10_at_bats,0.002640528604388237,154
last10_hits_runs_rbis_std,0.002639276208356023,155
last20_singles_std,0.002635916229337454,156
last20_walks_avg,0.0026302917394787073,157
trend_last10_vs_season_doubles,0.002629584865644574,158
last10_hit_by_pitch_per_pa,0.0026169130578637123,159
last3_total_bases_per_ab,0.002614286495372653,160
opponent_pitcher_last10_avg_home_runs,0.0026103854179382324,161
last10_strikeouts_per_ab,0.002603852888569236,162
trend_last5_vs_last20_home_runs,0.002586931688711047,163
last20_hits_runs_rbis_max,0.0025802114978432655,164
last20_total_bases_per_ab,0.0025677939411252737,165
last10_total_bases_coefficient_variation,0.0025653927586972713,166
last20_strikeouts_per_ab,0.002559116343036294,167
season_hit_by_pitch_per_pa,0.0025560250505805016,168
last20_at_bats_std,0.0025540594942867756,169
last20_strikeouts_std,0.0025528359692543745,170
last5_singles_std,0.0025495083536952734,171
trend_last10_vs_season_strikeouts,0.0025450107641518116,172
last5_hits_per_ab,0.002541805151849985,173
trend_last5_vs_last20_singles,0.0025389129295945168,174
last5_rbi_per_pa,0.0025367119815200567,175
last20_total_bases_coefficient_variation,0.0025356330443173647,176
last3_runs_coefficient_variation,0.0025353096425533295,177
caught_stealing,0.0025322018191218376,178
opponent_pitcher_last5_avg_strikeouts_per_9,0.0025293887592852116,179
last5_hit_by_pitch_per_pa,0.0025270385667681694,180
last20_home_runs_avg,0.0025167532730847597,181
last10_walks_per_pa,0.0025093024596571922,182
last10_rbi_coefficient_variation,0.002507223980501294,183
trend_last3_vs_last10_hits_runs_rbis,0.0025046016089618206,184
last5_at_bats_avg,0.0025025135837495327,185
last3_hits_runs_rbis_avg,0.0024992371909320354,186
trend_last5_vs_last20_rbi,0.00249802740290761,187
trend_last10_vs_season_hit_by_pitch,0.0024979182053357363,188
opponent_pitcher_season_std_walks_per_9,0.0024882510770112276,189
last5_at_bats_std,0.002484965603798628,190
trend_last5_vs_last20_strikeouts,0.002484082244336605,191
expected_hits_runs_rbis_from_opportunity,0.0024810568429529667,192
last20_home_runs_std,0.00248013180680573,193
last20_hit_by_pitch_std,0.0024713589809834957,194
last3_total_bases_per_pa,0.002468074904754758,195
previous_game_total_bases,0.00245397980324924,196
trend_last5_vs_last20_runs,0.00245074019767344,197
last20_hits_per_ab,0.0024469399359077215,198
opponent_pitcher_season_avg_walks_per_9,0.002446034923195839,199
last3_strikeouts_per_ab,0.0024401494301855564,200
opponent_pitcher_last5_avg_strikeouts,0.002429002895951271,201
opponent_pitcher_last5_avg_outs_recorded,0.0024205297231674194,202
last3_walks_per_pa,0.002414788817986846,203
opponent_pitcher_season_std_home_runs,0.0023965744767338037,204
last20_home_runs_median,0.002395821502432227,205
opponent_pitcher_season_avg_whip,0.0023941390682011843,206
last10_plate_appearances_std,0.0023872575256973505,207
last3_hits_median,0.0023684885818511248,208
last3_plate_appearances_median,0.0023605520837008953,209
last3_runs_per_pa,0.002359972568228841,210
trend_last10_vs_season_walks,0.002352861687541008,211
last3_rbi_std,0.002352343872189522,212
last5_strikeouts_per_ab,0.0023523056879639626,213
opponent_pitcher_last10_avg_whip,0.002344747306779027,214
trend_last10_vs_season_singles,0.002339415019378066,215
season_std_home_runs,0.0023338354658335447,216
trend_last5_vs_last20_hits,0.0023336238227784634,217
opponent_pitcher_last3_avg_era,0.0023325420916080475,218
last5_hits_runs_rbis_coefficient_variation,0.002331516472622752,219
opponent_pitcher_history_games,0.002324644709005952,220
last3_hits_per_ab,0.0023217403795570135,221
last20_strikeouts_per_pa,0.002319230930879712,222
last3_at_bats_std,0.0023142497520893812,223
last3_at_bats_min,0.00231211818754673,224
last5_total_bases_per_ab,0.002309279516339302,225
trend_last3_vs_last10_rbi,0.0022995583713054657,226
last3_rbi_per_pa,0.0022956051398068666,227
season_stolen_bases_per_pa,0.0022867124062031507,228
opponent_pitcher_season_avg_walks,0.0022827917709946632,229
last5_runs_per_pa,0.0022761516738682985,230
last10_walks_median,0.002274316968396306,231
trend_last3_vs_last10_doubles,0.0022696303203701973,232
trend_last5_vs_last20_hits_runs_rbis,0.002267018659040332,233
last5_fantasy_score_max,0.002254167338833213,234
season_doubles_per_pa,0.002250380115583539,235
opponent_split_avg_plate_appearances,0.0022471172269433737,236
last5_home_runs_per_ab,0.002245330484583974,237
trend_last5_vs_last20_stolen_bases,0.0022416021674871445,238
season_std_hit_by_pitch,0.0022394023835659027,239
last5_fantasy_score_std,0.0022355965338647366,240
last10_hits_runs_rbis_avg,0.0022283250000327826,241
opponent_pitcher_last10_avg_fip_component,0.002219730755314231,242
trend_last3_vs_last10_plate_appearances,0.002206923672929406,243
last5_total_bases_avg,0.00220056832768023,244
trend_last3_vs_last10_total_bases,0.0021961999591439962,245
last20_hits_per_pa,0.0021931116934865713,246
opponent_pitcher_last3_avg_outs_recorded,0.0021926488261669874,247
last20_total_bases_per_pa,0.0021911782678216696,248
last20_stolen_bases_per_pa,0.0021883812732994556,249
last5_singles_median,0.0021809067111462355,250
last3_hits_runs_rbis_per_pa,0.0021731506567448378,251
last20_hit_by_pitch_per_pa,0.0021678521297872066,252
last5_plate_appearances_max,0.002163446508347988,253
last20_walks_per_pa,0.002162494696676731,254
opponent_pitcher_last10_avg_walks_per_9,0.0021623142529278994,255
season_home_runs_per_pa,0.00215445295907557,256
opponent_pitcher_last5_avg_walks,0.0021512391977012157,257
trend_last10_vs_season_plate_appearances,0.002145495032891631,258
last10_stolen_bases_per_pa,0.0021384910214692354,259
last10_hits_runs_rbis_coefficient_variation,0.0021330586168915033,260
last20_hits_runs_rbis_coefficient_variation,0.0021326409187167883,261
last20_rbi_std,0.002132079331204295,262
trend_last10_vs_season_at_bats,0.002128909109160304,263
season_hits_per_pa,0.0021282408852130175,264
last10_singles_per_ab,0.0021160992328077555,265
last20_hits_max,0.002109944587573409,266
last5_strikeouts_std,0.002102998783811927,267
month,0.00209900364279747,268
last10_doubles_avg,0.0020971791818737984,269
last5_walks_std,0.0020967444870620966,270
trend_last5_vs_last20_at_bats,0.0020929432939738035,271
last5_stolen_bases_per_pa,0.002089373068884015,272
last3_rbi_coefficient_variation,0.0020872107706964016,273
last5_hits_per_pa,0.00207566749304533,274
last20_rbi_avg,0.0020687782671302557,275
trend_last10_vs_season_rbi,0.0020422623492777348,276
last20_runs_per_pa,0.0020317761227488518,277
expected_hits_from_opportunity,0.0020297206938266754,278
last3_rbi_max,0.002027262235060334,279
last5_hits_min,0.002024149289354682,280
opponent_pitcher_season_avg_strikeouts,0.002009620191529393,281
last10_at_bats_std,0.0020056781359016895,282
