feature,importance,importance_rank
last20_fantasy_score_std,0.0014323877576501018,297
last5_rbi_avg,0.0014314605127889349,298
last10_hits_median,0.001422008429392893,299
last20_total_bases_max,0.0014160714339899615,300
last10_total_bases_std,0.001414091557295866,301
last10_rbi_avg,0.001411709118852804,302
last20_fantasy_score_per_pa,0.0014116090872459458,303
last20_singles_per_pa,0.0014095636034708555,304
last20_stolen_bases_max,0.0014091129731789546,305
last10_fantasy_score_max,0.0014032757201314662,306
last10_walks_median,0.0014031584679028378,307
last10_total_bases_max,0.0014024886133311098,308
last10_fantasy_score_avg,0.0013981843424580903,309
last20_hits_runs_rbis_max,0.0013968900447180687,310
season_stolen_bases_per_pa,0.0013943089457071512,311
last20_stolen_bases_std,0.001391453271381868,312
last3_walks_median,0.0013911632580791882,313
last10_hits_runs_rbis_max,0.0013892452411913894,314
last10_total_bases_avg,0.0013879341990686404,315
last5_rbi_max,0.0013879173935051102,316
last3_hits_runs_rbis_std,0.001379850759273753,317
opponent_pitcher_season_std_walks,0.001378402757252735,318
last10_hits_runs_rbis_std,0.001375609809569079,319
last5_total_bases_avg,0.001375216037095507,320
last3_doubles_per_ab,0.0013717320870540693,321
season_hits_runs_rbis_per_pa,0.0013707468446756525,322
last5_walks_median,0.0013676051510795948,323
last10_total_bases_per_ab,0.0013612622183102846,324
trend_last5_vs_last20_home_runs,0.0013603393480938397,325
last10_runs_avg,0.0013559164544844355,326
last5_hits_runs_rbis_std,0.001348896337489259,327
season_std_total_bases,0.0013479354193058094,328
last10_runs_max,0.0013453655546435564,329
opponent_pitcher_last3_avg_home_runs,0.0013449733578687023,330
last5_fantasy_score_std,0.0013423349534522331,331
opponent_pitcher_last5_avg_walks,0.0013416475332431463,332
last10_fantasy_score_per_pa,0.0013408606889040134,333
season_std_rbi,0.0013364108036568898,334
last3_fantasy_score_avg,0.0013354791312199475,335
last20_runs_median,0.0013321752295698069,336
last20_rbi_std,0.0013288983358389537,337
last3_hits_runs_rbis_per_pa,0.0013288850573925132,338
last20_total_bases_median,0.0013244817575770046,339
last20_hits_median,0.001321322453309226,340
last5_singles_max,0.00132052147458241,341
last20_total_bases_avg,0.001319763974966058,342
last5_rbi_std,0.0013166326963348146,343
season_rbi_per_pa,0.0013161065432886537,344
last10_rbi_std,0.0013081445991827334,345
last3_walks_avg,0.0013013488568396547,346
previous_game_home_runs,0.0013013367434689593,347
last5_runs_std,0.0013002565913847453,348
last3_hits_runs_rbis_median,0.001295508541604072,349
last20_total_bases_std,0.0012902235076349636,350
trend_last10_vs_season_triples,0.001287963088092367,351
last5_hits_runs_rbis_avg,0.0012876469778261576,352
season_avg_rbi,0.001284808995696183,353
last10_stolen_bases_max,0.0012820937523838592,354
last5_rbi_median,0.001281742316028059,355
opponent_pitcher_last3_avg_walks,0.0012810297361345417,356
last20_total_bases_per_ab,0.0012796372671603823,357
last20_total_bases_per_pa,0.0012795814447776025,358
last3_total_bases_per_pa,0.0012746473736182705,359
last5_fantasy_score_avg,0.001273947575292433,360
last3_total_bases_std,0.0012730143934292534,361
last3_hits_per_ab,0.001271412880313515,362
last5_total_bases_std,0.0012713737641117558,363
last5_fantasy_score_max,0.001271230952514808,364
last3_singles_max,0.0012694169941688395,365
last20_hit_by_pitch_avg,0.0012683935767661173,366
last5_hits_median,0.0012683181336923298,367
last3_fantasy_score_max,0.0012628031696642762,368
last3_singles_per_pa,0.0012626470591241058,369
last3_singles_avg,0.0012599445902721502,370
last3_runs_median,0.0012588620339138656,371
last5_total_bases_per_pa,0.001252982514515132,372
last20_hit_by_pitch_per_pa,0.0012516772435976547,373
last5_fantasy_score_per_pa,0.0012489749828824407,374
last10_doubles_std,0.001247879359386719,375
last5_runs_max,0.0012439521639834804,376
last10_hits_runs_rbis_avg,0.0012435352475077693,377
trend_last5_vs_last20_hit_by_pitch,0.0012418513389534068,378
last3_total_bases_per_ab,0.0012382135748491491,379
last3_rbi_per_pa,0.0012349581226714708,380
last3_total_bases_avg,0.001212084873049113,381
opponent_pitcher_season_std_earned_runs,0.0012101084596222072,382
season_std_hits_runs_rbis,0.0012093312125517658,383
last5_hits_max,0.0011941608795912808,384
season_avg_stolen_bases,0.0011924430270123976,385
last10_hits_runs_rbis_per_pa,0.0011847194984669512,386
season_fantasy_score_per_pa,0.0011818459703568551,387
last5_doubles_per_pa,0.001174221193194896,388
season_avg_home_runs,0.0011714750011281225,389
last10_stolen_bases_std,0.001171105566802957,390
last5_doubles_std,0.001165929039528039,391
opponent_pitcher_last5_avg_hits,0.0011652824233278642,392
opponent_pitcher_history_games,0.0011652764633756803,393
season_home_runs_per_pa,0.001164809980950465,394
season_total_bases_per_pa,0.0011583414591607457,395
last3_total_bases_median,0.0011517248950298892,396
opponent_pitcher_last10_avg_strikeouts,0.0011499196512994973,397
last3_hits_avg,0.0011457157458092749,398
opponent_pitcher_season_avg_strikeouts,0.0011455775088315464,399
opponent_pitcher_season_std_home_runs,0.001143800083317647,400
opponent_pitcher_last3_avg_hits,0.0011431191719301467,401
last3_hits_runs_rbis_avg,0.0011332603907209598,402
trend_last3_vs_last10_hit_by_pitch,0.0011295975766700596,403
last3_hits_max,0.0011242973300149344,404
last10_fantasy_score_std,0.0011208475349963431,405
last3_hits_runs_rbis_min,0.0011185374472719627,406
last3_total_bases_max,0.001116544686823686,407
last5_total_bases_per_ab,0.0011095685852032166,408
last20_home_runs_avg,0.0011067685598571198,409
last5_hits_runs_rbis_max,0.0011060186592378668,410
trend_last3_vs_last10_home_runs,0.0011007544923363876,411
last3_hits_median,0.0010969447650224773,412
last10_doubles_max,0.0010934173805325076,413
opponent_pitcher_season_avg_walks,0.001090991703681773,414
opponent_pitcher_season_avg_hits,0.0010872985333272027,415
last20_stolen_bases_avg,0.0010801073915770259,416
days_rest,0.0010774258878444496,417
season_std_home_runs,0.001068451218202757,418
last10_stolen_bases_per_pa,0.0010635501494755002,419
last20_home_runs_per_pa,0.0010627686534912142,420
last5_doubles_max,0.0010514866532115546,421
opponent_pitcher_last10_avg_hits,0.0010441515921115513,422
opponent_pitcher_last3_avg_era,0.001042253122575577,423
last3_rbi_max,0.001041730506034033,424
last10_home_runs_std,0.001037828826374762,425
opponent_pitcher_last5_avg_strikeouts,0.0010328465377052675,426
opponent_pitcher_last3_avg_earned_runs,0.0010245649325065687,427
last5_total_bases_max,0.0010223118059766625,428
last10_home_runs_per_ab,0.0010191565600852544,429
last20_home_runs_max,0.001016566195752141,430
last10_total_bases_per_pa,0.001010723148662909,431
last20_home_runs_std,0.0010105567908178293,432
opponent_pitcher_last10_avg_walks,0.00100508602635562,433
opponent_pitcher_season_avg_era,0.001004384729683948,434
last10_hit_by_pitch_per_pa,0.0010042700070597202,435
last10_hit_by_pitch_avg,0.0010009339818908669,436
opponent_pitcher_last5_avg_earned_runs,0.000996785502035328,437
last20_home_runs_per_ab,0.0009900109330930424,438
opponent_pitcher_season_avg_earned_runs,0.0009863375181753465,439
last3_rbi_avg,0.0009635050691676307,440
opponent_pitcher_last10_avg_home_runs,0.0009628754429590393,441
last20_stolen_bases_per_pa,0.0009555633340624817,442
last20_walks_median,0.0009446572232071801,443
last10_rbi_median,0.0009381293607783589,444
opponent_pitcher_last5_avg_home_runs,0.000934903606785092,445
last3_hits_min,0.0009225035569070225,446
last10_hit_by_pitch_max,0.0009216626588787017,447
last5_doubles_avg,0.0009144290362012094,448
opponent_pitcher_season_avg_home_runs,0.0009103889743451269,449
last3_rbi_median,0.0009067476409171434,450
last5_strikeouts_min,0.0009052081766131179,451
last10_home_runs_avg,0.0008996062770168311,452
season_triples_per_pa,0.0008976625424630383,453
opponent_pitcher_history_available,0.0008930562224224436,454
last5_fantasy_score_min,0.0008834845939061796,455
last3_doubles_per_pa,0.0008775307894030508,456
last10_home_runs_per_pa,0.000872720712694937,457
opponent_pitcher_season_std_outs_recorded,0.0008709006872966426,458
opponent_pitcher_last10_avg_earned_runs,0.0008698109233577135,459
last10_fantasy_score_min,0.0008602886621659486,460
last10_home_runs_max,0.0008386837744302427,461
last3_doubles_std,0.00083845966293215,462
last5_hits_runs_rbis_min,0.0008342472216231941,463
last20_rbi_median,0.0008276981672892789,464
last10_stolen_bases_avg,0.0008220483005773169,465
opponent_pitcher_last10_avg_era,0.0008207260663904338,466
last3_doubles_median,0.0008127060383471529,467
last10_hit_by_pitch_std,0.0008123788647220127,468
last3_doubles_avg,0.0008019717626632026,469
last3_doubles_max,0.0008018364520596342,470
opponent_pitcher_season_std_batters_faced,0.0007718847720071434,471
season_avg_triples,0.0007701216396906506,472
opponent_pitcher_last5_avg_era,0.0007564364569824475,473
opponent_pitcher_season_std_era,0.000756035724253657,474
last5_stolen_bases_per_pa,0.000755949601913384,475
last3_total_bases_min,0.0007550526774214937,476
last5_home_runs_per_pa,0.0007440421319498738,477
previous_game_triples,0.0007439406187122425,478
last5_home_runs_per_ab,0.0007390247916722425,479
last20_triples_per_ab,0.0007316718293077043,480
last5_stolen_bases_avg,0.000724317056837466,481
last3_stolen_bases_max,0.0007161535733335664,482
last20_triples_std,0.0006840162064157691,483
last3_home_runs_per_ab,0.0006735893810401257,484
opponent_pitcher_last10_avg_walks_per_9,0.0006673562746578918,485
last3_stolen_bases_per_pa,0.0006641312667731059,486
