date,game_id,player_id,player_name,team,opponent,opponent_pitcher_id,opponent_pitcher_name,caught_stealing,day_of_week,days_rest,expected_at_bats,expected_fantasy_from_opportunity,expected_hits_from_opportunity,expected_hits_runs_rbis_from_opportunity,expected_plate_appearances,is_back_to_back,is_short_rest,last10_at_bats_avg,last10_at_bats_max,last10_at_bats_median,last10_at_bats_min,last10_at_bats_std,last10_doubles_avg,last10_doubles_max,last10_doubles_median,last10_doubles_per_ab,last10_doubles_per_pa,last10_doubles_std,last10_fantasy_score_avg,last10_fantasy_score_coefficient_variation,last10_fantasy_score_max,last10_fantasy_score_median,last10_fantasy_score_min,last10_fantasy_score_per_pa,last10_fantasy_score_std,last10_hit_by_pitch_avg,last10_hit_by_pitch_max,last10_hit_by_pitch_median,last10_hit_by_pitch_per_pa,last10_hit_by_pitch_std,last10_hits_avg,last10_hits_coefficient_variation,last10_hits_max,last10_hits_median,last10_hits_min,last10_hits_per_ab,last10_hits_per_pa,last10_hits_runs_rbis_avg,last10_hits_runs_rbis_coefficient_variation,last10_hits_runs_rbis_max,last10_hits_runs_rbis_median,last10_hits_runs_rbis_min,last10_hits_runs_rbis_per_pa,last10_hits_runs_rbis_std,last10_hits_std,last10_home_runs_avg,last10_home_runs_max,last10_home_runs_median,last10_home_runs_min,last10_home_runs_per_ab,last10_home_runs_per_pa,last10_home_runs_std,last10_plate_appearances_avg,last10_plate_appearances_max,last10_plate_appearances_median,last10_plate_appearances_min,last10_plate_appearances_std,last10_rbi_avg,last10_rbi_coefficient_variation,last10_rbi_max,last10_rbi_median,last10_rbi_min,last10_rbi_per_pa,last10_rbi_std,last10_runs_avg,last10_runs_coefficient_variation,last10_runs_max,last10_runs_median,last10_runs_min,last10_runs_per_pa,last10_runs_std,last10_singles_avg,last10_singles_max,last10_singles_median,last10_singles_min,last10_singles_per_ab,last10_singles_per_pa,last10_singles_std,last10_stolen_bases_avg,last10_stolen_bases_max,last10_stolen_bases_median,last10_stolen_bases_per_pa,last10_stolen_bases_std,last10_strikeouts_avg,last10_strikeouts_max,last10_strikeouts_median,last10_strikeouts_min,last10_strikeouts_per_ab,last10_strikeouts_per_pa,last10_strikeouts_std,last10_total_bases_avg,last10_total_bases_coefficient_variation,last10_total_bases_max,last10_total_bases_median,last10_total_bases_min,last10_total_bases_per_ab,last10_total_bases_per_pa,last10_total_bases_std,last10_triples_avg,last10_triples_max,last10_triples_median,last10_triples_per_ab,last10_triples_per_pa,last10_triples_std,last10_walks_avg,last10_walks_max,last10_walks_median,last10_walks_min,last10_walks_per_pa,last10_walks_std,last20_at_bats_avg,last20_at_bats_max,last20_at_bats_median,last20_at_bats_min,last20_at_bats_std,last20_doubles_avg,last20_doubles_max,last20_doubles_median,last20_doubles_per_ab,last20_doubles_per_pa,last20_doubles_std,last20_fantasy_score_avg,last20_fantasy_score_coefficient_variation,last20_fantasy_score_max,last20_fantasy_score_median,last20_fantasy_score_min,last20_fantasy_score_per_pa,last20_fantasy_score_std,last20_hit_by_pitch_avg,last20_hit_by_pitch_max,last20_hit_by_pitch_median,last20_hit_by_pitch_per_pa,last20_hit_by_pitch_std,last20_hits_avg,last20_hits_coefficient_variation,last20_hits_max,last20_hits_median,last20_hits_min,last20_hits_per_ab,last20_hits_per_pa,last20_hits_runs_rbis_avg,last20_hits_runs_rbis_coefficient_variation,last20_hits_runs_rbis_max,last20_hits_runs_rbis_median,last20_hits_runs_rbis_min,last20_hits_runs_rbis_per_pa,last20_hits_runs_rbis_std,last20_hits_std,last20_home_runs_avg,last20_home_runs_max,last20_home_runs_median,last20_home_runs_min,last20_home_runs_per_ab,last20_home_runs_per_pa,last20_home_runs_std,last20_plate_appearances_avg,last20_plate_appearances_max,last20_plate_appearances_median,last20_plate_appearances_min,last20_plate_appearances_std,last20_rbi_avg,last20_rbi_coefficient_variation,last20_rbi_max,last20_rbi_median,last20_rbi_min,last20_rbi_per_pa,last20_rbi_std,last20_runs_avg,last20_runs_coefficient_variation,last20_runs_max,last20_runs_median,last20_runs_min,last20_runs_per_pa,last20_runs_std,last20_singles_avg,last20_singles_max,last20_singles_median,last20_singles_min,last20_singles_per_ab,last20_singles_per_pa,last20_singles_std,last20_stolen_bases_avg,last20_stolen_bases_max,last20_stolen_bases_median,last20_stolen_bases_per_pa,last20_stolen_bases_std,last20_strikeouts_avg,last20_strikeouts_max,last20_strikeouts_median,last20_strikeouts_min,last20_strikeouts_per_ab,last20_strikeouts_per_pa,last20_strikeouts_std,last20_total_bases_avg,last20_total_bases_coefficient_variation,last20_total_bases_max,last20_total_bases_median,last20_total_bases_min,last20_total_bases_per_ab,last20_total_bases_per_pa,last20_total_bases_std,last20_triples_avg,last20_triples_max,last20_triples_median,last20_triples_per_ab,last20_triples_per_pa,last20_triples_std,last20_walks_avg,last20_walks_max,last20_walks_median,last20_walks_min,last20_walks_per_pa,last20_walks_std,last3_at_bats_avg,last3_at_bats_max,last3_at_bats_median,last3_at_bats_min,last3_at_bats_std,last3_doubles_avg,last3_doubles_max,last3_doubles_median,last3_doubles_min,last3_doubles_per_ab,last3_doubles_per_pa,last3_doubles_std,last3_fantasy_score_avg,last3_fantasy_score_coefficient_variation,last3_fantasy_score_max,last3_fantasy_score_median,last3_fantasy_score_min,last3_fantasy_score_per_pa,last3_fantasy_score_std,last3_hit_by_pitch_avg,last3_hit_by_pitch_max,last3_hit_by_pitch_median,last3_hit_by_pitch_min,last3_hit_by_pitch_per_pa,last3_hit_by_pitch_std,last3_hits_avg,last3_hits_coefficient_variation,last3_hits_max,last3_hits_median,last3_hits_min,last3_hits_per_ab,last3_hits_per_pa,last3_hits_runs_rbis_avg,last3_hits_runs_rbis_coefficient_variation,last3_hits_runs_rbis_max,last3_hits_runs_rbis_median,last3_hits_runs_rbis_min,last3_hits_runs_rbis_per_pa,last3_hits_runs_rbis_std,last3_hits_std,last3_home_runs_avg,last3_home_runs_max,last3_home_runs_median,last3_home_runs_min,last3_home_runs_per_ab,last3_home_runs_per_pa,last3_home_runs_std,last3_plate_appearances_avg,last3_plate_appearances_max,last3_plate_appearances_median,last3_plate_appearances_min,last3_plate_appearances_std,last3_rbi_avg,last3_rbi_coefficient_variation,last3_rbi_max,last3_rbi_median,last3_rbi_min,last3_rbi_per_pa,last3_rbi_std,last3_runs_avg,last3_runs_coefficient_variation,last3_runs_max,last3_runs_median,last3_runs_min,last3_runs_per_pa,last3_runs_std,last3_singles_avg,last3_singles_max,last3_singles_median,last3_singles_min,last3_singles_per_ab,last3_singles_per_pa,last3_singles_std,last3_stolen_bases_avg,last3_stolen_bases_max,last3_stolen_bases_median,last3_stolen_bases_min,last3_stolen_bases_per_pa,last3_stolen_bases_std,last3_strikeouts_avg,last3_strikeouts_max,last3_strikeouts_median,last3_strikeouts_min,last3_strikeouts_per_ab,last3_strikeouts_per_pa,last3_strikeouts_std,last3_total_bases_avg,last3_total_bases_coefficient_variation,last3_total_bases_max,last3_total_bases_median,last3_total_bases_min,last3_total_bases_per_ab,last3_total_bases_per_pa,last3_total_bases_std,last3_triples_avg,last3_triples_max,last3_triples_median,last3_triples_per_ab,last3_triples_per_pa,last3_triples_std,last3_walks_avg,last3_walks_max,last3_walks_median,last3_walks_min,last3_walks_per_pa,last3_walks_std,last5_at_bats_avg,last5_at_bats_max,last5_at_bats_median,last5_at_bats_min,last5_at_bats_std,last5_doubles_avg,last5_doubles_max,last5_doubles_median,last5_doubles_min,last5_doubles_per_ab,last5_doubles_per_pa,last5_doubles_std,last5_fantasy_score_avg,last5_fantasy_score_coefficient_variation,last5_fantasy_score_max,last5_fantasy_score_median,last5_fantasy_score_min,last5_fantasy_score_per_pa,last5_fantasy_score_std,last5_hit_by_pitch_avg,last5_hit_by_pitch_max,last5_hit_by_pitch_median,last5_hit_by_pitch_min,last5_hit_by_pitch_per_pa,last5_hit_by_pitch_std,last5_hits_avg,last5_hits_coefficient_variation,last5_hits_max,last5_hits_median,last5_hits_min,last5_hits_per_ab,last5_hits_per_pa,last5_hits_runs_rbis_avg,last5_hits_runs_rbis_coefficient_variation,last5_hits_runs_rbis_max,last5_hits_runs_rbis_median,last5_hits_runs_rbis_min,last5_hits_runs_rbis_per_pa,last5_hits_runs_rbis_std,last5_hits_std,last5_home_runs_avg,last5_home_runs_max,last5_home_runs_median,last5_home_runs_min,last5_home_runs_per_ab,last5_home_runs_per_pa,last5_home_runs_std,last5_plate_appearances_avg,last5_plate_appearances_max,last5_plate_appearances_median,last5_plate_appearances_min,last5_plate_appearances_std,last5_rbi_avg,last5_rbi_coefficient_variation,last5_rbi_max,last5_rbi_median,last5_rbi_min,last5_rbi_per_pa,last5_rbi_std,last5_runs_avg,last5_runs_coefficient_variation,last5_runs_max,last5_runs_median,last5_runs_min,last5_runs_per_pa,last5_runs_std,last5_singles_avg,last5_singles_max,last5_singles_median,last5_singles_min,last5_singles_per_ab,last5_singles_per_pa,last5_singles_std,last5_stolen_bases_avg,last5_stolen_bases_max,last5_stolen_bases_median,last5_stolen_bases_min,last5_stolen_bases_per_pa,last5_stolen_bases_std,last5_strikeouts_avg,last5_strikeouts_max,last5_strikeouts_median,last5_strikeouts_min,last5_strikeouts_per_ab,last5_strikeouts_per_pa,last5_strikeouts_std,last5_total_bases_avg,last5_total_bases_coefficient_variation,last5_total_bases_max,last5_total_bases_median,last5_total_bases_min,last5_total_bases_per_ab,last5_total_bases_per_pa,last5_total_bases_std,last5_triples_avg,last5_triples_max,last5_triples_median,last5_triples_per_ab,last5_triples_per_pa,last5_triples_std,last5_walks_avg,last5_walks_max,last5_walks_median,last5_walks_min,last5_walks_per_pa,last5_walks_std,month,opponent_pitcher_history_available,opponent_pitcher_history_games,opponent_pitcher_id,opponent_pitcher_last10_avg_batters_faced,opponent_pitcher_last10_avg_earned_runs,opponent_pitcher_last10_avg_era,opponent_pitcher_last10_avg_fip_component,opponent_pitcher_last10_avg_hits,opponent_pitcher_last10_avg_hits_per_9,opponent_pitcher_last10_avg_home_runs,opponent_pitcher_last10_avg_home_runs_per_9,opponent_pitcher_last10_avg_k_minus_bb_rate,opponent_pitcher_last10_avg_outs_recorded,opponent_pitcher_last10_avg_strikeout_rate_bf,opponent_pitcher_last10_avg_strikeouts,opponent_pitcher_last10_avg_strikeouts_per_9,opponent_pitcher_last10_avg_walk_rate_bf,opponent_pitcher_last10_avg_walks,opponent_pitcher_last10_avg_walks_per_9,opponent_pitcher_last10_avg_whip,opponent_pitcher_last3_avg_batters_faced,opponent_pitcher_last3_avg_earned_runs,opponent_pitcher_last3_avg_era,opponent_pitcher_last3_avg_fip_component,opponent_pitcher_last3_avg_hits,opponent_pitcher_last3_avg_hits_per_9,opponent_pitcher_last3_avg_home_runs,opponent_pitcher_last3_avg_home_runs_per_9,opponent_pitcher_last3_avg_k_minus_bb_rate,opponent_pitcher_last3_avg_outs_recorded,opponent_pitcher_last3_avg_strikeout_rate_bf,opponent_pitcher_last3_avg_strikeouts,opponent_pitcher_last3_avg_strikeouts_per_9,opponent_pitcher_last3_avg_walk_rate_bf,opponent_pitcher_last3_avg_walks,opponent_pitcher_last3_avg_walks_per_9,opponent_pitcher_last3_avg_whip,opponent_pitcher_last5_avg_batters_faced,opponent_pitcher_last5_avg_earned_runs,opponent_pitcher_last5_avg_era,opponent_pitcher_last5_avg_fip_component,opponent_pitcher_last5_avg_hits,opponent_pitcher_last5_avg_hits_per_9,opponent_pitcher_last5_avg_home_runs,opponent_pitcher_last5_avg_home_runs_per_9,opponent_pitcher_last5_avg_k_minus_bb_rate,opponent_pitcher_last5_avg_outs_recorded,opponent_pitcher_last5_avg_strikeout_rate_bf,opponent_pitcher_last5_avg_strikeouts,opponent_pitcher_last5_avg_strikeouts_per_9,opponent_pitcher_last5_avg_walk_rate_bf,opponent_pitcher_last5_avg_walks,opponent_pitcher_last5_avg_walks_per_9,opponent_pitcher_last5_avg_whip,opponent_pitcher_match_available,opponent_pitcher_season_avg_batters_faced,opponent_pitcher_season_avg_earned_runs,opponent_pitcher_season_avg_era,opponent_pitcher_season_avg_fip_component,opponent_pitcher_season_avg_hits,opponent_pitcher_season_avg_hits_per_9,opponent_pitcher_season_avg_home_runs,opponent_pitcher_season_avg_home_runs_per_9,opponent_pitcher_season_avg_k_minus_bb_rate,opponent_pitcher_season_avg_outs_recorded,opponent_pitcher_season_avg_strikeout_rate_bf,opponent_pitcher_season_avg_strikeouts,opponent_pitcher_season_avg_strikeouts_per_9,opponent_pitcher_season_avg_walk_rate_bf,opponent_pitcher_season_avg_walks,opponent_pitcher_season_avg_walks_per_9,opponent_pitcher_season_avg_whip,opponent_pitcher_season_std_batters_faced,opponent_pitcher_season_std_earned_runs,opponent_pitcher_season_std_era,opponent_pitcher_season_std_fip_component,opponent_pitcher_season_std_hits,opponent_pitcher_season_std_hits_per_9,opponent_pitcher_season_std_home_runs,opponent_pitcher_season_std_home_runs_per_9,opponent_pitcher_season_std_k_minus_bb_rate,opponent_pitcher_season_std_outs_recorded,opponent_pitcher_season_std_strikeout_rate_bf,opponent_pitcher_season_std_strikeouts,opponent_pitcher_season_std_strikeouts_per_9,opponent_pitcher_season_std_walk_rate_bf,opponent_pitcher_season_std_walks,opponent_pitcher_season_std_walks_per_9,opponent_pitcher_season_std_whip,opponent_split_avg_fantasy_score,opponent_split_avg_hits,opponent_split_avg_hits_runs_rbis,opponent_split_avg_plate_appearances,opponent_split_avg_rbi,opponent_split_avg_runs,opponent_split_avg_total_bases,previous_game_at_bats,previous_game_doubles,previous_game_fantasy_score,previous_game_hit_by_pitch,previous_game_hits,previous_game_hits_runs_rbis,previous_game_home_runs,previous_game_plate_appearances,previous_game_rbi,previous_game_runs,previous_game_singles,previous_game_stolen_bases,previous_game_strikeouts,previous_game_total_bases,previous_game_triples,previous_game_walks,prior_games,season_avg_at_bats,season_avg_doubles,season_avg_fantasy_score,season_avg_hit_by_pitch,season_avg_hits,season_avg_hits_runs_rbis,season_avg_home_runs,season_avg_plate_appearances,season_avg_rbi,season_avg_runs,season_avg_singles,season_avg_stolen_bases,season_avg_strikeouts,season_avg_total_bases,season_avg_triples,season_avg_walks,season_doubles_per_pa,season_fantasy_score_per_pa,season_hit_by_pitch_per_pa,season_hits_per_pa,season_hits_runs_rbis_per_pa,season_home_runs_per_pa,season_rbi_per_pa,season_runs_per_pa,season_singles_per_pa,season_std_at_bats,season_std_doubles,season_std_fantasy_score,season_std_hit_by_pitch,season_std_hits,season_std_hits_runs_rbis,season_std_home_runs,season_std_plate_appearances,season_std_rbi,season_std_runs,season_std_singles,season_std_stolen_bases,season_std_strikeouts,season_std_total_bases,season_std_triples,season_std_walks,season_stolen_bases_per_pa,season_strikeouts_per_pa,season_total_bases_per_pa,season_triples_per_pa,season_walks_per_pa,trend_last10_vs_season_at_bats,trend_last10_vs_season_doubles,trend_last10_vs_season_fantasy_score,trend_last10_vs_season_hit_by_pitch,trend_last10_vs_season_hits,trend_last10_vs_season_hits_runs_rbis,trend_last10_vs_season_home_runs,trend_last10_vs_season_plate_appearances,trend_last10_vs_season_rbi,trend_last10_vs_season_runs,trend_last10_vs_season_singles,trend_last10_vs_season_stolen_bases,trend_last10_vs_season_strikeouts,trend_last10_vs_season_total_bases,trend_last10_vs_season_triples,trend_last10_vs_season_walks,trend_last3_vs_last10_at_bats,trend_last3_vs_last10_doubles,trend_last3_vs_last10_fantasy_score,trend_last3_vs_last10_hit_by_pitch,trend_last3_vs_last10_hits,trend_last3_vs_last10_hits_runs_rbis,trend_last3_vs_last10_home_runs,trend_last3_vs_last10_plate_appearances,trend_last3_vs_last10_rbi,trend_last3_vs_last10_runs,trend_last3_vs_last10_singles,trend_last3_vs_last10_stolen_bases,trend_last3_vs_last10_strikeouts,trend_last3_vs_last10_total_bases,trend_last3_vs_last10_triples,trend_last3_vs_last10_walks,trend_last5_vs_last20_at_bats,trend_last5_vs_last20_doubles,trend_last5_vs_last20_fantasy_score,trend_last5_vs_last20_hit_by_pitch,trend_last5_vs_last20_hits,trend_last5_vs_last20_hits_runs_rbis,trend_last5_vs_last20_home_runs,trend_last5_vs_last20_plate_appearances,trend_last5_vs_last20_rbi,trend_last5_vs_last20_runs,trend_last5_vs_last20_singles,trend_last5_vs_last20_stolen_bases,trend_last5_vs_last20_strikeouts,trend_last5_vs_last20_total_bases,trend_last5_vs_last20_triples,trend_last5_vs_last20_walks
2026-07-16,823440,547180,Bryce Harper,Philadelphia Phillies,New York Mets,681035,Christian Scott,,3,4.0,3.685154639175258,8.78986355366889,0.9448041742470185,2.1762343339397616,4.331237113402063,0,0,3.6,5.0,4.0,1.0,1.019803902718557,0.2,1.0,0.0,0.05555555555555556,0.04651162790697675,0.4,4.1,0.7022526853116099,8.0,5.0,0.0,0.9534883720930232,2.8792360097776,0.0,0.0,0.0,0.0,0.0,0.5,1.3416407864998736,2.0,0.0,0.0,0.1388888888888889,0.11627906976744186,0.9,0.9229582069908955,2.0,1.0,0.0,0.20930232558139536,0.830662386291806,0.6708203932499368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,5.0,4.0,4.0,0.45825756949558427,0.1,2.999999999999995,1.0,0.0,0.0,0.023255813953488375,0.29999999999999954,0.3,1.527525231651947,1.0,0.0,0.0,0.06976744186046512,0.45825756949558405,0.3,1.0,0.0,0.0,0.08333333333333333,0.06976744186046512,0.4582575694955845,0.0,0.0,0.0,0.0,0.0,1.1,3.0,1.0,0.0,0.3055555555555556,0.2558139534883721,0.9433981132056608,0.7,1.4356965173029843,3.0,0.0,0.0,0.19444444444444442,0.1627906976744186,1.004987562112089,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.0,0.0,0.0,0.1627906976744186,1.004987562112089,3.75,5.0,4.0,1.0,0.82915619758885,0.15,1.0,0.0,0.04,0.03409090909090909,0.3570714214271425,7.35,0.9330149592845186,27.0,6.0,0.0,1.6704545454545452,6.857659950741211,0.0,0.0,0.0,0.0,0.0,0.9,0.9875771574795096,3.0,1.0,0.0,0.24000000000000002,0.20454545454545453,1.95,0.9382653571042047,7.0,2.0,0.0,0.4431818181818181,1.8296174463531991,0.8888194417315587,0.15,1.0,0.0,0.0,0.04,0.03409090909090909,0.3570714214271425,4.4,5.0,4.0,4.0,0.4898979485566344,0.65,1.3994927229738652,3.0,0.0,0.0,0.1477272727272727,0.9096702699330124,0.4,1.4577379737113254,2.0,0.0,0.0,0.09090909090909091,0.5830951894845302,0.6,3.0,0.0,0.0,0.16,0.13636363636363635,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,1.1,3.0,1.0,0.0,0.29333333333333333,0.25,0.9949874371066196,1.5,1.1055415967851332,5.0,1.0,0.0,0.4,0.3409090909090909,1.6583123951776997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,0.0,0.0,0.13636363636363635,0.860232526704263,4.0,5.0,4.0,3.0,0.8164965809277263,0.3333333333333333,1.0,0.0,0.0,0.08333333333333333,0.07692307692307693,0.4714045207910317,5.666666666666667,0.29994232432898826,8.0,5.0,4.0,1.307692307692308,1.6996731711976003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8164965809277261,2.0,1.0,0.0,0.25,0.23076923076923078,1.6666666666666667,0.282842712474619,2.0,2.0,1.0,0.38461538461538464,0.4714045207910317,0.8164965809277261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,5.0,4.0,4.0,0.4714045207910318,0.0,,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7071067811865476,1.0,1.0,0.0,0.15384615384615385,0.4714045207910317,0.6666666666666666,1.0,1.0,0.0,0.16666666666666666,0.15384615384615385,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.08333333333333333,0.07692307692307693,0.4714045207910317,1.3333333333333333,0.9354143466934853,3.0,1.0,0.0,0.3333333333333333,0.3076923076923077,1.247219128924647,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.07692307692307693,0.47140452079103146,3.8,5.0,4.0,3.0,0.7483314773547881,0.2,1.0,0.0,0.0,0.052631578947368425,0.045454545454545456,0.4,4.6,0.5768043113661561,8.0,5.0,0.0,1.0454545454545452,2.6532998322843175,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.3333333333333335,2.0,0.0,0.0,0.15789473684210525,0.13636363636363635,1.2,0.6236095644623201,2.0,1.0,0.0,0.2727272727272727,0.748331477354784,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,5.0,4.0,4.0,0.48989794855663554,0.0,,0.0,0.0,0.0,0.0,0.0,0.6,0.816496580927726,1.0,1.0,0.0,0.13636363636363635,0.4898979485566356,0.4,1.0,0.0,0.0,0.10526315789473685,0.09090909090909091,0.4898979485566356,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.15789473684210525,0.13636363636363635,0.8,0.8,1.457737973711325,3.0,0.0,0.0,0.2105263157894737,0.18181818181818182,1.16619037896906,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.13636363636363635,0.8,7,1,12.0,681035,20.4,1.6,3.2470000000000008,0.946748545572075,4.1,7.803413057530705,0.6,1.2362637362637363,0.17319112174375328,14.3,0.27833124477861315,5.6,10.835313510019393,0.10514012303485984,2.1,4.129964447317388,1.3259308338720104,18.333333333333332,1.6666666666666667,3.2866666666666666,2.0717948717948715,2.6666666666666665,5.376923076923077,1.0,2.192307692307692,0.1998050682261208,13.333333333333334,0.3284600389863548,6.0,12.403846153846153,0.1286549707602339,2.3333333333333335,4.984615384615385,1.1512820512820514,19.6,1.8,3.092,2.5287912087912088,3.6,6.879095022624435,1.2,2.4725274725274726,0.17486139591402744,14.2,0.28019290650869594,5.4,10.709534583063995,0.10533151059466846,2.0,4.011777634130576,1.2100969618616677,1,19.416666666666668,1.5833333333333333,3.6233333333333344,1.7889571213100626,3.6666666666666665,6.952844214608921,0.5833333333333334,1.1802197802197802,0.14608032075137337,13.5,0.2753637566137566,5.416666666666667,10.79192792501616,0.1292834358623832,2.1666666666666665,6.254137039431157,1.4674423615600085,3.32812092461931,1.2555432644432802,1.0459153354305926,4.0153010321517115,1.8856180831641267,3.655187485713448,0.9537935951882998,1.9270676019086113,0.18858864206217746,3.253203549323856,0.09406221380656762,1.8911342863183696,3.1643095467354065,0.12346522507694234,1.2801909579781015,8.579836328886525,0.7922274694889365,15.333333333333334,2.0,4.0,4.166666666666667,1.3333333333333333,0.6666666666666666,4.166666666666667,5.0,0.0,5.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,97,3.5257731958762886,0.17525773195876287,8.536082474226804,0.0,0.9175257731958762,2.11340206185567,0.20618556701030927,4.206185567010309,0.5876288659793815,0.6082474226804123,0.5154639175257731,0.05154639175257732,0.845360824742268,1.7525773195876289,0.020618556701030927,0.6185567010309279,0.041666666666666664,2.0294117647058822,0.0,0.21813725490196076,0.5024509803921569,0.04901960784313725,0.13970588235294118,0.1446078431372549,0.12254901960784312,0.9092058787772925,0.4064000689572582,8.303597351924571,0.0,1.011991026128497,2.1959488880114297,0.42929201677643325,0.7170694128774929,0.8938804242039327,0.7537767591930272,0.7747750197136469,0.22110938752089915,0.9006321512511983,2.1825499502322496,0.1421035953823734,0.7383919414214427,0.012254901960784312,0.20098039215686272,0.41666666666666663,0.004901960784313725,0.14705882352941177,0.07422680412371152,0.024742268041237137,-4.436082474226804,0.0,-0.41752577319587625,-1.2134020618556702,-0.20618556701030927,0.09381443298969039,-0.4876288659793815,-0.30824742268041233,-0.21546391752577315,-0.05154639175257732,0.25463917525773205,-1.052577319587629,-0.020618556701030927,0.0814432989690721,0.3999999999999999,0.1333333333333333,1.5666666666666673,0.0,0.5,0.7666666666666667,0.0,0.033333333333333215,-0.1,0.36666666666666664,0.36666666666666664,0.0,-0.7666666666666668,0.6333333333333333,0.0,-0.36666666666666664,0.04999999999999982,0.05000000000000002,-2.75,0.0,-0.30000000000000004,-0.75,-0.15,0.0,-0.65,0.19999999999999996,-0.19999999999999996,0.0,-0.5000000000000001,-0.7,0.0,0.0
